Run,LPIPS,PSNR,SSIM,FID_0,FID_4,FID_8,Scene
12222554,0.1728118360042572,24.84368324279785,0.7942482233047485,19.36923217773437,85.83097839355469,102.77458190917967,11
12222552,0.1614132821559906,27.012256622314453,0.8117544054985046,26.4208927154541,126.77703857421876,302.28875732421875,53
12222556,0.2363766729831695,26.17203712463379,0.7368345260620117,36.21958923339844,156.35403442382812,297.85601806640625,28
12222555,0.3719547688961029,23.70376968383789,0.6931400299072266,65.56849670410156,144.2689971923828,233.57020568847656,16
12222553,0.187057688832283,26.47317123413086,0.7694443464279175,29.10110282897949,138.5057373046875,168.96310424804688,1
