Run,Scene,LPIPS,PSNR,SSIM,FID_0,FID_4,FID_8
12234257,016,0.1519923657178878,26.74567222595215,0.852949321269989,24.63795280456543,125.70280456542967,217.75955200195312
12234256,001,0.1899622678756714,26.445934295654297,0.7682633996009827,29.650840759277344,139.83224487304688,169.83822631835938
12234255,053,0.1596330851316452,26.884113311767575,0.8084505200386047,25.54768180847168,126.6981430053711,316.8493347167969
