Run,Scene,LPIPS,PSNR,SSIM,FID_0,FID_4,FID_8
12137847,053,0.1752250641584396,26.84765243530273,0.8048993349075317,30.13120460510254,130.720947265625,304.5659484863281
12137846,028,0.2554703652858734,26.03289222717285,0.7284148931503296,43.52513122558594,155.47113037109375,293.5037841796875
12137845,016,0.1442523300647735,27.3675594329834,0.8685617446899414,21.19951057434082,121.97113800048828,209.97520446777344
12137844,011,0.1823739111423492,24.640064239501957,0.7834956645965576,20.299266815185547,85.13002014160156,102.99449920654295
12137843,001,0.2023985385894775,26.3725700378418,0.7627786993980408,31.447359085083008,144.23114013671875,171.18765258789062
