"Step","12139546_240930_003147S30_UN4_CN4 - val_lpips","12139546_240930_003147S30_UN4_CN4 - val_lpips__MIN","12139546_240930_003147S30_UN4_CN4 - val_lpips__MAX","12139541_240930_002145S20_UN4_CN4 - val_lpips","12139541_240930_002145S20_UN4_CN4 - val_lpips__MIN","12139541_240930_002145S20_UN4_CN4 - val_lpips__MAX","12139540_240930_001906S10_UN4_CN4 - val_lpips","12139540_240930_001906S10_UN4_CN4 - val_lpips__MIN","12139540_240930_001906S10_UN4_CN4 - val_lpips__MAX","12139536_240930_001525S30_UN4_CN4 - val_lpips","12139536_240930_001525S30_UN4_CN4 - val_lpips__MIN","12139536_240930_001525S30_UN4_CN4 - val_lpips__MAX","12139535_240930_000850S20_UN4_CN4 - val_lpips","12139535_240930_000850S20_UN4_CN4 - val_lpips__MIN","12139535_240930_000850S20_UN4_CN4 - val_lpips__MAX","12139532_240930_000449S10_UN4_CN4 - val_lpips","12139532_240930_000449S10_UN4_CN4 - val_lpips__MIN","12139532_240930_000449S10_UN4_CN4 - val_lpips__MAX","12139528_240929_235208S30_UN4_CN4 - val_lpips","12139528_240929_235208S30_UN4_CN4 - val_lpips__MIN","12139528_240929_235208S30_UN4_CN4 - val_lpips__MAX","12139525_240929_232947S20_UN4_CN4 - val_lpips","12139525_240929_232947S20_UN4_CN4 - val_lpips__MIN","12139525_240929_232947S20_UN4_CN4 - val_lpips__MAX","12139524_240929_232850S10_UN4_CN4 - val_lpips","12139524_240929_232850S10_UN4_CN4 - val_lpips__MIN","12139524_240929_232850S10_UN4_CN4 - val_lpips__MAX","12139520_240929_232302S30_UN4_CN4 - val_lpips","12139520_240929_232302S30_UN4_CN4 - val_lpips__MIN","12139520_240929_232302S30_UN4_CN4 - val_lpips__MAX","12139519_240929_232250S20_UN4_CN4 - val_lpips","12139519_240929_232250S20_UN4_CN4 - val_lpips__MIN","12139519_240929_232250S20_UN4_CN4 - val_lpips__MAX","12139518_240929_232231S10_UN4_CN4 - val_lpips","12139518_240929_232231S10_UN4_CN4 - val_lpips__MIN","12139518_240929_232231S10_UN4_CN4 - val_lpips__MAX","12139514_240929_232129S30_UN4_CN4 - val_lpips","12139514_240929_232129S30_UN4_CN4 - val_lpips__MIN","12139514_240929_232129S30_UN4_CN4 - val_lpips__MAX","12139512_240929_232056S10_UN4_CN4 - val_lpips","12139512_240929_232056S10_UN4_CN4 - val_lpips__MIN","12139512_240929_232056S10_UN4_CN4 - val_lpips__MAX","12139513_240929_232052S20_UN4_CN4 - val_lpips","12139513_240929_232052S20_UN4_CN4 - val_lpips__MIN","12139513_240929_232052S20_UN4_CN4 - val_lpips__MAX","12139488_240929_231736S10_UN4 - val_lpips","12139488_240929_231736S10_UN4 - val_lpips__MIN","12139488_240929_231736S10_UN4 - val_lpips__MAX","12139495_240929_231734S20_UN4 - val_lpips","12139495_240929_231734S20_UN4 - val_lpips__MIN","12139495_240929_231734S20_UN4 - val_lpips__MAX","12139501_240929_231732S20_UN4 - val_lpips","12139501_240929_231732S20_UN4 - val_lpips__MIN","12139501_240929_231732S20_UN4 - val_lpips__MAX","12139490_240929_231736S30_UN4 - val_lpips","12139490_240929_231736S30_UN4 - val_lpips__MIN","12139490_240929_231736S30_UN4 - val_lpips__MAX","12139502_240929_231732S30_UN4 - val_lpips","12139502_240929_231732S30_UN4 - val_lpips__MIN","12139502_240929_231732S30_UN4 - val_lpips__MAX","12139500_240929_231732S10_UN4 - val_lpips","12139500_240929_231732S10_UN4 - val_lpips__MIN","12139500_240929_231732S10_UN4 - val_lpips__MAX","12139489_240929_231736S20_UN4 - val_lpips","12139489_240929_231736S20_UN4 - val_lpips__MIN","12139489_240929_231736S20_UN4 - val_lpips__MAX","12139496_240929_231736S30_UN4 - val_lpips","12139496_240929_231736S30_UN4 - val_lpips__MIN","12139496_240929_231736S30_UN4 - val_lpips__MAX","12139483_240929_231732S20_UN4 - val_lpips","12139483_240929_231732S20_UN4 - val_lpips__MIN","12139483_240929_231732S20_UN4 - val_lpips__MAX","12139484_240929_231732S30_UN4 - val_lpips","12139484_240929_231732S30_UN4 - val_lpips__MIN","12139484_240929_231732S30_UN4 - val_lpips__MAX","12139494_240929_231730S10_UN4 - val_lpips","12139494_240929_231730S10_UN4 - val_lpips__MIN","12139494_240929_231730S10_UN4 - val_lpips__MAX","12139482_240929_231728S10_UN4 - val_lpips","12139482_240929_231728S10_UN4 - val_lpips__MIN","12139482_240929_231728S10_UN4 - val_lpips__MAX","12139506_240929_231707S10_UN4 - val_lpips","12139506_240929_231707S10_UN4 - val_lpips__MIN","12139506_240929_231707S10_UN4 - val_lpips__MAX","12139508_240929_231705S30_UN4 - val_lpips","12139508_240929_231705S30_UN4 - val_lpips__MIN","12139508_240929_231705S30_UN4 - val_lpips__MAX","12139507_240929_231705S20_UN4 - val_lpips","12139507_240929_231705S20_UN4 - val_lpips__MIN","12139507_240929_231705S20_UN4 - val_lpips__MAX"
"3440","0.17165665328502655","0.17165665328502655","0.17165665328502655","0.14770662784576416","0.14770662784576416","0.14770662784576416","0.11524447053670883","0.11524447053670883","0.11524447053670883","0.20654042065143585","0.20654042065143585","0.20654042065143585","0.18537816405296326","0.18537816405296326","0.18537816405296326","0.1530146598815918","0.1530146598815918","0.1530146598815918","0.11372356116771698","0.11372356116771698","0.11372356116771698","0.09835570305585861","0.09835570305585861","0.09835570305585861","0.08017314225435257","0.08017314225435257","0.08017314225435257","0.14417961239814758","0.14417961239814758","0.14417961239814758","0.1217033863067627","0.1217033863067627","0.1217033863067627","0.10272200405597687","0.10272200405597687","0.10272200405597687","0.19800081849098206","0.19800081849098206","0.19800081849098206","0.13584770262241364","0.13584770262241364","0.13584770262241364","0.16500458121299744","0.16500458121299744","0.16500458121299744","0.11772434413433075","0.11772434413433075","0.11772434413433075","0.12184087932109833","0.12184087932109833","0.12184087932109833","0.2146611213684082","0.2146611213684082","0.2146611213684082","0.1711566150188446","0.1711566150188446","0.1711566150188446","0.2428632527589798","0.2428632527589798","0.2428632527589798","0.17069324851036072","0.17069324851036072","0.17069324851036072","0.14835236966609955","0.14835236966609955","0.14835236966609955","0.14042674005031586","0.14042674005031586","0.14042674005031586","0.19232945144176483","0.19232945144176483","0.19232945144176483","0.22441032528877258","0.22441032528877258","0.22441032528877258","0.09179424494504929","0.09179424494504929","0.09179424494504929","0.15267787873744965","0.15267787873744965","0.15267787873744965","0.13195458054542542","0.13195458054542542","0.13195458054542542","0.19909268617630005","0.19909268617630005","0.19909268617630005","0.16837690770626068","0.16837690770626068","0.16837690770626068"
"3520","0.17249327898025513","0.17249327898025513","0.17249327898025513","0.1471521258354187","0.1471521258354187","0.1471521258354187","0.1163850650191307","0.1163850650191307","0.1163850650191307","0.21573331952095032","0.21573331952095032","0.21573331952095032","0.18277180194854736","0.18277180194854736","0.18277180194854736","0.1566503345966339","0.1566503345966339","0.1566503345966339","0.11571711301803589","0.11571711301803589","0.11571711301803589","0.09591846913099289","0.09591846913099289","0.09591846913099289","0.08030793070793152","0.08030793070793152","0.08030793070793152","0.1407771110534668","0.1407771110534668","0.1407771110534668","0.12210111320018768","0.12210111320018768","0.12210111320018768","0.1004350408911705","0.1004350408911705","0.1004350408911705","0.19677264988422394","0.19677264988422394","0.19677264988422394","0.13512767851352692","0.13512767851352692","0.13512767851352692","0.16857734322547913","0.16857734322547913","0.16857734322547913","0.11493059247732162","0.11493059247732162","0.11493059247732162","0.11759497970342636","0.11759497970342636","0.11759497970342636","0.21784451603889465","0.21784451603889465","0.21784451603889465","0.17143197357654572","0.17143197357654572","0.17143197357654572","0.24722051620483398","0.24722051620483398","0.24722051620483398","0.17083105444908142","0.17083105444908142","0.17083105444908142","0.14647424221038818","0.14647424221038818","0.14647424221038818","0.1404138207435608","0.1404138207435608","0.1404138207435608","0.19531020522117615","0.19531020522117615","0.19531020522117615","0.22989897429943085","0.22989897429943085","0.22989897429943085","0.09159979969263077","0.09159979969263077","0.09159979969263077","0.14959512650966644","0.14959512650966644","0.14959512650966644","0.13018997013568878","0.13018997013568878","0.13018997013568878","0.19977322220802307","0.19977322220802307","0.19977322220802307","0.167587012052536","0.167587012052536","0.167587012052536"
"3600","0.16834481060504913","0.16834481060504913","0.16834481060504913","0.14240971207618713","0.14240971207618713","0.14240971207618713","0.11562158167362213","0.11562158167362213","0.11562158167362213","0.21010847389698029","0.21010847389698029","0.21010847389698029","0.18753044307231903","0.18753044307231903","0.18753044307231903","0.15312719345092773","0.15312719345092773","0.15312719345092773","0.11530159413814545","0.11530159413814545","0.11530159413814545","0.10001325607299805","0.10001325607299805","0.10001325607299805","0.08097455650568008","0.08097455650568008","0.08097455650568008","0.1404540091753006","0.1404540091753006","0.1404540091753006","0.12310292571783066","0.12310292571783066","0.12310292571783066","0.1015247255563736","0.1015247255563736","0.1015247255563736","0.19453415274620056","0.19453415274620056","0.19453415274620056","0.13718213140964508","0.13718213140964508","0.13718213140964508","0.16693569719791412","0.16693569719791412","0.16693569719791412","0.1180226057767868","0.1180226057767868","0.1180226057767868","0.11948324739933014","0.11948324739933014","0.11948324739933014","0.2187797725200653","0.2187797725200653","0.2187797725200653","0.17407429218292236","0.17407429218292236","0.17407429218292236","0.2470279186964035","0.2470279186964035","0.2470279186964035","0.16995660960674286","0.16995660960674286","0.16995660960674286","0.14984184503555298","0.14984184503555298","0.14984184503555298","0.14033590257167816","0.14033590257167816","0.14033590257167816","0.19563834369182587","0.19563834369182587","0.19563834369182587","0.22494737803936005","0.22494737803936005","0.22494737803936005","0.09172547608613968","0.09172547608613968","0.09172547608613968","0.15486863255500793","0.15486863255500793","0.15486863255500793","0.13230958580970764","0.13230958580970764","0.13230958580970764","0.19760818779468536","0.19760818779468536","0.19760818779468536","0.1677056849002838","0.1677056849002838","0.1677056849002838"
"3680","0.1633768230676651","0.1633768230676651","0.1633768230676651","0.14256903529167175","0.14256903529167175","0.14256903529167175","0.11364539712667465","0.11364539712667465","0.11364539712667465","0.20747146010398865","0.20747146010398865","0.20747146010398865","0.17764315009117126","0.17764315009117126","0.17764315009117126","0.15329298377037048","0.15329298377037048","0.15329298377037048","0.11675269901752472","0.11675269901752472","0.11675269901752472","0.09823019057512283","0.09823019057512283","0.09823019057512283","0.07919392734766006","0.07919392734766006","0.07919392734766006","0.1419830173254013","0.1419830173254013","0.1419830173254013","0.1232544556260109","0.1232544556260109","0.1232544556260109","0.10033349692821503","0.10033349692821503","0.10033349692821503","0.19097617268562317","0.19097617268562317","0.19097617268562317","0.13577678799629211","0.13577678799629211","0.13577678799629211","0.16227325797080994","0.16227325797080994","0.16227325797080994","0.11575136333703995","0.11575136333703995","0.11575136333703995","0.1176050454378128","0.1176050454378128","0.1176050454378128","0.21152997016906738","0.21152997016906738","0.21152997016906738","0.1702464371919632","0.1702464371919632","0.1702464371919632","0.23943188786506653","0.23943188786506653","0.23943188786506653","0.16969037055969238","0.16969037055969238","0.16969037055969238","0.14822283387184143","0.14822283387184143","0.14822283387184143","0.1416519582271576","0.1416519582271576","0.1416519582271576","0.18726113438606262","0.18726113438606262","0.18726113438606262","0.22104279696941376","0.22104279696941376","0.22104279696941376","0.09364003688097","0.09364003688097","0.09364003688097","0.15404242277145386","0.15404242277145386","0.15404242277145386","0.13081547617912292","0.13081547617912292","0.13081547617912292","0.19037598371505737","0.19037598371505737","0.19037598371505737","0.1653941422700882","0.1653941422700882","0.1653941422700882"
"3760","0.16455784440040588","0.16455784440040588","0.16455784440040588","0.14201347529888153","0.14201347529888153","0.14201347529888153","0.11502204835414886","0.11502204835414886","0.11502204835414886","0.20153145492076874","0.20153145492076874","0.20153145492076874","0.17965683341026306","0.17965683341026306","0.17965683341026306","0.15434719622135162","0.15434719622135162","0.15434719622135162","0.11510038375854492","0.11510038375854492","0.11510038375854492","0.09900830686092377","0.09900830686092377","0.09900830686092377","0.07843367010354996","0.07843367010354996","0.07843367010354996","0.13636355102062225","0.13636355102062225","0.13636355102062225","0.11911521852016449","0.11911521852016449","0.11911521852016449","0.10055353492498398","0.10055353492498398","0.10055353492498398","0.1870701164007187","0.1870701164007187","0.1870701164007187","0.13483765721321106","0.13483765721321106","0.13483765721321106","0.16286075115203857","0.16286075115203857","0.16286075115203857","0.11649155616760254","0.11649155616760254","0.11649155616760254","0.11876561492681503","0.11876561492681503","0.11876561492681503","0.2099447250366211","0.2099447250366211","0.2099447250366211","0.17038074135780334","0.17038074135780334","0.17038074135780334","0.23786263167858124","0.23786263167858124","0.23786263167858124","0.17176850140094757","0.17176850140094757","0.17176850140094757","0.14944680035114288","0.14944680035114288","0.14944680035114288","0.1419041007757187","0.1419041007757187","0.1419041007757187","0.19304612278938293","0.19304612278938293","0.19304612278938293","0.2236231565475464","0.2236231565475464","0.2236231565475464","0.09143846482038498","0.09143846482038498","0.09143846482038498","0.15312013030052185","0.15312013030052185","0.15312013030052185","0.13167598843574524","0.13167598843574524","0.13167598843574524","0.1934884488582611","0.1934884488582611","0.1934884488582611","0.16612789034843445","0.16612789034843445","0.16612789034843445"
"3840","0.16904325783252716","0.16904325783252716","0.16904325783252716","0.14378629624843597","0.14378629624843597","0.14378629624843597","0.11587204784154892","0.11587204784154892","0.11587204784154892","0.2004622220993042","0.2004622220993042","0.2004622220993042","0.18188583850860596","0.18188583850860596","0.18188583850860596","0.1506461501121521","0.1506461501121521","0.1506461501121521","0.11339370161294937","0.11339370161294937","0.11339370161294937","0.10021398216485977","0.10021398216485977","0.10021398216485977","0.07945988327264786","0.07945988327264786","0.07945988327264786","0.1391715705394745","0.1391715705394745","0.1391715705394745","0.11897370964288712","0.11897370964288712","0.11897370964288712","0.10090378671884537","0.10090378671884537","0.10090378671884537","0.18984752893447876","0.18984752893447876","0.18984752893447876","0.134847030043602","0.134847030043602","0.134847030043602","0.15897278487682343","0.15897278487682343","0.15897278487682343","0.11797638237476349","0.11797638237476349","0.11797638237476349","0.12048133462667465","0.12048133462667465","0.12048133462667465","0.21269452571868896","0.21269452571868896","0.21269452571868896","0.17459852993488312","0.17459852993488312","0.17459852993488312","0.2382422387599945","0.2382422387599945","0.2382422387599945","0.17040416598320007","0.17040416598320007","0.17040416598320007","0.14857539534568787","0.14857539534568787","0.14857539534568787","0.14020153880119324","0.14020153880119324","0.14020153880119324","0.19229727983474731","0.19229727983474731","0.19229727983474731","0.22026260197162628","0.22026260197162628","0.22026260197162628","0.09158436954021454","0.09158436954021454","0.09158436954021454","0.15173083543777466","0.15173083543777466","0.15173083543777466","0.13154086470603943","0.13154086470603943","0.13154086470603943","0.19603478908538818","0.19603478908538818","0.19603478908538818","0.16923311352729797","0.16923311352729797","0.16923311352729797"
"3920","0.161744624376297","0.161744624376297","0.161744624376297","0.14311565458774567","0.14311565458774567","0.14311565458774567","0.11584441363811493","0.11584441363811493","0.11584441363811493","0.2022889107465744","0.2022889107465744","0.2022889107465744","0.1792013794183731","0.1792013794183731","0.1792013794183731","0.1540733128786087","0.1540733128786087","0.1540733128786087","0.11162255704402924","0.11162255704402924","0.11162255704402924","0.0979611799120903","0.0979611799120903","0.0979611799120903","0.08005809038877487","0.08005809038877487","0.08005809038877487","0.14200106263160706","0.14200106263160706","0.14200106263160706","0.12157394737005234","0.12157394737005234","0.12157394737005234","0.10130719095468521","0.10130719095468521","0.10130719095468521","0.180369570851326","0.180369570851326","0.180369570851326","0.1366415172815323","0.1366415172815323","0.1366415172815323","0.16770508885383606","0.16770508885383606","0.16770508885383606","0.11632271856069565","0.11632271856069565","0.11632271856069565","0.11951525509357452","0.11951525509357452","0.11951525509357452","0.20714092254638672","0.20714092254638672","0.20714092254638672","0.16778966784477234","0.16778966784477234","0.16778966784477234","0.23431181907653809","0.23431181907653809","0.23431181907653809","0.17096425592899323","0.17096425592899323","0.17096425592899323","0.1471746414899826","0.1471746414899826","0.1471746414899826","0.13805821537971497","0.13805821537971497","0.13805821537971497","0.19092591106891632","0.19092591106891632","0.19092591106891632","0.22035130858421326","0.22035130858421326","0.22035130858421326","0.09161772578954697","0.09161772578954697","0.09161772578954697","0.15168079733848572","0.15168079733848572","0.15168079733848572","0.13121743500232697","0.13121743500232697","0.13121743500232697","0.194268137216568","0.194268137216568","0.194268137216568","0.16402946412563324","0.16402946412563324","0.16402946412563324"
"4000","0.15978951752185822","0.15978951752185822","0.15978951752185822","0.1396576464176178","0.1396576464176178","0.1396576464176178","0.11625661700963974","0.11625661700963974","0.11625661700963974","0.19962531328201294","0.19962531328201294","0.19962531328201294","0.17900428175926208","0.17900428175926208","0.17900428175926208","0.15694120526313782","0.15694120526313782","0.15694120526313782","0.11340697109699249","0.11340697109699249","0.11340697109699249","0.09732036292552948","0.09732036292552948","0.09732036292552948","0.07892334461212158","0.07892334461212158","0.07892334461212158","0.1314690262079239","0.1314690262079239","0.1314690262079239","0.117900550365448","0.117900550365448","0.117900550365448","0.10176253318786621","0.10176253318786621","0.10176253318786621","0.18409346044063568","0.18409346044063568","0.18409346044063568","0.134336456656456","0.134336456656456","0.134336456656456","0.15986207127571106","0.15986207127571106","0.15986207127571106","0.11617626249790192","0.11617626249790192","0.11617626249790192","0.12025545537471771","0.12025545537471771","0.12025545537471771","0.20613694190979004","0.20613694190979004","0.20613694190979004","0.16683146357536316","0.16683146357536316","0.16683146357536316","0.2302042543888092","0.2302042543888092","0.2302042543888092","0.17284604907035828","0.17284604907035828","0.17284604907035828","0.14482781291007996","0.14482781291007996","0.14482781291007996","0.13863763213157654","0.13863763213157654","0.13863763213157654","0.18603089451789856","0.18603089451789856","0.18603089451789856","0.21721670031547546","0.21721670031547546","0.21721670031547546","0.09197580814361572","0.09197580814361572","0.09197580814361572","0.15288035571575165","0.15288035571575165","0.15288035571575165","0.13110750913619995","0.13110750913619995","0.13110750913619995","0.19175998866558075","0.19175998866558075","0.19175998866558075","0.16246424615383148","0.16246424615383148","0.16246424615383148"
"4080","0.1635943353176117","0.1635943353176117","0.1635943353176117","0.13884612917900085","0.13884612917900085","0.13884612917900085","0.10954608768224716","0.10954608768224716","0.10954608768224716","0.20690767467021942","0.20690767467021942","0.20690767467021942","0.18230870366096497","0.18230870366096497","0.18230870366096497","0.15095305442810059","0.15095305442810059","0.15095305442810059","0.1157933697104454","0.1157933697104454","0.1157933697104454","0.09458939731121063","0.09458939731121063","0.09458939731121063","0.07965856790542603","0.07965856790542603","0.07965856790542603","0.1379498690366745","0.1379498690366745","0.1379498690366745","0.11961593478918076","0.11961593478918076","0.11961593478918076","0.09769048541784286","0.09769048541784286","0.09769048541784286","0.1894489824771881","0.1894489824771881","0.1894489824771881","0.13464698195457458","0.13464698195457458","0.13464698195457458","0.1647161841392517","0.1647161841392517","0.1647161841392517","0.11506614834070206","0.11506614834070206","0.11506614834070206","0.11621381342411041","0.11621381342411041","0.11621381342411041","0.21201345324516296","0.21201345324516296","0.21201345324516296","0.17348423600196838","0.17348423600196838","0.17348423600196838","0.2361726015806198","0.2361726015806198","0.2361726015806198","0.16932979226112366","0.16932979226112366","0.16932979226112366","0.14601658284664154","0.14601658284664154","0.14601658284664154","0.13943377137184143","0.13943377137184143","0.13943377137184143","0.19641956686973572","0.19641956686973572","0.19641956686973572","0.22393202781677246","0.22393202781677246","0.22393202781677246","0.0911385715007782","0.0911385715007782","0.0911385715007782","0.15159429609775543","0.15159429609775543","0.15159429609775543","0.12612564861774445","0.12612564861774445","0.12612564861774445","0.1997056007385254","0.1997056007385254","0.1997056007385254","0.16738943755626678","0.16738943755626678","0.16738943755626678"
"4160","0.15978410840034485","0.15978410840034485","0.15978410840034485","0.14178195595741272","0.14178195595741272","0.14178195595741272","0.1123436912894249","0.1123436912894249","0.1123436912894249","0.21194425225257874","0.21194425225257874","0.21194425225257874","0.18038415908813477","0.18038415908813477","0.18038415908813477","0.1532817780971527","0.1532817780971527","0.1532817780971527","0.11154593527317047","0.11154593527317047","0.11154593527317047","0.09667857736349106","0.09667857736349106","0.09667857736349106","0.07892538607120514","0.07892538607120514","0.07892538607120514","0.13914330303668976","0.13914330303668976","0.13914330303668976","0.11966635286808014","0.11966635286808014","0.11966635286808014","0.10066288709640503","0.10066288709640503","0.10066288709640503","0.186940997838974","0.186940997838974","0.186940997838974","0.13549166917800903","0.13549166917800903","0.13549166917800903","0.16455896198749542","0.16455896198749542","0.16455896198749542","0.11626051366329193","0.11626051366329193","0.11626051366329193","0.11672866344451904","0.11672866344451904","0.11672866344451904","0.2068951576948166","0.2068951576948166","0.2068951576948166","0.16969706118106842","0.16969706118106842","0.16969706118106842","0.23514795303344727","0.23514795303344727","0.23514795303344727","0.1713763177394867","0.1713763177394867","0.1713763177394867","0.1457536369562149","0.1457536369562149","0.1457536369562149","0.1361990123987198","0.1361990123987198","0.1361990123987198","0.1888904571533203","0.1888904571533203","0.1888904571533203","0.21778006851673126","0.21778006851673126","0.21778006851673126","0.09110574424266815","0.09110574424266815","0.09110574424266815","0.15149900317192078","0.15149900317192078","0.15149900317192078","0.12908628582954407","0.12908628582954407","0.12908628582954407","0.18705680966377258","0.18705680966377258","0.18705680966377258","0.16601601243019104","0.16601601243019104","0.16601601243019104"
"4240","0.1562478244304657","0.1562478244304657","0.1562478244304657","0.1393204629421234","0.1393204629421234","0.1393204629421234","0.11551424115896225","0.11551424115896225","0.11551424115896225","0.20254580676555634","0.20254580676555634","0.20254580676555634","0.18197616934776306","0.18197616934776306","0.18197616934776306","0.15052545070648193","0.15052545070648193","0.15052545070648193","0.11538396030664444","0.11538396030664444","0.11538396030664444","0.09692703932523727","0.09692703932523727","0.09692703932523727","0.0773685947060585","0.0773685947060585","0.0773685947060585","0.1306406855583191","0.1306406855583191","0.1306406855583191","0.12014801800251007","0.12014801800251007","0.12014801800251007","0.10030467808246613","0.10030467808246613","0.10030467808246613","0.18335284292697906","0.18335284292697906","0.18335284292697906","0.13282924890518188","0.13282924890518188","0.13282924890518188","0.16295233368873596","0.16295233368873596","0.16295233368873596","0.11474201828241348","0.11474201828241348","0.11474201828241348","0.11609309911727905","0.11609309911727905","0.11609309911727905","0.21269385516643524","0.21269385516643524","0.21269385516643524","0.16525237262248993","0.16525237262248993","0.16525237262248993","0.23678472638130188","0.23678472638130188","0.23678472638130188","0.16936731338500977","0.16936731338500977","0.16936731338500977","0.14508159458637238","0.14508159458637238","0.14508159458637238","0.1405455768108368","0.1405455768108368","0.1405455768108368","0.19201573729515076","0.19201573729515076","0.19201573729515076","0.21627581119537354","0.21627581119537354","0.21627581119537354","0.08972306549549103","0.08972306549549103","0.08972306549549103","0.15044261515140533","0.15044261515140533","0.15044261515140533","0.13112470507621765","0.13112470507621765","0.13112470507621765","0.18857929110527039","0.18857929110527039","0.18857929110527039","0.162715345621109","0.162715345621109","0.162715345621109"
"4320","0.15569230914115906","0.15569230914115906","0.15569230914115906","0.14000047743320465","0.14000047743320465","0.14000047743320465","0.11317777633666992","0.11317777633666992","0.11317777633666992","0.20272524654865265","0.20272524654865265","0.20272524654865265","0.18005049228668213","0.18005049228668213","0.18005049228668213","0.14841434359550476","0.14841434359550476","0.14841434359550476","0.11023004353046417","0.11023004353046417","0.11023004353046417","0.09486785531044006","0.09486785531044006","0.09486785531044006","0.07805536687374115","0.07805536687374115","0.07805536687374115","0.1300523579120636","0.1300523579120636","0.1300523579120636","0.1192743331193924","0.1192743331193924","0.1192743331193924","0.09922946244478226","0.09922946244478226","0.09922946244478226","0.1820167452096939","0.1820167452096939","0.1820167452096939","0.13243870437145233","0.13243870437145233","0.13243870437145233","0.16169369220733643","0.16169369220733643","0.16169369220733643","0.11407922208309174","0.11407922208309174","0.11407922208309174","0.11739291250705719","0.11739291250705719","0.11739291250705719","0.2160649299621582","0.2160649299621582","0.2160649299621582","0.16375112533569336","0.16375112533569336","0.16375112533569336","0.23727282881736755","0.23727282881736755","0.23727282881736755","0.16613252460956573","0.16613252460956573","0.16613252460956573","0.1442437618970871","0.1442437618970871","0.1442437618970871","0.13704967498779297","0.13704967498779297","0.13704967498779297","0.18988244235515594","0.18988244235515594","0.18988244235515594","0.21187765896320343","0.21187765896320343","0.21187765896320343","0.09054947644472122","0.09054947644472122","0.09054947644472122","0.15141965448856354","0.15141965448856354","0.15141965448856354","0.13158024847507477","0.13158024847507477","0.13158024847507477","0.18451626598834991","0.18451626598834991","0.18451626598834991","0.16526515781879425","0.16526515781879425","0.16526515781879425"
"4400","0.1630525439977646","0.1630525439977646","0.1630525439977646","0.13894230127334595","0.13894230127334595","0.13894230127334595","0.11263321340084076","0.11263321340084076","0.11263321340084076","0.20406612753868103","0.20406612753868103","0.20406612753868103","0.17360563576221466","0.17360563576221466","0.17360563576221466","0.15044590830802917","0.15044590830802917","0.15044590830802917","0.11344499886035919","0.11344499886035919","0.11344499886035919","0.09423063695430756","0.09423063695430756","0.09423063695430756","0.07869654148817062","0.07869654148817062","0.07869654148817062","0.1338190734386444","0.1338190734386444","0.1338190734386444","0.11553480476140976","0.11553480476140976","0.11553480476140976","0.09822320938110352","0.09822320938110352","0.09822320938110352","0.17393313348293304","0.17393313348293304","0.17393313348293304","0.13232603669166565","0.13232603669166565","0.13232603669166565","0.1599511057138443","0.1599511057138443","0.1599511057138443","0.1141444593667984","0.1141444593667984","0.1141444593667984","0.11700017750263214","0.11700017750263214","0.11700017750263214","0.20433402061462402","0.20433402061462402","0.20433402061462402","0.16546142101287842","0.16546142101287842","0.16546142101287842","0.235896497964859","0.235896497964859","0.235896497964859","0.16743096709251404","0.16743096709251404","0.16743096709251404","0.1422102451324463","0.1422102451324463","0.1422102451324463","0.13552561402320862","0.13552561402320862","0.13552561402320862","0.18772616982460022","0.18772616982460022","0.18772616982460022","0.21009185910224915","0.21009185910224915","0.21009185910224915","0.08992961049079895","0.08992961049079895","0.08992961049079895","0.14943817257881165","0.14943817257881165","0.14943817257881165","0.12947657704353333","0.12947657704353333","0.12947657704353333","0.1928470879793167","0.1928470879793167","0.1928470879793167","0.16515350341796875","0.16515350341796875","0.16515350341796875"
"4480","0.15839475393295288","0.15839475393295288","0.15839475393295288","0.13941733539104462","0.13941733539104462","0.13941733539104462","0.11316169798374176","0.11316169798374176","0.11316169798374176","0.2037007361650467","0.2037007361650467","0.2037007361650467","0.18079690635204315","0.18079690635204315","0.18079690635204315","0.14905765652656555","0.14905765652656555","0.14905765652656555","0.10724387317895889","0.10724387317895889","0.10724387317895889","0.0940995067358017","0.0940995067358017","0.0940995067358017","0.07694415748119354","0.07694415748119354","0.07694415748119354","0.13475771248340607","0.13475771248340607","0.13475771248340607","0.11590994894504547","0.11590994894504547","0.11590994894504547","0.09805304557085037","0.09805304557085037","0.09805304557085037","0.1850605309009552","0.1850605309009552","0.1850605309009552","0.1320563107728958","0.1320563107728958","0.1320563107728958","0.16008888185024261","0.16008888185024261","0.16008888185024261","0.11465249210596085","0.11465249210596085","0.11465249210596085","0.11369983106851578","0.11369983106851578","0.11369983106851578","0.21187815070152283","0.21187815070152283","0.21187815070152283","0.16780148446559906","0.16780148446559906","0.16780148446559906","0.23105506598949432","0.23105506598949432","0.23105506598949432","0.16728894412517548","0.16728894412517548","0.16728894412517548","0.14432397484779358","0.14432397484779358","0.14432397484779358","0.1352119743824005","0.1352119743824005","0.1352119743824005","0.18933960795402527","0.18933960795402527","0.18933960795402527","0.22163724899291992","0.22163724899291992","0.22163724899291992","0.09073252975940704","0.09073252975940704","0.09073252975940704","0.15035125613212585","0.15035125613212585","0.15035125613212585","0.1306246817111969","0.1306246817111969","0.1306246817111969","0.1931428760290146","0.1931428760290146","0.1931428760290146","0.16528329253196716","0.16528329253196716","0.16528329253196716"
