"Step","12139546_240930_003147S30_UN4_CN4 - val_psnr","12139546_240930_003147S30_UN4_CN4 - val_psnr__MIN","12139546_240930_003147S30_UN4_CN4 - val_psnr__MAX","12139541_240930_002145S20_UN4_CN4 - val_psnr","12139541_240930_002145S20_UN4_CN4 - val_psnr__MIN","12139541_240930_002145S20_UN4_CN4 - val_psnr__MAX","12139540_240930_001906S10_UN4_CN4 - val_psnr","12139540_240930_001906S10_UN4_CN4 - val_psnr__MIN","12139540_240930_001906S10_UN4_CN4 - val_psnr__MAX","12139536_240930_001525S30_UN4_CN4 - val_psnr","12139536_240930_001525S30_UN4_CN4 - val_psnr__MIN","12139536_240930_001525S30_UN4_CN4 - val_psnr__MAX","12139535_240930_000850S20_UN4_CN4 - val_psnr","12139535_240930_000850S20_UN4_CN4 - val_psnr__MIN","12139535_240930_000850S20_UN4_CN4 - val_psnr__MAX","12139532_240930_000449S10_UN4_CN4 - val_psnr","12139532_240930_000449S10_UN4_CN4 - val_psnr__MIN","12139532_240930_000449S10_UN4_CN4 - val_psnr__MAX","12139528_240929_235208S30_UN4_CN4 - val_psnr","12139528_240929_235208S30_UN4_CN4 - val_psnr__MIN","12139528_240929_235208S30_UN4_CN4 - val_psnr__MAX","12139525_240929_232947S20_UN4_CN4 - val_psnr","12139525_240929_232947S20_UN4_CN4 - val_psnr__MIN","12139525_240929_232947S20_UN4_CN4 - val_psnr__MAX","12139524_240929_232850S10_UN4_CN4 - val_psnr","12139524_240929_232850S10_UN4_CN4 - val_psnr__MIN","12139524_240929_232850S10_UN4_CN4 - val_psnr__MAX","12139520_240929_232302S30_UN4_CN4 - val_psnr","12139520_240929_232302S30_UN4_CN4 - val_psnr__MIN","12139520_240929_232302S30_UN4_CN4 - val_psnr__MAX","12139519_240929_232250S20_UN4_CN4 - val_psnr","12139519_240929_232250S20_UN4_CN4 - val_psnr__MIN","12139519_240929_232250S20_UN4_CN4 - val_psnr__MAX","12139518_240929_232231S10_UN4_CN4 - val_psnr","12139518_240929_232231S10_UN4_CN4 - val_psnr__MIN","12139518_240929_232231S10_UN4_CN4 - val_psnr__MAX","12139514_240929_232129S30_UN4_CN4 - val_psnr","12139514_240929_232129S30_UN4_CN4 - val_psnr__MIN","12139514_240929_232129S30_UN4_CN4 - val_psnr__MAX","12139512_240929_232056S10_UN4_CN4 - val_psnr","12139512_240929_232056S10_UN4_CN4 - val_psnr__MIN","12139512_240929_232056S10_UN4_CN4 - val_psnr__MAX","12139513_240929_232052S20_UN4_CN4 - val_psnr","12139513_240929_232052S20_UN4_CN4 - val_psnr__MIN","12139513_240929_232052S20_UN4_CN4 - val_psnr__MAX","12139488_240929_231736S10_UN4 - val_psnr","12139488_240929_231736S10_UN4 - val_psnr__MIN","12139488_240929_231736S10_UN4 - val_psnr__MAX","12139495_240929_231734S20_UN4 - val_psnr","12139495_240929_231734S20_UN4 - val_psnr__MIN","12139495_240929_231734S20_UN4 - val_psnr__MAX","12139501_240929_231732S20_UN4 - val_psnr","12139501_240929_231732S20_UN4 - val_psnr__MIN","12139501_240929_231732S20_UN4 - val_psnr__MAX","12139490_240929_231736S30_UN4 - val_psnr","12139490_240929_231736S30_UN4 - val_psnr__MIN","12139490_240929_231736S30_UN4 - val_psnr__MAX","12139502_240929_231732S30_UN4 - val_psnr","12139502_240929_231732S30_UN4 - val_psnr__MIN","12139502_240929_231732S30_UN4 - val_psnr__MAX","12139500_240929_231732S10_UN4 - val_psnr","12139500_240929_231732S10_UN4 - val_psnr__MIN","12139500_240929_231732S10_UN4 - val_psnr__MAX","12139489_240929_231736S20_UN4 - val_psnr","12139489_240929_231736S20_UN4 - val_psnr__MIN","12139489_240929_231736S20_UN4 - val_psnr__MAX","12139496_240929_231736S30_UN4 - val_psnr","12139496_240929_231736S30_UN4 - val_psnr__MIN","12139496_240929_231736S30_UN4 - val_psnr__MAX","12139483_240929_231732S20_UN4 - val_psnr","12139483_240929_231732S20_UN4 - val_psnr__MIN","12139483_240929_231732S20_UN4 - val_psnr__MAX","12139484_240929_231732S30_UN4 - val_psnr","12139484_240929_231732S30_UN4 - val_psnr__MIN","12139484_240929_231732S30_UN4 - val_psnr__MAX","12139494_240929_231730S10_UN4 - val_psnr","12139494_240929_231730S10_UN4 - val_psnr__MIN","12139494_240929_231730S10_UN4 - val_psnr__MAX","12139482_240929_231728S10_UN4 - val_psnr","12139482_240929_231728S10_UN4 - val_psnr__MIN","12139482_240929_231728S10_UN4 - val_psnr__MAX","12139506_240929_231707S10_UN4 - val_psnr","12139506_240929_231707S10_UN4 - val_psnr__MIN","12139506_240929_231707S10_UN4 - val_psnr__MAX","12139508_240929_231705S30_UN4 - val_psnr","12139508_240929_231705S30_UN4 - val_psnr__MIN","12139508_240929_231705S30_UN4 - val_psnr__MAX","12139507_240929_231705S20_UN4 - val_psnr","12139507_240929_231705S20_UN4 - val_psnr__MIN","12139507_240929_231705S20_UN4 - val_psnr__MAX"
"2720","22.83911895751953","22.83911895751953","22.83911895751953","23.54611587524414","23.54611587524414","23.54611587524414","24.35185432434082","24.35185432434082","24.35185432434082","23.796178817749023","23.796178817749023","23.796178817749023","24.471755981445312","24.471755981445312","24.471755981445312","25.297914505004883","25.297914505004883","25.297914505004883","24.703649520874023","24.703649520874023","24.703649520874023","25.552858352661133","25.552858352661133","25.552858352661133","26.768932342529297","26.768932342529297","26.768932342529297","22.030864715576172","22.030864715576172","22.030864715576172","22.895774841308594","22.895774841308594","22.895774841308594","23.97658348083496","23.97658348083496","23.97658348083496","22.801349639892578","22.801349639892578","22.801349639892578","24.36823272705078","24.36823272705078","24.36823272705078","23.5280818939209","23.5280818939209","23.5280818939209","23.463970184326172","23.463970184326172","23.463970184326172","24.686744689941406","24.686744689941406","24.686744689941406","23.7807674407959","23.7807674407959","23.7807674407959","21.29363250732422","21.29363250732422","21.29363250732422","23.092872619628906","23.092872619628906","23.092872619628906","24.8193416595459","24.8193416595459","24.8193416595459","22.183963775634766","22.183963775634766","22.183963775634766","23.716999053955078","23.716999053955078","23.716999053955078","22.84624671936035","22.84624671936035","22.84624671936035","22.182119369506836","22.182119369506836","22.182119369506836","26.062353134155273","26.062353134155273","26.062353134155273","23.97354507446289","23.97354507446289","23.97354507446289","23.788576126098633","23.788576126098633","23.788576126098633","22.07712745666504","22.07712745666504","22.07712745666504","22.801502227783203","22.801502227783203","22.801502227783203"
"2800","22.84912872314453","22.84912872314453","22.84912872314453","23.503366470336914","23.503366470336914","23.503366470336914","24.37327003479004","24.37327003479004","24.37327003479004","23.879009246826172","23.879009246826172","23.879009246826172","24.44243621826172","24.44243621826172","24.44243621826172","25.281951904296875","25.281951904296875","25.281951904296875","24.82350730895996","24.82350730895996","24.82350730895996","25.640304565429688","25.640304565429688","25.640304565429688","26.74441146850586","26.74441146850586","26.74441146850586","22.16506576538086","22.16506576538086","22.16506576538086","22.97640037536621","22.97640037536621","22.97640037536621","23.907604217529297","23.907604217529297","23.907604217529297","22.830848693847656","22.830848693847656","22.830848693847656","24.3837890625","24.3837890625","24.3837890625","23.53458595275879","23.53458595275879","23.53458595275879","23.386188507080078","23.386188507080078","23.386188507080078","24.782392501831055","24.782392501831055","24.782392501831055","23.786563873291016","23.786563873291016","23.786563873291016","21.351842880249023","21.351842880249023","21.351842880249023","23.199092864990234","23.199092864990234","23.199092864990234","24.843610763549805","24.843610763549805","24.843610763549805","22.180065155029297","22.180065155029297","22.180065155029297","23.89596939086914","23.89596939086914","23.89596939086914","22.922534942626953","22.922534942626953","22.922534942626953","22.226024627685547","22.226024627685547","22.226024627685547","26.094486236572266","26.094486236572266","26.094486236572266","23.98258399963379","23.98258399963379","23.98258399963379","23.837358474731445","23.837358474731445","23.837358474731445","22.13124656677246","22.13124656677246","22.13124656677246","22.817264556884766","22.817264556884766","22.817264556884766"
"2880","22.811986923217773","22.811986923217773","22.811986923217773","23.537391662597656","23.537391662597656","23.537391662597656","24.397232055664062","24.397232055664062","24.397232055664062","23.829349517822266","23.829349517822266","23.829349517822266","24.538171768188477","24.538171768188477","24.538171768188477","25.362592697143555","25.362592697143555","25.362592697143555","24.818286895751953","24.818286895751953","24.818286895751953","25.68478775024414","25.68478775024414","25.68478775024414","26.825775146484375","26.825775146484375","26.825775146484375","22.188766479492188","22.188766479492188","22.188766479492188","23.00301742553711","23.00301742553711","23.00301742553711","24.04128074645996","24.04128074645996","24.04128074645996","22.846338272094727","22.846338272094727","22.846338272094727","24.368389129638672","24.368389129638672","24.368389129638672","23.527088165283203","23.527088165283203","23.527088165283203","23.49895477294922","23.49895477294922","23.49895477294922","24.78183364868164","24.78183364868164","24.78183364868164","23.841535568237305","23.841535568237305","23.841535568237305","21.347293853759766","21.347293853759766","21.347293853759766","23.182964324951172","23.182964324951172","23.182964324951172","24.899654388427734","24.899654388427734","24.899654388427734","22.234638214111328","22.234638214111328","22.234638214111328","23.80740737915039","23.80740737915039","23.80740737915039","22.89470863342285","22.89470863342285","22.89470863342285","22.231422424316406","22.231422424316406","22.231422424316406","26.107746124267578","26.107746124267578","26.107746124267578","23.996444702148438","23.996444702148438","23.996444702148438","23.841609954833984","23.841609954833984","23.841609954833984","22.08534049987793","22.08534049987793","22.08534049987793","22.842424392700195","22.842424392700195","22.842424392700195"
"2960","22.839950561523438","22.839950561523438","22.839950561523438","23.452573776245117","23.452573776245117","23.452573776245117","24.428791046142578","24.428791046142578","24.428791046142578","23.878253936767578","23.878253936767578","23.878253936767578","24.557231903076172","24.557231903076172","24.557231903076172","25.370769500732422","25.370769500732422","25.370769500732422","24.75664520263672","24.75664520263672","24.75664520263672","25.711111068725586","25.711111068725586","25.711111068725586","26.839797973632812","26.839797973632812","26.839797973632812","22.123886108398438","22.123886108398438","22.123886108398438","23.00584602355957","23.00584602355957","23.00584602355957","23.97555923461914","23.97555923461914","23.97555923461914","22.918079376220703","22.918079376220703","22.918079376220703","24.40310287475586","24.40310287475586","24.40310287475586","23.572416305541992","23.572416305541992","23.572416305541992","23.45517921447754","23.45517921447754","23.45517921447754","24.78858757019043","24.78858757019043","24.78858757019043","23.753114700317383","23.753114700317383","23.753114700317383","21.300472259521484","21.300472259521484","21.300472259521484","23.140073776245117","23.140073776245117","23.140073776245117","24.882225036621094","24.882225036621094","24.882225036621094","22.172391891479492","22.172391891479492","22.172391891479492","23.708065032958984","23.708065032958984","23.708065032958984","22.9390811920166","22.9390811920166","22.9390811920166","22.224620819091797","22.224620819091797","22.224620819091797","26.165332794189453","26.165332794189453","26.165332794189453","23.980926513671875","23.980926513671875","23.980926513671875","23.893856048583984","23.893856048583984","23.893856048583984","22.008501052856445","22.008501052856445","22.008501052856445","22.77651023864746","22.77651023864746","22.77651023864746"
"3040","22.95195770263672","22.95195770263672","22.95195770263672","23.58854866027832","23.58854866027832","23.58854866027832","24.463468551635742","24.463468551635742","24.463468551635742","23.965618133544922","23.965618133544922","23.965618133544922","24.465723037719727","24.465723037719727","24.465723037719727","25.36767578125","25.36767578125","25.36767578125","24.934993743896484","24.934993743896484","24.934993743896484","25.7314453125","25.7314453125","25.7314453125","26.825424194335938","26.825424194335938","26.825424194335938","22.21360206604004","22.21360206604004","22.21360206604004","22.99663734436035","22.99663734436035","22.99663734436035","23.97916030883789","23.97916030883789","23.97916030883789","22.867076873779297","22.867076873779297","22.867076873779297","24.424755096435547","24.424755096435547","24.424755096435547","23.62710189819336","23.62710189819336","23.62710189819336","23.425859451293945","23.425859451293945","23.425859451293945","24.791406631469727","24.791406631469727","24.791406631469727","23.794301986694336","23.794301986694336","23.794301986694336","21.382944107055664","21.382944107055664","21.382944107055664","23.27447509765625","23.27447509765625","23.27447509765625","24.920928955078125","24.920928955078125","24.920928955078125","22.20631980895996","22.20631980895996","22.20631980895996","23.833078384399414","23.833078384399414","23.833078384399414","22.965084075927734","22.965084075927734","22.965084075927734","22.273773193359375","22.273773193359375","22.273773193359375","26.1551570892334","26.1551570892334","26.1551570892334","24.01466941833496","24.01466941833496","24.01466941833496","23.885364532470703","23.885364532470703","23.885364532470703","22.168193817138672","22.168193817138672","22.168193817138672","22.85769271850586","22.85769271850586","22.85769271850586"
"3120","22.910438537597656","22.910438537597656","22.910438537597656","23.534603118896484","23.534603118896484","23.534603118896484","24.44245719909668","24.44245719909668","24.44245719909668","23.87261199951172","23.87261199951172","23.87261199951172","24.53524398803711","24.53524398803711","24.53524398803711","25.331958770751953","25.331958770751953","25.331958770751953","24.898239135742188","24.898239135742188","24.898239135742188","25.73067283630371","25.73067283630371","25.73067283630371","26.78768539428711","26.78768539428711","26.78768539428711","22.30681800842285","22.30681800842285","22.30681800842285","23.00179672241211","23.00179672241211","23.00179672241211","24.011089324951172","24.011089324951172","24.011089324951172","22.944141387939453","22.944141387939453","22.944141387939453","24.394882202148438","24.394882202148438","24.394882202148438","23.628015518188477","23.628015518188477","23.628015518188477","23.425079345703125","23.425079345703125","23.425079345703125","24.8112735748291","24.8112735748291","24.8112735748291","23.82614517211914","23.82614517211914","23.82614517211914","21.42520523071289","21.42520523071289","21.42520523071289","23.113525390625","23.113525390625","23.113525390625","24.8736515045166","24.8736515045166","24.8736515045166","22.20387077331543","22.20387077331543","22.20387077331543","23.819616317749023","23.819616317749023","23.819616317749023","22.984838485717773","22.984838485717773","22.984838485717773","22.263526916503906","22.263526916503906","22.263526916503906","26.1582088470459","26.1582088470459","26.1582088470459","23.930988311767578","23.930988311767578","23.930988311767578","23.894807815551758","23.894807815551758","23.894807815551758","22.077571868896484","22.077571868896484","22.077571868896484","22.77296257019043","22.77296257019043","22.77296257019043"
"3200","22.91439437866211","22.91439437866211","22.91439437866211","23.569944381713867","23.569944381713867","23.569944381713867","24.460716247558594","24.460716247558594","24.460716247558594","23.876270294189453","23.876270294189453","23.876270294189453","24.53761863708496","24.53761863708496","24.53761863708496","25.375011444091797","25.375011444091797","25.375011444091797","24.992298126220703","24.992298126220703","24.992298126220703","25.783432006835938","25.783432006835938","25.783432006835938","26.885860443115234","26.885860443115234","26.885860443115234","22.344636917114258","22.344636917114258","22.344636917114258","23.110546112060547","23.110546112060547","23.110546112060547","24.036962509155273","24.036962509155273","24.036962509155273","22.929317474365234","22.929317474365234","22.929317474365234","24.429615020751953","24.429615020751953","24.429615020751953","23.604562759399414","23.604562759399414","23.604562759399414","23.48786735534668","23.48786735534668","23.48786735534668","24.76784896850586","24.76784896850586","24.76784896850586","23.8064022064209","23.8064022064209","23.8064022064209","21.419086456298828","21.419086456298828","21.419086456298828","23.252866744995117","23.252866744995117","23.252866744995117","24.91630744934082","24.91630744934082","24.91630744934082","22.290782928466797","22.290782928466797","22.290782928466797","23.864208221435547","23.864208221435547","23.864208221435547","23.011219024658203","23.011219024658203","23.011219024658203","22.297527313232422","22.297527313232422","22.297527313232422","26.181116104125977","26.181116104125977","26.181116104125977","24.00777244567871","24.00777244567871","24.00777244567871","23.896921157836914","23.896921157836914","23.896921157836914","22.226661682128906","22.226661682128906","22.226661682128906","22.880428314208984","22.880428314208984","22.880428314208984"
"3280","22.994794845581055","22.994794845581055","22.994794845581055","23.61415672302246","23.61415672302246","23.61415672302246","24.45029067993164","24.45029067993164","24.45029067993164","23.879837036132812","23.879837036132812","23.879837036132812","24.515796661376953","24.515796661376953","24.515796661376953","25.39151382446289","25.39151382446289","25.39151382446289","24.918176651000977","24.918176651000977","24.918176651000977","25.786945343017578","25.786945343017578","25.786945343017578","26.923091888427734","26.923091888427734","26.923091888427734","22.25967025756836","22.25967025756836","22.25967025756836","23.039907455444336","23.039907455444336","23.039907455444336","24.01201057434082","24.01201057434082","24.01201057434082","22.943904876708984","22.943904876708984","22.943904876708984","24.440420150756836","24.440420150756836","24.440420150756836","23.59656524658203","23.59656524658203","23.59656524658203","23.470352172851562","23.470352172851562","23.470352172851562","24.841115951538086","24.841115951538086","24.841115951538086","23.82052230834961","23.82052230834961","23.82052230834961","21.429187774658203","21.429187774658203","21.429187774658203","23.231334686279297","23.231334686279297","23.231334686279297","24.891529083251953","24.891529083251953","24.891529083251953","22.283355712890625","22.283355712890625","22.283355712890625","23.95488929748535","23.95488929748535","23.95488929748535","23.010616302490234","23.010616302490234","23.010616302490234","22.224876403808594","22.224876403808594","22.224876403808594","26.210397720336914","26.210397720336914","26.210397720336914","24.006168365478516","24.006168365478516","24.006168365478516","23.893253326416016","23.893253326416016","23.893253326416016","22.151569366455078","22.151569366455078","22.151569366455078","22.894817352294922","22.894817352294922","22.894817352294922"
"3360","22.98978042602539","22.98978042602539","22.98978042602539","23.581775665283203","23.581775665283203","23.581775665283203","24.44619369506836","24.44619369506836","24.44619369506836","23.8607120513916","23.8607120513916","23.8607120513916","24.56550407409668","24.56550407409668","24.56550407409668","25.369731903076172","25.369731903076172","25.369731903076172","24.905345916748047","24.905345916748047","24.905345916748047","25.732105255126953","25.732105255126953","25.732105255126953","26.901809692382812","26.901809692382812","26.901809692382812","22.34444236755371","22.34444236755371","22.34444236755371","23.0766544342041","23.0766544342041","23.0766544342041","24.02964973449707","24.02964973449707","24.02964973449707","22.937862396240234","22.937862396240234","22.937862396240234","24.400390625","24.400390625","24.400390625","23.638957977294922","23.638957977294922","23.638957977294922","23.46883773803711","23.46883773803711","23.46883773803711","24.801376342773438","24.801376342773438","24.801376342773438","23.799596786499023","23.799596786499023","23.799596786499023","21.487483978271484","21.487483978271484","21.487483978271484","23.21881103515625","23.21881103515625","23.21881103515625","24.89651870727539","24.89651870727539","24.89651870727539","22.270902633666992","22.270902633666992","22.270902633666992","23.925548553466797","23.925548553466797","23.925548553466797","23.03291130065918","23.03291130065918","23.03291130065918","22.33540153503418","22.33540153503418","22.33540153503418","26.255218505859375","26.255218505859375","26.255218505859375","24.01861572265625","24.01861572265625","24.01861572265625","23.89914894104004","23.89914894104004","23.89914894104004","22.216339111328125","22.216339111328125","22.216339111328125","22.85049819946289","22.85049819946289","22.85049819946289"
"3440","22.971200942993164","22.971200942993164","22.971200942993164","23.584049224853516","23.584049224853516","23.584049224853516","24.493762969970703","24.493762969970703","24.493762969970703","23.98379135131836","23.98379135131836","23.98379135131836","24.591442108154297","24.591442108154297","24.591442108154297","25.38641929626465","25.38641929626465","25.38641929626465","24.991947174072266","24.991947174072266","24.991947174072266","25.72271728515625","25.72271728515625","25.72271728515625","26.860570907592773","26.860570907592773","26.860570907592773","22.37514305114746","22.37514305114746","22.37514305114746","23.07541847229004","23.07541847229004","23.07541847229004","24.106185913085938","24.106185913085938","24.106185913085938","23.03057098388672","23.03057098388672","23.03057098388672","24.438608169555664","24.438608169555664","24.438608169555664","23.644779205322266","23.644779205322266","23.644779205322266","23.53476333618164","23.53476333618164","23.53476333618164","24.788694381713867","24.788694381713867","24.788694381713867","23.80132293701172","23.80132293701172","23.80132293701172","21.495702743530273","21.495702743530273","21.495702743530273","23.30183982849121","23.30183982849121","23.30183982849121","24.881563186645508","24.881563186645508","24.881563186645508","22.23660659790039","22.23660659790039","22.23660659790039","23.841428756713867","23.841428756713867","23.841428756713867","22.996557235717773","22.996557235717773","22.996557235717773","22.3199462890625","22.3199462890625","22.3199462890625","26.171253204345703","26.171253204345703","26.171253204345703","24.030513763427734","24.030513763427734","24.030513763427734","23.91813087463379","23.91813087463379","23.91813087463379","22.17584800720215","22.17584800720215","22.17584800720215","22.914173126220703","22.914173126220703","22.914173126220703"
"3520","23.05777359008789","23.05777359008789","23.05777359008789","23.62033462524414","23.62033462524414","23.62033462524414","24.497943878173828","24.497943878173828","24.497943878173828","24.0071964263916","24.0071964263916","24.0071964263916","24.568025588989258","24.568025588989258","24.568025588989258","25.400041580200195","25.400041580200195","25.400041580200195","25.044904708862305","25.044904708862305","25.044904708862305","25.850521087646484","25.850521087646484","25.850521087646484","26.99051856994629","26.99051856994629","26.99051856994629","22.326282501220703","22.326282501220703","22.326282501220703","23.137819290161133","23.137819290161133","23.137819290161133","24.107181549072266","24.107181549072266","24.107181549072266","23.028425216674805","23.028425216674805","23.028425216674805","24.469966888427734","24.469966888427734","24.469966888427734","23.660987854003906","23.660987854003906","23.660987854003906","23.52583885192871","23.52583885192871","23.52583885192871","24.9488525390625","24.9488525390625","24.9488525390625","23.859668731689453","23.859668731689453","23.859668731689453","21.458364486694336","21.458364486694336","21.458364486694336","23.28786277770996","23.28786277770996","23.28786277770996","24.880414962768555","24.880414962768555","24.880414962768555","22.32719612121582","22.32719612121582","22.32719612121582","23.94457244873047","23.94457244873047","23.94457244873047","23.044158935546875","23.044158935546875","23.044158935546875","22.397964477539062","22.397964477539062","22.397964477539062","26.276813507080078","26.276813507080078","26.276813507080078","24.076190948486328","24.076190948486328","24.076190948486328","23.93597984313965","23.93597984313965","23.93597984313965","22.257169723510742","22.257169723510742","22.257169723510742","22.903018951416016","22.903018951416016","22.903018951416016"
"3600","23.085542678833008","23.085542678833008","23.085542678833008","23.638647079467773","23.638647079467773","23.638647079467773","24.56241226196289","24.56241226196289","24.56241226196289","24.010683059692383","24.010683059692383","24.010683059692383","24.618846893310547","24.618846893310547","24.618846893310547","25.411928176879883","25.411928176879883","25.411928176879883","25.110889434814453","25.110889434814453","25.110889434814453","25.868432998657227","25.868432998657227","25.868432998657227","26.96491050720215","26.96491050720215","26.96491050720215","22.462316513061523","22.462316513061523","22.462316513061523","23.106388092041016","23.106388092041016","23.106388092041016","24.066364288330078","24.066364288330078","24.066364288330078","23.030719757080078","23.030719757080078","23.030719757080078","24.481380462646484","24.481380462646484","24.481380462646484","23.618900299072266","23.618900299072266","23.618900299072266","23.489091873168945","23.489091873168945","23.489091873168945","24.897140502929688","24.897140502929688","24.897140502929688","23.86772346496582","23.86772346496582","23.86772346496582","21.48994255065918","21.48994255065918","21.48994255065918","23.278423309326172","23.278423309326172","23.278423309326172","24.900117874145508","24.900117874145508","24.900117874145508","22.268192291259766","22.268192291259766","22.268192291259766","23.986644744873047","23.986644744873047","23.986644744873047","23.04465103149414","23.04465103149414","23.04465103149414","22.36767578125","22.36767578125","22.36767578125","26.231502532958984","26.231502532958984","26.231502532958984","24.03689956665039","24.03689956665039","24.03689956665039","23.993209838867188","23.993209838867188","23.993209838867188","22.209232330322266","22.209232330322266","22.209232330322266","22.893672943115234","22.893672943115234","22.893672943115234"
"3680","22.99996566772461","22.99996566772461","22.99996566772461","23.67083168029785","23.67083168029785","23.67083168029785","24.53219985961914","24.53219985961914","24.53219985961914","24.072431564331055","24.072431564331055","24.072431564331055","24.661849975585938","24.661849975585938","24.661849975585938","25.43402862548828","25.43402862548828","25.43402862548828","24.983375549316406","24.983375549316406","24.983375549316406","25.860870361328125","25.860870361328125","25.860870361328125","26.928781509399414","26.928781509399414","26.928781509399414","22.425464630126953","22.425464630126953","22.425464630126953","23.102407455444336","23.102407455444336","23.102407455444336","24.051158905029297","24.051158905029297","24.051158905029297","23.026620864868164","23.026620864868164","23.026620864868164","24.446884155273438","24.446884155273438","24.446884155273438","23.73775291442871","23.73775291442871","23.73775291442871","23.487117767333984","23.487117767333984","23.487117767333984","24.891210556030273","24.891210556030273","24.891210556030273","23.863264083862305","23.863264083862305","23.863264083862305","21.438156127929688","21.438156127929688","21.438156127929688","23.340429306030273","23.340429306030273","23.340429306030273","24.917734146118164","24.917734146118164","24.917734146118164","22.29907989501953","22.29907989501953","22.29907989501953","23.97934341430664","23.97934341430664","23.97934341430664","23.096569061279297","23.096569061279297","23.096569061279297","22.345088958740234","22.345088958740234","22.345088958740234","26.221893310546875","26.221893310546875","26.221893310546875","24.033676147460938","24.033676147460938","24.033676147460938","23.95247459411621","23.95247459411621","23.95247459411621","22.22979164123535","22.22979164123535","22.22979164123535","22.893352508544922","22.893352508544922","22.893352508544922"
"3760","23.045120239257812","23.045120239257812","23.045120239257812","23.595439910888672","23.595439910888672","23.595439910888672","24.55457305908203","24.55457305908203","24.55457305908203","24.079357147216797","24.079357147216797","24.079357147216797","24.627899169921875","24.627899169921875","24.627899169921875","25.472169876098633","25.472169876098633","25.472169876098633","25.112247467041016","25.112247467041016","25.112247467041016","25.8281192779541","25.8281192779541","25.8281192779541","26.967260360717773","26.967260360717773","26.967260360717773","22.36063575744629","22.36063575744629","22.36063575744629","23.13016128540039","23.13016128540039","23.13016128540039","24.091594696044922","24.091594696044922","24.091594696044922","23.10733985900879","23.10733985900879","23.10733985900879","24.485748291015625","24.485748291015625","24.485748291015625","23.648530960083008","23.648530960083008","23.648530960083008","23.540658950805664","23.540658950805664","23.540658950805664","24.88274574279785","24.88274574279785","24.88274574279785","23.89609718322754","23.89609718322754","23.89609718322754","21.46786880493164","21.46786880493164","21.46786880493164","23.351228713989258","23.351228713989258","23.351228713989258","24.952346801757812","24.952346801757812","24.952346801757812","22.23621368408203","22.23621368408203","22.23621368408203","24.0443115234375","24.0443115234375","24.0443115234375","23.068471908569336","23.068471908569336","23.068471908569336","22.386669158935547","22.386669158935547","22.386669158935547","26.240631103515625","26.240631103515625","26.240631103515625","24.055683135986328","24.055683135986328","24.055683135986328","23.953760147094727","23.953760147094727","23.953760147094727","22.27423858642578","22.27423858642578","22.27423858642578","22.867412567138672","22.867412567138672","22.867412567138672"
"3840","23.057859420776367","23.057859420776367","23.057859420776367","23.643417358398438","23.643417358398438","23.643417358398438","24.543777465820312","24.543777465820312","24.543777465820312","23.98594856262207","23.98594856262207","23.98594856262207","24.68966293334961","24.68966293334961","24.68966293334961","25.45590591430664","25.45590591430664","25.45590591430664","25.06359100341797","25.06359100341797","25.06359100341797","25.89077377319336","25.89077377319336","25.89077377319336","27.031518936157227","27.031518936157227","27.031518936157227","22.418209075927734","22.418209075927734","22.418209075927734","23.195510864257812","23.195510864257812","23.195510864257812","24.063913345336914","24.063913345336914","24.063913345336914","22.960996627807617","22.960996627807617","22.960996627807617","24.526233673095703","24.526233673095703","24.526233673095703","23.743755340576172","23.743755340576172","23.743755340576172","23.482385635375977","23.482385635375977","23.482385635375977","25.023099899291992","25.023099899291992","25.023099899291992","23.930891036987305","23.930891036987305","23.930891036987305","21.537708282470703","21.537708282470703","21.537708282470703","23.282485961914062","23.282485961914062","23.282485961914062","24.94817543029785","24.94817543029785","24.94817543029785","22.333654403686523","22.333654403686523","22.333654403686523","24.0358943939209","24.0358943939209","24.0358943939209","23.092042922973633","23.092042922973633","23.092042922973633","22.37948989868164","22.37948989868164","22.37948989868164","26.299625396728516","26.299625396728516","26.299625396728516","24.088634490966797","24.088634490966797","24.088634490966797","23.937496185302734","23.937496185302734","23.937496185302734","22.297611236572266","22.297611236572266","22.297611236572266","22.937734603881836","22.937734603881836","22.937734603881836"
