"Step","12139481_240930_010246S30_UN128_CN128 - val_psnr","12139481_240930_010246S30_UN128_CN128 - val_psnr__MIN","12139481_240930_010246S30_UN128_CN128 - val_psnr__MAX","12139557_240930_010100S20_UN128_CN128 - val_psnr","12139557_240930_010100S20_UN128_CN128 - val_psnr__MIN","12139557_240930_010100S20_UN128_CN128 - val_psnr__MAX","12139552_240930_004322S10_UN128_CN128 - val_psnr","12139552_240930_004322S10_UN128_CN128 - val_psnr__MIN","12139552_240930_004322S10_UN128_CN128 - val_psnr__MAX","12139539_240930_001813S30_UN128_CN128 - val_psnr","12139539_240930_001813S30_UN128_CN128 - val_psnr__MIN","12139539_240930_001813S30_UN128_CN128 - val_psnr__MAX","12139537_240930_001549S10_UN128_CN128 - val_psnr","12139537_240930_001549S10_UN128_CN128 - val_psnr__MIN","12139537_240930_001549S10_UN128_CN128 - val_psnr__MAX","12139531_240929_235839S30_UN128_CN128 - val_psnr","12139531_240929_235839S30_UN128_CN128 - val_psnr__MIN","12139531_240929_235839S30_UN128_CN128 - val_psnr__MAX","12139530_240929_235839S20_UN128_CN128 - val_psnr","12139530_240929_235839S20_UN128_CN128 - val_psnr__MIN","12139530_240929_235839S20_UN128_CN128 - val_psnr__MAX","12139529_240929_235239S10_UN128_CN128 - val_psnr","12139529_240929_235239S10_UN128_CN128 - val_psnr__MIN","12139529_240929_235239S10_UN128_CN128 - val_psnr__MAX","12139523_240929_232850S30_UN128_CN128 - val_psnr","12139523_240929_232850S30_UN128_CN128 - val_psnr__MIN","12139523_240929_232850S30_UN128_CN128 - val_psnr__MAX","12139522_240929_232403S20_UN128_CN128 - val_psnr","12139522_240929_232403S20_UN128_CN128 - val_psnr__MIN","12139522_240929_232403S20_UN128_CN128 - val_psnr__MAX","12139521_240929_232338S10_UN128_CN128 - val_psnr","12139521_240929_232338S10_UN128_CN128 - val_psnr__MIN","12139521_240929_232338S10_UN128_CN128 - val_psnr__MAX","12139517_240929_232222S30_UN128_CN128 - val_psnr","12139517_240929_232222S30_UN128_CN128 - val_psnr__MIN","12139517_240929_232222S30_UN128_CN128 - val_psnr__MAX","12139516_240929_232149S20_UN128_CN128 - val_psnr","12139516_240929_232149S20_UN128_CN128 - val_psnr__MIN","12139516_240929_232149S20_UN128_CN128 - val_psnr__MAX","12139515_240929_232133S10_UN128_CN128 - val_psnr","12139515_240929_232133S10_UN128_CN128 - val_psnr__MIN","12139515_240929_232133S10_UN128_CN128 - val_psnr__MAX","12139491_240929_231730S10_UN128 - val_psnr","12139491_240929_231730S10_UN128 - val_psnr__MIN","12139491_240929_231730S10_UN128 - val_psnr__MAX","12139492_240929_231730S20_UN128 - val_psnr","12139492_240929_231730S20_UN128 - val_psnr__MIN","12139492_240929_231730S20_UN128 - val_psnr__MAX","12139487_240929_231736S30_UN128 - val_psnr","12139487_240929_231736S30_UN128 - val_psnr__MIN","12139487_240929_231736S30_UN128 - val_psnr__MAX","12139485_240929_231732S10_UN128 - val_psnr","12139485_240929_231732S10_UN128 - val_psnr__MIN","12139485_240929_231732S10_UN128 - val_psnr__MAX","12139497_240929_231734S10_UN128 - val_psnr","12139497_240929_231734S10_UN128 - val_psnr__MIN","12139497_240929_231734S10_UN128 - val_psnr__MAX","12139498_240929_231734S20_UN128 - val_psnr","12139498_240929_231734S20_UN128 - val_psnr__MIN","12139498_240929_231734S20_UN128 - val_psnr__MAX","12139486_240929_231732S20_UN128 - val_psnr","12139486_240929_231732S20_UN128 - val_psnr__MIN","12139486_240929_231732S20_UN128 - val_psnr__MAX","12139499_240929_231732S30_UN128 - val_psnr","12139499_240929_231732S30_UN128 - val_psnr__MIN","12139499_240929_231732S30_UN128 - val_psnr__MAX","12139504_240929_231707S20_UN128 - val_psnr","12139504_240929_231707S20_UN128 - val_psnr__MIN","12139504_240929_231707S20_UN128 - val_psnr__MAX","12139505_240929_231707S30_UN128 - val_psnr","12139505_240929_231707S30_UN128 - val_psnr__MIN","12139505_240929_231707S30_UN128 - val_psnr__MAX","12139503_240929_231707S10_UN128 - val_psnr","12139503_240929_231707S10_UN128 - val_psnr__MIN","12139503_240929_231707S10_UN128 - val_psnr__MAX","12139510_240929_231705S20_UN128 - val_psnr","12139510_240929_231705S20_UN128 - val_psnr__MIN","12139510_240929_231705S20_UN128 - val_psnr__MAX","12139509_240929_231705S10_UN128 - val_psnr","12139509_240929_231705S10_UN128 - val_psnr__MIN","12139509_240929_231705S10_UN128 - val_psnr__MAX","12139511_240929_231657S30_UN128 - val_psnr","12139511_240929_231657S30_UN128 - val_psnr__MIN","12139511_240929_231657S30_UN128 - val_psnr__MAX"
"4320","23.78765106201172","23.78765106201172","23.78765106201172","24.297016143798828","24.297016143798828","24.297016143798828","24.87964630126953","24.87964630126953","24.87964630126953","24.577775955200195","24.577775955200195","24.577775955200195","25.73284339904785","25.73284339904785","25.73284339904785","25.750568389892578","25.750568389892578","25.750568389892578","26.5955753326416","26.5955753326416","26.5955753326416","27.36283302307129","27.36283302307129","27.36283302307129","23.193201065063477","23.193201065063477","23.193201065063477","23.84721565246582","23.84721565246582","23.84721565246582","24.45183753967285","24.45183753967285","24.45183753967285","23.708145141601562","23.708145141601562","23.708145141601562","24.175151824951172","24.175151824951172","24.175151824951172","24.843002319335938","24.843002319335938","24.843002319335938","24.28194808959961","24.28194808959961","24.28194808959961","23.487720489501953","23.487720489501953","23.487720489501953","23.35809326171875","23.35809326171875","23.35809326171875","24.690282821655273","24.690282821655273","24.690282821655273","27.1092472076416","27.1092472076416","27.1092472076416","26.13751220703125","26.13751220703125","26.13751220703125","23.971834182739258","23.971834182739258","23.971834182739258","25.434246063232422","25.434246063232422","25.434246063232422","24.90312385559082","24.90312385559082","24.90312385559082","24.33035659790039","24.33035659790039","24.33035659790039","25.54097557067871","25.54097557067871","25.54097557067871","23.978639602661133","23.978639602661133","23.978639602661133","24.69086265563965","24.69086265563965","24.69086265563965","23.49949073791504","23.49949073791504","23.49949073791504"
"4400","23.732467651367188","23.732467651367188","23.732467651367188","24.247821807861328","24.247821807861328","24.247821807861328","24.847354888916016","24.847354888916016","24.847354888916016","24.667495727539062","24.667495727539062","24.667495727539062","25.71747398376465","25.71747398376465","25.71747398376465","25.804794311523438","25.804794311523438","25.804794311523438","26.586761474609375","26.586761474609375","26.586761474609375","27.331035614013672","27.331035614013672","27.331035614013672","23.185548782348633","23.185548782348633","23.185548782348633","23.80943489074707","23.80943489074707","23.80943489074707","24.475603103637695","24.475603103637695","24.475603103637695","23.686216354370117","23.686216354370117","23.686216354370117","24.22562599182129","24.22562599182129","24.22562599182129","24.83444595336914","24.83444595336914","24.83444595336914","24.2960205078125","24.2960205078125","24.2960205078125","23.515085220336914","23.515085220336914","23.515085220336914","23.350282669067383","23.350282669067383","23.350282669067383","24.679203033447266","24.679203033447266","24.679203033447266","27.09157943725586","27.09157943725586","27.09157943725586","26.13152503967285","26.13152503967285","26.13152503967285","24.031484603881836","24.031484603881836","24.031484603881836","25.509201049804688","25.509201049804688","25.509201049804688","24.87271499633789","24.87271499633789","24.87271499633789","24.37265396118164","24.37265396118164","24.37265396118164","25.533832550048828","25.533832550048828","25.533832550048828","23.929065704345703","23.929065704345703","23.929065704345703","24.6527042388916","24.6527042388916","24.6527042388916","23.446340560913086","23.446340560913086","23.446340560913086"
"4480","23.805084228515625","23.805084228515625","23.805084228515625","24.255550384521484","24.255550384521484","24.255550384521484","24.90654945373535","24.90654945373535","24.90654945373535","24.670495986938477","24.670495986938477","24.670495986938477","25.747676849365234","25.747676849365234","25.747676849365234","25.882577896118164","25.882577896118164","25.882577896118164","26.537734985351562","26.537734985351562","26.537734985351562","27.437875747680664","27.437875747680664","27.437875747680664","23.261844635009766","23.261844635009766","23.261844635009766","23.832548141479492","23.832548141479492","23.832548141479492","24.552980422973633","24.552980422973633","24.552980422973633","23.666547775268555","23.666547775268555","23.666547775268555","24.213071823120117","24.213071823120117","24.213071823120117","24.873165130615234","24.873165130615234","24.873165130615234","24.309232711791992","24.309232711791992","24.309232711791992","23.529741287231445","23.529741287231445","23.529741287231445","23.38728904724121","23.38728904724121","23.38728904724121","24.670997619628906","24.670997619628906","24.670997619628906","27.19622802734375","27.19622802734375","27.19622802734375","26.090496063232422","26.090496063232422","26.090496063232422","23.99321746826172","23.99321746826172","23.99321746826172","25.628662109375","25.628662109375","25.628662109375","25.034244537353516","25.034244537353516","25.034244537353516","24.32717514038086","24.32717514038086","24.32717514038086","25.505229949951172","25.505229949951172","25.505229949951172","23.99757957458496","23.99757957458496","23.99757957458496","24.730365753173828","24.730365753173828","24.730365753173828","23.459997177124023","23.459997177124023","23.459997177124023"
"4560","23.747299194335938","23.747299194335938","23.747299194335938","24.28491973876953","24.28491973876953","24.28491973876953","24.8609561920166","24.8609561920166","24.8609561920166","24.66171646118164","24.66171646118164","24.66171646118164","25.78567123413086","25.78567123413086","25.78567123413086","25.843414306640625","25.843414306640625","25.843414306640625","26.570331573486328","26.570331573486328","26.570331573486328","27.439655303955078","27.439655303955078","27.439655303955078","23.204833984375","23.204833984375","23.204833984375","23.87664031982422","23.87664031982422","23.87664031982422","24.56060218811035","24.56060218811035","24.56060218811035","23.70676612854004","23.70676612854004","23.70676612854004","24.230915069580078","24.230915069580078","24.230915069580078","24.87840461730957","24.87840461730957","24.87840461730957","24.329496383666992","24.329496383666992","24.329496383666992","23.56250762939453","23.56250762939453","23.56250762939453","23.346858978271484","23.346858978271484","23.346858978271484","24.707382202148438","24.707382202148438","24.707382202148438","27.19144630432129","27.19144630432129","27.19144630432129","26.17827796936035","26.17827796936035","26.17827796936035","23.962970733642578","23.962970733642578","23.962970733642578","25.507848739624023","25.507848739624023","25.507848739624023","24.922840118408203","24.922840118408203","24.922840118408203","24.427566528320312","24.427566528320312","24.427566528320312","25.53315544128418","25.53315544128418","25.53315544128418","23.95590591430664","23.95590591430664","23.95590591430664","24.717266082763672","24.717266082763672","24.717266082763672","23.49233055114746","23.49233055114746","23.49233055114746"
"4640","23.818119049072266","23.818119049072266","23.818119049072266","24.315155029296875","24.315155029296875","24.315155029296875","24.88478660583496","24.88478660583496","24.88478660583496","24.732675552368164","24.732675552368164","24.732675552368164","25.805139541625977","25.805139541625977","25.805139541625977","25.92337417602539","25.92337417602539","25.92337417602539","26.65810775756836","26.65810775756836","26.65810775756836","27.44671058654785","27.44671058654785","27.44671058654785","23.242666244506836","23.242666244506836","23.242666244506836","23.863006591796875","23.863006591796875","23.863006591796875","24.541790008544922","24.541790008544922","24.541790008544922","23.73540687561035","23.73540687561035","23.73540687561035","24.146020889282227","24.146020889282227","24.146020889282227","24.910171508789062","24.910171508789062","24.910171508789062","24.332759857177734","24.332759857177734","24.332759857177734","23.548877716064453","23.548877716064453","23.548877716064453","23.472034454345703","23.472034454345703","23.472034454345703","24.687297821044922","24.687297821044922","24.687297821044922","27.173513412475586","27.173513412475586","27.173513412475586","26.256689071655273","26.256689071655273","26.256689071655273","23.94620704650879","23.94620704650879","23.94620704650879","25.61349105834961","25.61349105834961","25.61349105834961","24.96452522277832","24.96452522277832","24.96452522277832","24.41546630859375","24.41546630859375","24.41546630859375","25.560649871826172","25.560649871826172","25.560649871826172","24.02927017211914","24.02927017211914","24.02927017211914","24.721588134765625","24.721588134765625","24.721588134765625","23.54155921936035","23.54155921936035","23.54155921936035"
"4720","23.79100227355957","23.79100227355957","23.79100227355957","24.351478576660156","24.351478576660156","24.351478576660156","24.915449142456055","24.915449142456055","24.915449142456055","24.750328063964844","24.750328063964844","24.750328063964844","25.810894012451172","25.810894012451172","25.810894012451172","25.906997680664062","25.906997680664062","25.906997680664062","26.680191040039062","26.680191040039062","26.680191040039062","27.43666648864746","27.43666648864746","27.43666648864746","23.272216796875","23.272216796875","23.272216796875","23.9091739654541","23.9091739654541","23.9091739654541","24.566486358642578","24.566486358642578","24.566486358642578","23.687408447265625","23.687408447265625","23.687408447265625","24.2634220123291","24.2634220123291","24.2634220123291","24.949283599853516","24.949283599853516","24.949283599853516","24.38819122314453","24.38819122314453","24.38819122314453","23.56123161315918","23.56123161315918","23.56123161315918","23.453433990478516","23.453433990478516","23.453433990478516","24.765491485595703","24.765491485595703","24.765491485595703","27.15875816345215","27.15875816345215","27.15875816345215","26.26198959350586","26.26198959350586","26.26198959350586","24.01958465576172","24.01958465576172","24.01958465576172","25.549724578857422","25.549724578857422","25.549724578857422","24.98684310913086","24.98684310913086","24.98684310913086","24.472827911376953","24.472827911376953","24.472827911376953","25.54720687866211","25.54720687866211","25.54720687866211","24.081737518310547","24.081737518310547","24.081737518310547","24.717586517333984","24.717586517333984","24.717586517333984","23.488094329833984","23.488094329833984","23.488094329833984"
"4800","23.780834197998047","23.780834197998047","23.780834197998047","24.335847854614258","24.335847854614258","24.335847854614258","24.904050827026367","24.904050827026367","24.904050827026367","24.77203369140625","24.77203369140625","24.77203369140625","25.835773468017578","25.835773468017578","25.835773468017578","25.938817977905273","25.938817977905273","25.938817977905273","26.633346557617188","26.633346557617188","26.633346557617188","27.472820281982422","27.472820281982422","27.472820281982422","23.27934455871582","23.27934455871582","23.27934455871582","23.858184814453125","23.858184814453125","23.858184814453125","24.5882511138916","24.5882511138916","24.5882511138916","23.76751708984375","23.76751708984375","23.76751708984375","24.183700561523438","24.183700561523438","24.183700561523438","24.944520950317383","24.944520950317383","24.944520950317383","24.38540267944336","24.38540267944336","24.38540267944336","23.582141876220703","23.582141876220703","23.582141876220703","23.278148651123047","23.278148651123047","23.278148651123047","24.750255584716797","24.750255584716797","24.750255584716797","27.187719345092773","27.187719345092773","27.187719345092773","26.195430755615234","26.195430755615234","26.195430755615234","24.034652709960938","24.034652709960938","24.034652709960938","25.60660171508789","25.60660171508789","25.60660171508789","25.01718521118164","25.01718521118164","25.01718521118164","24.474882125854492","24.474882125854492","24.474882125854492","25.581586837768555","25.581586837768555","25.581586837768555","24.03744125366211","24.03744125366211","24.03744125366211","24.748722076416016","24.748722076416016","24.748722076416016","23.46526527404785","23.46526527404785","23.46526527404785"
"4880","23.892436981201172","23.892436981201172","23.892436981201172","24.382707595825195","24.382707595825195","24.382707595825195","24.90060043334961","24.90060043334961","24.90060043334961","24.82009506225586","24.82009506225586","24.82009506225586","25.79445457458496","25.79445457458496","25.79445457458496","25.983287811279297","25.983287811279297","25.983287811279297","26.65496826171875","26.65496826171875","26.65496826171875","27.453022003173828","27.453022003173828","27.453022003173828","23.36880111694336","23.36880111694336","23.36880111694336","23.9669132232666","23.9669132232666","23.9669132232666","24.551694869995117","24.551694869995117","24.551694869995117","23.82023811340332","23.82023811340332","23.82023811340332","24.276304244995117","24.276304244995117","24.276304244995117","24.90807342529297","24.90807342529297","24.90807342529297","24.370447158813477","24.370447158813477","24.370447158813477","23.65875244140625","23.65875244140625","23.65875244140625","23.446155548095703","23.446155548095703","23.446155548095703","24.714664459228516","24.714664459228516","24.714664459228516","27.197998046875","27.197998046875","27.197998046875","26.244924545288086","26.244924545288086","26.244924545288086","24.076656341552734","24.076656341552734","24.076656341552734","25.701339721679688","25.701339721679688","25.701339721679688","25.056354522705078","25.056354522705078","25.056354522705078","24.527462005615234","24.527462005615234","24.527462005615234","25.564769744873047","25.564769744873047","25.564769744873047","24.068918228149414","24.068918228149414","24.068918228149414","24.744535446166992","24.744535446166992","24.744535446166992","23.594900131225586","23.594900131225586","23.594900131225586"
"4960","23.820148468017578","23.820148468017578","23.820148468017578","24.35527992248535","24.35527992248535","24.35527992248535","24.883996963500977","24.883996963500977","24.883996963500977","24.743762969970703","24.743762969970703","24.743762969970703","25.82985496520996","25.82985496520996","25.82985496520996","25.954631805419922","25.954631805419922","25.954631805419922","26.764266967773438","26.764266967773438","26.764266967773438","27.436832427978516","27.436832427978516","27.436832427978516","23.374897003173828","23.374897003173828","23.374897003173828","23.92774772644043","23.92774772644043","23.92774772644043","24.607301712036133","24.607301712036133","24.607301712036133","23.7862491607666","23.7862491607666","23.7862491607666","24.285289764404297","24.285289764404297","24.285289764404297","24.93364906311035","24.93364906311035","24.93364906311035","24.386791229248047","24.386791229248047","24.386791229248047","23.637222290039062","23.637222290039062","23.637222290039062","23.53215789794922","23.53215789794922","23.53215789794922","24.75203514099121","24.75203514099121","24.75203514099121","27.223739624023438","27.223739624023438","27.223739624023438","26.28586196899414","26.28586196899414","26.28586196899414","24.071422576904297","24.071422576904297","24.071422576904297","25.620418548583984","25.620418548583984","25.620418548583984","25.04958724975586","25.04958724975586","25.04958724975586","24.445724487304688","24.445724487304688","24.445724487304688","25.5860595703125","25.5860595703125","25.5860595703125","24.060922622680664","24.060922622680664","24.060922622680664","24.712568283081055","24.712568283081055","24.712568283081055","23.546213150024414","23.546213150024414","23.546213150024414"
"5040","23.866785049438477","23.866785049438477","23.866785049438477","24.31784439086914","24.31784439086914","24.31784439086914","24.928668975830078","24.928668975830078","24.928668975830078","24.76099395751953","24.76099395751953","24.76099395751953","25.89951515197754","25.89951515197754","25.89951515197754","25.919628143310547","25.919628143310547","25.919628143310547","26.700918197631836","26.700918197631836","26.700918197631836","27.522592544555664","27.522592544555664","27.522592544555664","23.369617462158203","23.369617462158203","23.369617462158203","23.97792625427246","23.97792625427246","23.97792625427246","24.583459854125977","24.583459854125977","24.583459854125977","23.799280166625977","23.799280166625977","23.799280166625977","24.23556137084961","24.23556137084961","24.23556137084961","24.95033073425293","24.95033073425293","24.95033073425293","24.417972564697266","24.417972564697266","24.417972564697266","23.646568298339844","23.646568298339844","23.646568298339844","23.45741844177246","23.45741844177246","23.45741844177246","24.75521469116211","24.75521469116211","24.75521469116211","27.290172576904297","27.290172576904297","27.290172576904297","26.327749252319336","26.327749252319336","26.327749252319336","24.059024810791016","24.059024810791016","24.059024810791016","25.615337371826172","25.615337371826172","25.615337371826172","25.010894775390625","25.010894775390625","25.010894775390625","24.49298095703125","24.49298095703125","24.49298095703125","25.64287757873535","25.64287757873535","25.64287757873535","24.0360050201416","24.0360050201416","24.0360050201416","24.766693115234375","24.766693115234375","24.766693115234375","23.56956672668457","23.56956672668457","23.56956672668457"
"5120","23.920146942138672","23.920146942138672","23.920146942138672","24.38720703125","24.38720703125","24.38720703125","24.9035587310791","24.9035587310791","24.9035587310791","24.815738677978516","24.815738677978516","24.815738677978516","25.849987030029297","25.849987030029297","25.849987030029297","25.972042083740234","25.972042083740234","25.972042083740234","26.693790435791016","26.693790435791016","26.693790435791016","27.453548431396484","27.453548431396484","27.453548431396484","23.42290687561035","23.42290687561035","23.42290687561035","23.994853973388672","23.994853973388672","23.994853973388672","24.599523544311523","24.599523544311523","24.599523544311523","23.812959671020508","23.812959671020508","23.812959671020508","24.230058670043945","24.230058670043945","24.230058670043945","24.964916229248047","24.964916229248047","24.964916229248047","24.395118713378906","24.395118713378906","24.395118713378906","23.660140991210938","23.660140991210938","23.660140991210938","23.383159637451172","23.383159637451172","23.383159637451172","24.768898010253906","24.768898010253906","24.768898010253906","27.244699478149414","27.244699478149414","27.244699478149414","26.30585289001465","26.30585289001465","26.30585289001465","24.016817092895508","24.016817092895508","24.016817092895508","25.67669677734375","25.67669677734375","25.67669677734375","25.05615234375","25.05615234375","25.05615234375","24.513492584228516","24.513492584228516","24.513492584228516","25.550491333007812","25.550491333007812","25.550491333007812","24.06241226196289","24.06241226196289","24.06241226196289","24.738330841064453","24.738330841064453","24.738330841064453","23.655250549316406","23.655250549316406","23.655250549316406"
"5200","23.836462020874023","23.836462020874023","23.836462020874023","24.44070053100586","24.44070053100586","24.44070053100586","24.96306037902832","24.96306037902832","24.96306037902832","24.879667282104492","24.879667282104492","24.879667282104492","25.864513397216797","25.864513397216797","25.864513397216797","26.015125274658203","26.015125274658203","26.015125274658203","26.7237491607666","26.7237491607666","26.7237491607666","27.535594940185547","27.535594940185547","27.535594940185547","23.39139175415039","23.39139175415039","23.39139175415039","23.988351821899414","23.988351821899414","23.988351821899414","24.62530517578125","24.62530517578125","24.62530517578125","23.83486557006836","23.83486557006836","23.83486557006836","24.328777313232422","24.328777313232422","24.328777313232422","24.970617294311523","24.970617294311523","24.970617294311523","24.408794403076172","24.408794403076172","24.408794403076172","23.68069839477539","23.68069839477539","23.68069839477539","23.520538330078125","23.520538330078125","23.520538330078125","24.784114837646484","24.784114837646484","24.784114837646484","27.27349281311035","27.27349281311035","27.27349281311035","26.310970306396484","26.310970306396484","26.310970306396484","24.085308074951172","24.085308074951172","24.085308074951172","25.747772216796875","25.747772216796875","25.747772216796875","25.052339553833008","25.052339553833008","25.052339553833008","24.582155227661133","24.582155227661133","24.582155227661133","25.635766983032227","25.635766983032227","25.635766983032227","24.021007537841797","24.021007537841797","24.021007537841797","24.7888126373291","24.7888126373291","24.7888126373291","23.51531410217285","23.51531410217285","23.51531410217285"
"5280","23.911529541015625","23.911529541015625","23.911529541015625","24.40449333190918","24.40449333190918","24.40449333190918","24.955081939697266","24.955081939697266","24.955081939697266","24.799625396728516","24.799625396728516","24.799625396728516","25.86844825744629","25.86844825744629","25.86844825744629","26.00796890258789","26.00796890258789","26.00796890258789","26.839609146118164","26.839609146118164","26.839609146118164","27.497589111328125","27.497589111328125","27.497589111328125","23.431163787841797","23.431163787841797","23.431163787841797","23.941558837890625","23.941558837890625","23.941558837890625","24.641590118408203","24.641590118408203","24.641590118408203","23.794628143310547","23.794628143310547","23.794628143310547","24.379589080810547","24.379589080810547","24.379589080810547","24.93573760986328","24.93573760986328","24.93573760986328","24.42084312438965","24.42084312438965","24.42084312438965","23.720003128051758","23.720003128051758","23.720003128051758","23.541980743408203","23.541980743408203","23.541980743408203","24.766876220703125","24.766876220703125","24.766876220703125","27.227691650390625","27.227691650390625","27.227691650390625","26.467153549194336","26.467153549194336","26.467153549194336","24.143085479736328","24.143085479736328","24.143085479736328","25.649215698242188","25.649215698242188","25.649215698242188","25.086326599121094","25.086326599121094","25.086326599121094","24.521255493164062","24.521255493164062","24.521255493164062","25.62888526916504","25.62888526916504","25.62888526916504","24.117090225219727","24.117090225219727","24.117090225219727","24.769079208374023","24.769079208374023","24.769079208374023","23.649770736694336","23.649770736694336","23.649770736694336"
"5360","23.865623474121094","23.865623474121094","23.865623474121094","24.405309677124023","24.405309677124023","24.405309677124023","24.932004928588867","24.932004928588867","24.932004928588867","24.84542465209961","24.84542465209961","24.84542465209961","25.83247947692871","25.83247947692871","25.83247947692871","26.04242515563965","26.04242515563965","26.04242515563965","26.812976837158203","26.812976837158203","26.812976837158203","27.491113662719727","27.491113662719727","27.491113662719727","23.42397689819336","23.42397689819336","23.42397689819336","23.955120086669922","23.955120086669922","23.955120086669922","24.645740509033203","24.645740509033203","24.645740509033203","23.88422966003418","23.88422966003418","23.88422966003418","24.300748825073242","24.300748825073242","24.300748825073242","24.993122100830078","24.993122100830078","24.993122100830078","24.481233596801758","24.481233596801758","24.481233596801758","23.676502227783203","23.676502227783203","23.676502227783203","23.56315803527832","23.56315803527832","23.56315803527832","24.822559356689453","24.822559356689453","24.822559356689453","27.286157608032227","27.286157608032227","27.286157608032227","26.362890243530273","26.362890243530273","26.362890243530273","24.121315002441406","24.121315002441406","24.121315002441406","25.70133399963379","25.70133399963379","25.70133399963379","25.103134155273438","25.103134155273438","25.103134155273438","24.57016944885254","24.57016944885254","24.57016944885254","25.59398651123047","25.59398651123047","25.59398651123047","24.16106414794922","24.16106414794922","24.16106414794922","24.76772689819336","24.76772689819336","24.76772689819336","23.547252655029297","23.547252655029297","23.547252655029297"
"5440","23.93463706970215","23.93463706970215","23.93463706970215","24.452604293823242","24.452604293823242","24.452604293823242","25.00672149658203","25.00672149658203","25.00672149658203","24.875934600830078","24.875934600830078","24.875934600830078","25.89101219177246","25.89101219177246","25.89101219177246","26.121585845947266","26.121585845947266","26.121585845947266","26.734630584716797","26.734630584716797","26.734630584716797","27.5305118560791","27.5305118560791","27.5305118560791","23.482303619384766","23.482303619384766","23.482303619384766","24.016155242919922","24.016155242919922","24.016155242919922","24.644275665283203","24.644275665283203","24.644275665283203","23.847640991210938","23.847640991210938","23.847640991210938","24.34646987915039","24.34646987915039","24.34646987915039","25.0058650970459","25.0058650970459","25.0058650970459","24.436214447021484","24.436214447021484","24.436214447021484","23.69796371459961","23.69796371459961","23.69796371459961","23.544408798217773","23.544408798217773","23.544408798217773","24.815019607543945","24.815019607543945","24.815019607543945","27.29256248474121","27.29256248474121","27.29256248474121","26.290302276611328","26.290302276611328","26.290302276611328","24.162841796875","24.162841796875","24.162841796875","25.849313735961914","25.849313735961914","25.849313735961914","25.086790084838867","25.086790084838867","25.086790084838867","24.610652923583984","24.610652923583984","24.610652923583984","25.60563087463379","25.60563087463379","25.60563087463379","24.157161712646484","24.157161712646484","24.157161712646484","24.822227478027344","24.822227478027344","24.822227478027344","23.70538330078125","23.70538330078125","23.70538330078125"
"5520","23.910619735717773","23.910619735717773","23.910619735717773","24.514930725097656","24.514930725097656","24.514930725097656","24.975404739379883","24.975404739379883","24.975404739379883","24.854904174804688","24.854904174804688","24.854904174804688","25.950082778930664","25.950082778930664","25.950082778930664","26.120141983032227","26.120141983032227","26.120141983032227","26.757232666015625","26.757232666015625","26.757232666015625","27.53287696838379","27.53287696838379","27.53287696838379","23.54979705810547","23.54979705810547","23.54979705810547","24.033227920532227","24.033227920532227","24.033227920532227","24.599782943725586","24.599782943725586","24.599782943725586","23.88418960571289","23.88418960571289","23.88418960571289","24.425235748291016","24.425235748291016","24.425235748291016","25.01022720336914","25.01022720336914","25.01022720336914","24.429235458374023","24.429235458374023","24.429235458374023","23.72980499267578","23.72980499267578","23.72980499267578","23.591571807861328","23.591571807861328","23.591571807861328","24.823482513427734","24.823482513427734","24.823482513427734","27.300273895263672","27.300273895263672","27.300273895263672","26.392751693725586","26.392751693725586","26.392751693725586","24.232088088989258","24.232088088989258","24.232088088989258","25.789464950561523","25.789464950561523","25.789464950561523","25.100473403930664","25.100473403930664","25.100473403930664","24.635135650634766","24.635135650634766","24.635135650634766","25.7000732421875","25.7000732421875","25.7000732421875","24.227447509765625","24.227447509765625","24.227447509765625","24.79469108581543","24.79469108581543","24.79469108581543","23.658056259155273","23.658056259155273","23.658056259155273"
"5600","23.961734771728516","23.961734771728516","23.961734771728516","24.46885108947754","24.46885108947754","24.46885108947754","24.988590240478516","24.988590240478516","24.988590240478516","24.851526260375977","24.851526260375977","24.851526260375977","25.88457679748535","25.88457679748535","25.88457679748535","26.1648006439209","26.1648006439209","26.1648006439209","26.863910675048828","26.863910675048828","26.863910675048828","27.52156639099121","27.52156639099121","27.52156639099121","23.474044799804688","23.474044799804688","23.474044799804688","24.012760162353516","24.012760162353516","24.012760162353516","24.670461654663086","24.670461654663086","24.670461654663086","23.889562606811523","23.889562606811523","23.889562606811523","24.398086547851562","24.398086547851562","24.398086547851562","25.024280548095703","25.024280548095703","25.024280548095703","24.422971725463867","24.422971725463867","24.422971725463867","23.722583770751953","23.722583770751953","23.722583770751953","23.605789184570312","23.605789184570312","23.605789184570312","24.80380630493164","24.80380630493164","24.80380630493164","27.24761390686035","27.24761390686035","27.24761390686035","26.471338272094727","26.471338272094727","26.471338272094727","24.138782501220703","24.138782501220703","24.138782501220703","25.864709854125977","25.864709854125977","25.864709854125977","25.126178741455078","25.126178741455078","25.126178741455078","24.616016387939453","24.616016387939453","24.616016387939453","25.651809692382812","25.651809692382812","25.651809692382812","24.237138748168945","24.237138748168945","24.237138748168945","24.82244300842285","24.82244300842285","24.82244300842285","23.726184844970703","23.726184844970703","23.726184844970703"
