"Step","12139481_240930_010246S30_UN128_CN128 - val_ssim","12139481_240930_010246S30_UN128_CN128 - val_ssim__MIN","12139481_240930_010246S30_UN128_CN128 - val_ssim__MAX","12139557_240930_010100S20_UN128_CN128 - val_ssim","12139557_240930_010100S20_UN128_CN128 - val_ssim__MIN","12139557_240930_010100S20_UN128_CN128 - val_ssim__MAX","12139552_240930_004322S10_UN128_CN128 - val_ssim","12139552_240930_004322S10_UN128_CN128 - val_ssim__MIN","12139552_240930_004322S10_UN128_CN128 - val_ssim__MAX","12139539_240930_001813S30_UN128_CN128 - val_ssim","12139539_240930_001813S30_UN128_CN128 - val_ssim__MIN","12139539_240930_001813S30_UN128_CN128 - val_ssim__MAX","12139537_240930_001549S10_UN128_CN128 - val_ssim","12139537_240930_001549S10_UN128_CN128 - val_ssim__MIN","12139537_240930_001549S10_UN128_CN128 - val_ssim__MAX","12139531_240929_235839S30_UN128_CN128 - val_ssim","12139531_240929_235839S30_UN128_CN128 - val_ssim__MIN","12139531_240929_235839S30_UN128_CN128 - val_ssim__MAX","12139530_240929_235839S20_UN128_CN128 - val_ssim","12139530_240929_235839S20_UN128_CN128 - val_ssim__MIN","12139530_240929_235839S20_UN128_CN128 - val_ssim__MAX","12139529_240929_235239S10_UN128_CN128 - val_ssim","12139529_240929_235239S10_UN128_CN128 - val_ssim__MIN","12139529_240929_235239S10_UN128_CN128 - val_ssim__MAX","12139523_240929_232850S30_UN128_CN128 - val_ssim","12139523_240929_232850S30_UN128_CN128 - val_ssim__MIN","12139523_240929_232850S30_UN128_CN128 - val_ssim__MAX","12139522_240929_232403S20_UN128_CN128 - val_ssim","12139522_240929_232403S20_UN128_CN128 - val_ssim__MIN","12139522_240929_232403S20_UN128_CN128 - val_ssim__MAX","12139521_240929_232338S10_UN128_CN128 - val_ssim","12139521_240929_232338S10_UN128_CN128 - val_ssim__MIN","12139521_240929_232338S10_UN128_CN128 - val_ssim__MAX","12139517_240929_232222S30_UN128_CN128 - val_ssim","12139517_240929_232222S30_UN128_CN128 - val_ssim__MIN","12139517_240929_232222S30_UN128_CN128 - val_ssim__MAX","12139516_240929_232149S20_UN128_CN128 - val_ssim","12139516_240929_232149S20_UN128_CN128 - val_ssim__MIN","12139516_240929_232149S20_UN128_CN128 - val_ssim__MAX","12139515_240929_232133S10_UN128_CN128 - val_ssim","12139515_240929_232133S10_UN128_CN128 - val_ssim__MIN","12139515_240929_232133S10_UN128_CN128 - val_ssim__MAX","12139491_240929_231730S10_UN128 - val_ssim","12139491_240929_231730S10_UN128 - val_ssim__MIN","12139491_240929_231730S10_UN128 - val_ssim__MAX","12139492_240929_231730S20_UN128 - val_ssim","12139492_240929_231730S20_UN128 - val_ssim__MIN","12139492_240929_231730S20_UN128 - val_ssim__MAX","12139487_240929_231736S30_UN128 - val_ssim","12139487_240929_231736S30_UN128 - val_ssim__MIN","12139487_240929_231736S30_UN128 - val_ssim__MAX","12139485_240929_231732S10_UN128 - val_ssim","12139485_240929_231732S10_UN128 - val_ssim__MIN","12139485_240929_231732S10_UN128 - val_ssim__MAX","12139497_240929_231734S10_UN128 - val_ssim","12139497_240929_231734S10_UN128 - val_ssim__MIN","12139497_240929_231734S10_UN128 - val_ssim__MAX","12139498_240929_231734S20_UN128 - val_ssim","12139498_240929_231734S20_UN128 - val_ssim__MIN","12139498_240929_231734S20_UN128 - val_ssim__MAX","12139486_240929_231732S20_UN128 - val_ssim","12139486_240929_231732S20_UN128 - val_ssim__MIN","12139486_240929_231732S20_UN128 - val_ssim__MAX","12139499_240929_231732S30_UN128 - val_ssim","12139499_240929_231732S30_UN128 - val_ssim__MIN","12139499_240929_231732S30_UN128 - val_ssim__MAX","12139504_240929_231707S20_UN128 - val_ssim","12139504_240929_231707S20_UN128 - val_ssim__MIN","12139504_240929_231707S20_UN128 - val_ssim__MAX","12139505_240929_231707S30_UN128 - val_ssim","12139505_240929_231707S30_UN128 - val_ssim__MIN","12139505_240929_231707S30_UN128 - val_ssim__MAX","12139503_240929_231707S10_UN128 - val_ssim","12139503_240929_231707S10_UN128 - val_ssim__MIN","12139503_240929_231707S10_UN128 - val_ssim__MAX","12139510_240929_231705S20_UN128 - val_ssim","12139510_240929_231705S20_UN128 - val_ssim__MIN","12139510_240929_231705S20_UN128 - val_ssim__MAX","12139509_240929_231705S10_UN128 - val_ssim","12139509_240929_231705S10_UN128 - val_ssim__MIN","12139509_240929_231705S10_UN128 - val_ssim__MAX","12139511_240929_231657S30_UN128 - val_ssim","12139511_240929_231657S30_UN128 - val_ssim__MIN","12139511_240929_231657S30_UN128 - val_ssim__MAX"
"2800","0.7007920742034912","0.7007920742034912","0.7007920742034912","0.7304047346115112","0.7304047346115112","0.7304047346115112","0.7599448561668396","0.7599448561668396","0.7599448561668396","0.6574267148971558","0.6574267148971558","0.6574267148971558","0.716781497001648","0.716781497001648","0.716781497001648","0.816928505897522","0.816928505897522","0.816928505897522","0.8372852206230164","0.8372852206230164","0.8372852206230164","0.8598552942276001","0.8598552942276001","0.8598552942276001","0.7307735085487366","0.7307735085487366","0.7307735085487366","0.7567636370658875","0.7567636370658875","0.7567636370658875","0.785542368888855","0.785542368888855","0.785542368888855","0.670185923576355","0.670185923576355","0.670185923576355","0.693788468837738","0.693788468837738","0.693788468837738","0.734767735004425","0.734767735004425","0.734767735004425","0.7798753976821899","0.7798753976821899","0.7798753976821899","0.7455083727836609","0.7455083727836609","0.7455083727836609","0.6571304798126221","0.6571304798126221","0.6571304798126221","0.726490318775177","0.726490318775177","0.726490318775177","0.8539978265762329","0.8539978265762329","0.8539978265762329","0.8254661560058594","0.8254661560058594","0.8254661560058594","0.6886036396026611","0.6886036396026611","0.6886036396026611","0.8077567219734192","0.8077567219734192","0.8077567219734192","0.673999011516571","0.673999011516571","0.673999011516571","0.6437373161315918","0.6437373161315918","0.6437373161315918","0.7058801054954529","0.7058801054954529","0.7058801054954529","0.7179266810417175","0.7179266810417175","0.7179266810417175","0.7526488900184631","0.7526488900184631","0.7526488900184631","0.6891045570373535","0.6891045570373535","0.6891045570373535"
"2880","0.7004556059837341","0.7004556059837341","0.7004556059837341","0.730675458908081","0.730675458908081","0.730675458908081","0.7612780332565308","0.7612780332565308","0.7612780332565308","0.6566749811172485","0.6566749811172485","0.6566749811172485","0.7182174921035767","0.7182174921035767","0.7182174921035767","0.8153203129768372","0.8153203129768372","0.8153203129768372","0.8375088572502136","0.8375088572502136","0.8375088572502136","0.8608499765396118","0.8608499765396118","0.8608499765396118","0.7286795377731323","0.7286795377731323","0.7286795377731323","0.7588406205177307","0.7588406205177307","0.7588406205177307","0.7870981693267822","0.7870981693267822","0.7870981693267822","0.6699958443641663","0.6699958443641663","0.6699958443641663","0.6984497904777527","0.6984497904777527","0.6984497904777527","0.7358947992324829","0.7358947992324829","0.7358947992324829","0.7802019119262695","0.7802019119262695","0.7802019119262695","0.7476008534431458","0.7476008534431458","0.7476008534431458","0.6595185995101929","0.6595185995101929","0.6595185995101929","0.7276446223258972","0.7276446223258972","0.7276446223258972","0.8545705080032349","0.8545705080032349","0.8545705080032349","0.8261300921440125","0.8261300921440125","0.8261300921440125","0.6895107626914978","0.6895107626914978","0.6895107626914978","0.808303952217102","0.808303952217102","0.808303952217102","0.6766080856323242","0.6766080856323242","0.6766080856323242","0.6443889737129211","0.6443889737129211","0.6443889737129211","0.7062749862670898","0.7062749862670898","0.7062749862670898","0.7192500829696655","0.7192500829696655","0.7192500829696655","0.7545421123504639","0.7545421123504639","0.7545421123504639","0.6902624368667603","0.6902624368667603","0.6902624368667603"
"2960","0.7043503522872925","0.7043503522872925","0.7043503522872925","0.7325298190116882","0.7325298190116882","0.7325298190116882","0.7624003291130066","0.7624003291130066","0.7624003291130066","0.657782256603241","0.657782256603241","0.657782256603241","0.7187966108322144","0.7187966108322144","0.7187966108322144","0.8177543878555298","0.8177543878555298","0.8177543878555298","0.8399056196212769","0.8399056196212769","0.8399056196212769","0.8629663586616516","0.8629663586616516","0.8629663586616516","0.7306400537490845","0.7306400537490845","0.7306400537490845","0.7574414014816284","0.7574414014816284","0.7574414014816284","0.7869457006454468","0.7869457006454468","0.7869457006454468","0.672680675983429","0.672680675983429","0.672680675983429","0.6982320547103882","0.6982320547103882","0.6982320547103882","0.7359391450881958","0.7359391450881958","0.7359391450881958","0.7810953855514526","0.7810953855514526","0.7810953855514526","0.7464278936386108","0.7464278936386108","0.7464278936386108","0.6616159677505493","0.6616159677505493","0.6616159677505493","0.727666437625885","0.727666437625885","0.727666437625885","0.857693076133728","0.857693076133728","0.857693076133728","0.8289642333984375","0.8289642333984375","0.8289642333984375","0.6892980933189392","0.6892980933189392","0.6892980933189392","0.8073878288269043","0.8073878288269043","0.8073878288269043","0.6763147115707397","0.6763147115707397","0.6763147115707397","0.6451140642166138","0.6451140642166138","0.6451140642166138","0.7085131406784058","0.7085131406784058","0.7085131406784058","0.7175394296646118","0.7175394296646118","0.7175394296646118","0.7554003000259399","0.7554003000259399","0.7554003000259399","0.6903932094573975","0.6903932094573975","0.6903932094573975"
"3040","0.7038137912750244","0.7038137912750244","0.7038137912750244","0.7332804203033447","0.7332804203033447","0.7332804203033447","0.7621893882751465","0.7621893882751465","0.7621893882751465","0.6603774428367615","0.6603774428367615","0.6603774428367615","0.7194417715072632","0.7194417715072632","0.7194417715072632","0.815170168876648","0.815170168876648","0.815170168876648","0.839270293712616","0.839270293712616","0.839270293712616","0.8620445132255554","0.8620445132255554","0.8620445132255554","0.7354114651679993","0.7354114651679993","0.7354114651679993","0.7621628046035767","0.7621628046035767","0.7621628046035767","0.7890347242355347","0.7890347242355347","0.7890347242355347","0.6720547080039978","0.6720547080039978","0.6720547080039978","0.7003723382949829","0.7003723382949829","0.7003723382949829","0.7363629341125488","0.7363629341125488","0.7363629341125488","0.7828280329704285","0.7828280329704285","0.7828280329704285","0.7508805394172668","0.7508805394172668","0.7508805394172668","0.6598429083824158","0.6598429083824158","0.6598429083824158","0.7290371656417847","0.7290371656417847","0.7290371656417847","0.8540290594100952","0.8540290594100952","0.8540290594100952","0.8285166025161743","0.8285166025161743","0.8285166025161743","0.6904854774475098","0.6904854774475098","0.6904854774475098","0.8065460920333862","0.8065460920333862","0.8065460920333862","0.6745699048042297","0.6745699048042297","0.6745699048042297","0.6482384204864502","0.6482384204864502","0.6482384204864502","0.7091358304023743","0.7091358304023743","0.7091358304023743","0.7218876481056213","0.7218876481056213","0.7218876481056213","0.7547593712806702","0.7547593712806702","0.7547593712806702","0.6931270360946655","0.6931270360946655","0.6931270360946655"
"3120","0.7063978314399719","0.7063978314399719","0.7063978314399719","0.7323179841041565","0.7323179841041565","0.7323179841041565","0.764320969581604","0.764320969581604","0.764320969581604","0.6585879325866699","0.6585879325866699","0.6585879325866699","0.7180618643760681","0.7180618643760681","0.7180618643760681","0.8175275921821594","0.8175275921821594","0.8175275921821594","0.8393319845199585","0.8393319845199585","0.8393319845199585","0.8617606163024902","0.8617606163024902","0.8617606163024902","0.7344608902931213","0.7344608902931213","0.7344608902931213","0.7598352432250977","0.7598352432250977","0.7598352432250977","0.7891513705253601","0.7891513705253601","0.7891513705253601","0.6733744740486145","0.6733744740486145","0.6733744740486145","0.6999155879020691","0.6999155879020691","0.6999155879020691","0.7372311353683472","0.7372311353683472","0.7372311353683472","0.7820034623146057","0.7820034623146057","0.7820034623146057","0.7473832964897156","0.7473832964897156","0.7473832964897156","0.661930501461029","0.661930501461029","0.661930501461029","0.7285187244415283","0.7285187244415283","0.7285187244415283","0.8542839884757996","0.8542839884757996","0.8542839884757996","0.8277262449264526","0.8277262449264526","0.8277262449264526","0.6901344060897827","0.6901344060897827","0.6901344060897827","0.8107328414916992","0.8107328414916992","0.8107328414916992","0.6779688596725464","0.6779688596725464","0.6779688596725464","0.6488168239593506","0.6488168239593506","0.6488168239593506","0.7068454027175903","0.7068454027175903","0.7068454027175903","0.7213560938835144","0.7213560938835144","0.7213560938835144","0.7567020654678345","0.7567020654678345","0.7567020654678345","0.6954492330551147","0.6954492330551147","0.6954492330551147"
"3200","0.7067945003509521","0.7067945003509521","0.7067945003509521","0.7339125275611877","0.7339125275611877","0.7339125275611877","0.7626627683639526","0.7626627683639526","0.7626627683639526","0.6626762747764587","0.6626762747764587","0.6626762747764587","0.7209870219230652","0.7209870219230652","0.7209870219230652","0.8198019862174988","0.8198019862174988","0.8198019862174988","0.841696560382843","0.841696560382843","0.841696560382843","0.8622126579284668","0.8622126579284668","0.8622126579284668","0.7353229522705078","0.7353229522705078","0.7353229522705078","0.762351930141449","0.762351930141449","0.762351930141449","0.7899361848831177","0.7899361848831177","0.7899361848831177","0.6718529462814331","0.6718529462814331","0.6718529462814331","0.6976014375686646","0.6976014375686646","0.6976014375686646","0.7361840009689331","0.7361840009689331","0.7361840009689331","0.7832773923873901","0.7832773923873901","0.7832773923873901","0.7516293525695801","0.7516293525695801","0.7516293525695801","0.6628849506378174","0.6628849506378174","0.6628849506378174","0.7287184596061707","0.7287184596061707","0.7287184596061707","0.854422926902771","0.854422926902771","0.854422926902771","0.8294082880020142","0.8294082880020142","0.8294082880020142","0.6890982389450073","0.6890982389450073","0.6890982389450073","0.8096917271614075","0.8096917271614075","0.8096917271614075","0.6768240332603455","0.6768240332603455","0.6768240332603455","0.6485990285873413","0.6485990285873413","0.6485990285873413","0.7103394269943237","0.7103394269943237","0.7103394269943237","0.7230931520462036","0.7230931520462036","0.7230931520462036","0.7549408674240112","0.7549408674240112","0.7549408674240112","0.6964033246040344","0.6964033246040344","0.6964033246040344"
"3280","0.7087370157241821","0.7087370157241821","0.7087370157241821","0.7355213761329651","0.7355213761329651","0.7355213761329651","0.7634126543998718","0.7634126543998718","0.7634126543998718","0.6643092036247253","0.6643092036247253","0.6643092036247253","0.7193714380264282","0.7193714380264282","0.7193714380264282","0.8220375776290894","0.8220375776290894","0.8220375776290894","0.8424932360649109","0.8424932360649109","0.8424932360649109","0.8636624217033386","0.8636624217033386","0.8636624217033386","0.7354400753974915","0.7354400753974915","0.7354400753974915","0.7639238834381104","0.7639238834381104","0.7639238834381104","0.7917474508285522","0.7917474508285522","0.7917474508285522","0.6760921478271484","0.6760921478271484","0.6760921478271484","0.7025458812713623","0.7025458812713623","0.7025458812713623","0.7392748594284058","0.7392748594284058","0.7392748594284058","0.7845006585121155","0.7845006585121155","0.7845006585121155","0.7530694007873535","0.7530694007873535","0.7530694007873535","0.6631947755813599","0.6631947755813599","0.6631947755813599","0.7295692563056946","0.7295692563056946","0.7295692563056946","0.8571764230728149","0.8571764230728149","0.8571764230728149","0.8302342295646667","0.8302342295646667","0.8302342295646667","0.692534863948822","0.692534863948822","0.692534863948822","0.8094801902770996","0.8094801902770996","0.8094801902770996","0.6768150329589844","0.6768150329589844","0.6768150329589844","0.6457054018974304","0.6457054018974304","0.6457054018974304","0.7095440626144409","0.7095440626144409","0.7095440626144409","0.7218812704086304","0.7218812704086304","0.7218812704086304","0.7562813758850098","0.7562813758850098","0.7562813758850098","0.6948212385177612","0.6948212385177612","0.6948212385177612"
"3360","0.7081280946731567","0.7081280946731567","0.7081280946731567","0.7341153025627136","0.7341153025627136","0.7341153025627136","0.7646092176437378","0.7646092176437378","0.7646092176437378","0.6632252931594849","0.6632252931594849","0.6632252931594849","0.7199215888977051","0.7199215888977051","0.7199215888977051","0.8223587274551392","0.8223587274551392","0.8223587274551392","0.8407884836196899","0.8407884836196899","0.8407884836196899","0.8617043495178223","0.8617043495178223","0.8617043495178223","0.7376724481582642","0.7376724481582642","0.7376724481582642","0.7634974718093872","0.7634974718093872","0.7634974718093872","0.7921717762947083","0.7921717762947083","0.7921717762947083","0.6760603189468384","0.6760603189468384","0.6760603189468384","0.704288899898529","0.704288899898529","0.704288899898529","0.7376183271408081","0.7376183271408081","0.7376183271408081","0.7852267026901245","0.7852267026901245","0.7852267026901245","0.7510536909103394","0.7510536909103394","0.7510536909103394","0.6647852063179016","0.6647852063179016","0.6647852063179016","0.7298909425735474","0.7298909425735474","0.7298909425735474","0.8548012971878052","0.8548012971878052","0.8548012971878052","0.8295533061027527","0.8295533061027527","0.8295533061027527","0.6950865983963013","0.6950865983963013","0.6950865983963013","0.8128506541252136","0.8128506541252136","0.8128506541252136","0.6794987320899963","0.6794987320899963","0.6794987320899963","0.6483525037765503","0.6483525037765503","0.6483525037765503","0.7099446058273315","0.7099446058273315","0.7099446058273315","0.7223259806632996","0.7223259806632996","0.7223259806632996","0.757051408290863","0.757051408290863","0.757051408290863","0.6951209306716919","0.6951209306716919","0.6951209306716919"
"3440","0.7099433541297913","0.7099433541297913","0.7099433541297913","0.7369914650917053","0.7369914650917053","0.7369914650917053","0.7632495164871216","0.7632495164871216","0.7632495164871216","0.664431095123291","0.664431095123291","0.664431095123291","0.7215463519096375","0.7215463519096375","0.7215463519096375","0.8236507177352905","0.8236507177352905","0.8236507177352905","0.8436935544013977","0.8436935544013977","0.8436935544013977","0.86285001039505","0.86285001039505","0.86285001039505","0.7387559413909912","0.7387559413909912","0.7387559413909912","0.7620490789413452","0.7620490789413452","0.7620490789413452","0.7922054529190063","0.7922054529190063","0.7922054529190063","0.6764720678329468","0.6764720678329468","0.6764720678329468","0.7020081281661987","0.7020081281661987","0.7020081281661987","0.7400596141815186","0.7400596141815186","0.7400596141815186","0.7860802412033081","0.7860802412033081","0.7860802412033081","0.7517409920692444","0.7517409920692444","0.7517409920692444","0.666355311870575","0.666355311870575","0.666355311870575","0.7310914397239685","0.7310914397239685","0.7310914397239685","0.8575223684310913","0.8575223684310913","0.8575223684310913","0.8314984440803528","0.8314984440803528","0.8314984440803528","0.6931701898574829","0.6931701898574829","0.6931701898574829","0.8137303590774536","0.8137303590774536","0.8137303590774536","0.6795817613601685","0.6795817613601685","0.6795817613601685","0.6519514322280884","0.6519514322280884","0.6519514322280884","0.7108344435691833","0.7108344435691833","0.7108344435691833","0.7242506742477417","0.7242506742477417","0.7242506742477417","0.7571396231651306","0.7571396231651306","0.7571396231651306","0.6979332566261292","0.6979332566261292","0.6979332566261292"
"3520","0.710267186164856","0.710267186164856","0.710267186164856","0.7369599342346191","0.7369599342346191","0.7369599342346191","0.7643850445747375","0.7643850445747375","0.7643850445747375","0.666214108467102","0.666214108467102","0.666214108467102","0.7202634215354919","0.7202634215354919","0.7202634215354919","0.8217185139656067","0.8217185139656067","0.8217185139656067","0.8429794311523438","0.8429794311523438","0.8429794311523438","0.8642107248306274","0.8642107248306274","0.8642107248306274","0.7403429746627808","0.7403429746627808","0.7403429746627808","0.7662705183029175","0.7662705183029175","0.7662705183029175","0.7917928099632263","0.7917928099632263","0.7917928099632263","0.6760662198066711","0.6760662198066711","0.6760662198066711","0.7037995457649231","0.7037995457649231","0.7037995457649231","0.7394598126411438","0.7394598126411438","0.7394598126411438","0.7841621041297913","0.7841621041297913","0.7841621041297913","0.7560615539550781","0.7560615539550781","0.7560615539550781","0.664523720741272","0.664523720741272","0.664523720741272","0.7325825691223145","0.7325825691223145","0.7325825691223145","0.8578651547431946","0.8578651547431946","0.8578651547431946","0.8329208493232727","0.8329208493232727","0.8329208493232727","0.6947989463806152","0.6947989463806152","0.6947989463806152","0.8122370839118958","0.8122370839118958","0.8122370839118958","0.6796443462371826","0.6796443462371826","0.6796443462371826","0.6547569036483765","0.6547569036483765","0.6547569036483765","0.7100762128829956","0.7100762128829956","0.7100762128829956","0.7254931330680847","0.7254931330680847","0.7254931330680847","0.7586376667022705","0.7586376667022705","0.7586376667022705","0.6999233961105347","0.6999233961105347","0.6999233961105347"
"3600","0.7125261425971985","0.7125261425971985","0.7125261425971985","0.7374599575996399","0.7374599575996399","0.7374599575996399","0.7656806111335754","0.7656806111335754","0.7656806111335754","0.6691035032272339","0.6691035032272339","0.6691035032272339","0.7212207913398743","0.7212207913398743","0.7212207913398743","0.8250175714492798","0.8250175714492798","0.8250175714492798","0.842690110206604","0.842690110206604","0.842690110206604","0.8639388084411621","0.8639388084411621","0.8639388084411621","0.742862343788147","0.742862343788147","0.742862343788147","0.7651647329330444","0.7651647329330444","0.7651647329330444","0.7910702228546143","0.7910702228546143","0.7910702228546143","0.6812726855278015","0.6812726855278015","0.6812726855278015","0.7048748135566711","0.7048748135566711","0.7048748135566711","0.7385551333427429","0.7385551333427429","0.7385551333427429","0.7837880253791809","0.7837880253791809","0.7837880253791809","0.7542235851287842","0.7542235851287842","0.7542235851287842","0.6696645021438599","0.6696645021438599","0.6696645021438599","0.7317529916763306","0.7317529916763306","0.7317529916763306","0.8579619526863098","0.8579619526863098","0.8579619526863098","0.8327391743659973","0.8327391743659973","0.8327391743659973","0.6946386098861694","0.6946386098861694","0.6946386098861694","0.8163008689880371","0.8163008689880371","0.8163008689880371","0.6820884943008423","0.6820884943008423","0.6820884943008423","0.6519991159439087","0.6519991159439087","0.6519991159439087","0.7111635208129883","0.7111635208129883","0.7111635208129883","0.7256492376327515","0.7256492376327515","0.7256492376327515","0.7581705451011658","0.7581705451011658","0.7581705451011658","0.6992504596710205","0.6992504596710205","0.6992504596710205"
"3680","0.7123780250549316","0.7123780250549316","0.7123780250549316","0.7392585873603821","0.7392585873603821","0.7392585873603821","0.7670608162879944","0.7670608162879944","0.7670608162879944","0.6682246327400208","0.6682246327400208","0.6682246327400208","0.7218866944313049","0.7218866944313049","0.7218866944313049","0.8244080543518066","0.8244080543518066","0.8244080543518066","0.8463343381881714","0.8463343381881714","0.8463343381881714","0.8651302456855774","0.8651302456855774","0.8651302456855774","0.7434982657432556","0.7434982657432556","0.7434982657432556","0.7663208246231079","0.7663208246231079","0.7663208246231079","0.792242169380188","0.792242169380188","0.792242169380188","0.680661141872406","0.680661141872406","0.680661141872406","0.7074474096298218","0.7074474096298218","0.7074474096298218","0.7401078939437866","0.7401078939437866","0.7401078939437866","0.7865076065063477","0.7865076065063477","0.7865076065063477","0.7557419538497925","0.7557419538497925","0.7557419538497925","0.6645185351371765","0.6645185351371765","0.6645185351371765","0.7327733039855957","0.7327733039855957","0.7327733039855957","0.8586146235466003","0.8586146235466003","0.8586146235466003","0.8333991765975952","0.8333991765975952","0.8333991765975952","0.6968234777450562","0.6968234777450562","0.6968234777450562","0.8157623410224915","0.8157623410224915","0.8157623410224915","0.6824736595153809","0.6824736595153809","0.6824736595153809","0.6556505560874939","0.6556505560874939","0.6556505560874939","0.7114955186843872","0.7114955186843872","0.7114955186843872","0.7271031737327576","0.7271031737327576","0.7271031737327576","0.7605923414230347","0.7605923414230347","0.7605923414230347","0.6994726657867432","0.6994726657867432","0.6994726657867432"
"3760","0.7126424312591553","0.7126424312591553","0.7126424312591553","0.7390126585960388","0.7390126585960388","0.7390126585960388","0.7666622400283813","0.7666622400283813","0.7666622400283813","0.6687263250350952","0.6687263250350952","0.6687263250350952","0.7235034704208374","0.7235034704208374","0.7235034704208374","0.8265803456306458","0.8265803456306458","0.8265803456306458","0.8442031145095825","0.8442031145095825","0.8442031145095825","0.8646736145019531","0.8646736145019531","0.8646736145019531","0.7399884462356567","0.7399884462356567","0.7399884462356567","0.7647276520729065","0.7647276520729065","0.7647276520729065","0.7920964956283569","0.7920964956283569","0.7920964956283569","0.6803382635116577","0.6803382635116577","0.6803382635116577","0.7073513269424438","0.7073513269424438","0.7073513269424438","0.7413395643234253","0.7413395643234253","0.7413395643234253","0.7852442860603333","0.7852442860603333","0.7852442860603333","0.7533667087554932","0.7533667087554932","0.7533667087554932","0.6692768931388855","0.6692768931388855","0.6692768931388855","0.7331990599632263","0.7331990599632263","0.7331990599632263","0.8589874505996704","0.8589874505996704","0.8589874505996704","0.8340381383895874","0.8340381383895874","0.8340381383895874","0.6973379850387573","0.6973379850387573","0.6973379850387573","0.8164066076278687","0.8164066076278687","0.8164066076278687","0.6828230619430542","0.6828230619430542","0.6828230619430542","0.6547447443008423","0.6547447443008423","0.6547447443008423","0.7125666737556458","0.7125666737556458","0.7125666737556458","0.7262746691703796","0.7262746691703796","0.7262746691703796","0.7596307396888733","0.7596307396888733","0.7596307396888733","0.6963286399841309","0.6963286399841309","0.6963286399841309"
"3840","0.7124913930892944","0.7124913930892944","0.7124913930892944","0.7397892475128174","0.7397892475128174","0.7397892475128174","0.7663575410842896","0.7663575410842896","0.7663575410842896","0.6675403714179993","0.6675403714179993","0.6675403714179993","0.7236878275871277","0.7236878275871277","0.7236878275871277","0.8255922198295593","0.8255922198295593","0.8255922198295593","0.8447952270507812","0.8447952270507812","0.8447952270507812","0.8664120435714722","0.8664120435714722","0.8664120435714722","0.7445381879806519","0.7445381879806519","0.7445381879806519","0.7691375613212585","0.7691375613212585","0.7691375613212585","0.7927629351615906","0.7927629351615906","0.7927629351615906","0.6783662438392639","0.6783662438392639","0.6783662438392639","0.7044054269790649","0.7044054269790649","0.7044054269790649","0.7422838807106018","0.7422838807106018","0.7422838807106018","0.7872120141983032","0.7872120141983032","0.7872120141983032","0.7574037313461304","0.7574037313461304","0.7574037313461304","0.6653046607971191","0.6653046607971191","0.6653046607971191","0.7336471676826477","0.7336471676826477","0.7336471676826477","0.8604278564453125","0.8604278564453125","0.8604278564453125","0.8342715501785278","0.8342715501785278","0.8342715501785278","0.6946365237236023","0.6946365237236023","0.6946365237236023","0.8129464387893677","0.8129464387893677","0.8129464387893677","0.6854314208030701","0.6854314208030701","0.6854314208030701","0.6559396386146545","0.6559396386146545","0.6559396386146545","0.7137261629104614","0.7137261629104614","0.7137261629104614","0.7278278470039368","0.7278278470039368","0.7278278470039368","0.7598525285720825","0.7598525285720825","0.7598525285720825","0.703494131565094","0.703494131565094","0.703494131565094"
"3920","0.7137903571128845","0.7137903571128845","0.7137903571128845","0.740397572517395","0.740397572517395","0.740397572517395","0.7672436237335205","0.7672436237335205","0.7672436237335205","0.669063925743103","0.669063925743103","0.669063925743103","0.7261585593223572","0.7261585593223572","0.7261585593223572","0.8268070220947266","0.8268070220947266","0.8268070220947266","0.846123218536377","0.846123218536377","0.846123218536377","0.8664223551750183","0.8664223551750183","0.8664223551750183","0.7429038882255554","0.7429038882255554","0.7429038882255554","0.7672645449638367","0.7672645449638367","0.7672645449638367","0.7952414751052856","0.7952414751052856","0.7952414751052856","0.6805824041366577","0.6805824041366577","0.6805824041366577","0.7062357664108276","0.7062357664108276","0.7062357664108276","0.7431215047836304","0.7431215047836304","0.7431215047836304","0.7856103777885437","0.7856103777885437","0.7856103777885437","0.7565592527389526","0.7565592527389526","0.7565592527389526","0.669583797454834","0.669583797454834","0.669583797454834","0.7332494854927063","0.7332494854927063","0.7332494854927063","0.8594518899917603","0.8594518899917603","0.8594518899917603","0.8349536061286926","0.8349536061286926","0.8349536061286926","0.6962915658950806","0.6962915658950806","0.6962915658950806","0.8179376721382141","0.8179376721382141","0.8179376721382141","0.6837517619132996","0.6837517619132996","0.6837517619132996","0.6556492447853088","0.6556492447853088","0.6556492447853088","0.7131200432777405","0.7131200432777405","0.7131200432777405","0.7267877459526062","0.7267877459526062","0.7267877459526062","0.7600094079971313","0.7600094079971313","0.7600094079971313","0.7003532648086548","0.7003532648086548","0.7003532648086548"
