"Step","12139546_240930_003147S30_UN4_CN4 - val_val_ref_psnr","12139546_240930_003147S30_UN4_CN4 - val_val_ref_psnr__MIN","12139546_240930_003147S30_UN4_CN4 - val_val_ref_psnr__MAX","12139541_240930_002145S20_UN4_CN4 - val_val_ref_psnr","12139541_240930_002145S20_UN4_CN4 - val_val_ref_psnr__MIN","12139541_240930_002145S20_UN4_CN4 - val_val_ref_psnr__MAX","12139540_240930_001906S10_UN4_CN4 - val_val_ref_psnr","12139540_240930_001906S10_UN4_CN4 - val_val_ref_psnr__MIN","12139540_240930_001906S10_UN4_CN4 - val_val_ref_psnr__MAX","12139536_240930_001525S30_UN4_CN4 - val_val_ref_psnr","12139536_240930_001525S30_UN4_CN4 - val_val_ref_psnr__MIN","12139536_240930_001525S30_UN4_CN4 - val_val_ref_psnr__MAX","12139535_240930_000850S20_UN4_CN4 - val_val_ref_psnr","12139535_240930_000850S20_UN4_CN4 - val_val_ref_psnr__MIN","12139535_240930_000850S20_UN4_CN4 - val_val_ref_psnr__MAX","12139532_240930_000449S10_UN4_CN4 - val_val_ref_psnr","12139532_240930_000449S10_UN4_CN4 - val_val_ref_psnr__MIN","12139532_240930_000449S10_UN4_CN4 - val_val_ref_psnr__MAX","12139528_240929_235208S30_UN4_CN4 - val_val_ref_psnr","12139528_240929_235208S30_UN4_CN4 - val_val_ref_psnr__MIN","12139528_240929_235208S30_UN4_CN4 - val_val_ref_psnr__MAX","12139525_240929_232947S20_UN4_CN4 - val_val_ref_psnr","12139525_240929_232947S20_UN4_CN4 - val_val_ref_psnr__MIN","12139525_240929_232947S20_UN4_CN4 - val_val_ref_psnr__MAX","12139524_240929_232850S10_UN4_CN4 - val_val_ref_psnr","12139524_240929_232850S10_UN4_CN4 - val_val_ref_psnr__MIN","12139524_240929_232850S10_UN4_CN4 - val_val_ref_psnr__MAX","12139520_240929_232302S30_UN4_CN4 - val_val_ref_psnr","12139520_240929_232302S30_UN4_CN4 - val_val_ref_psnr__MIN","12139520_240929_232302S30_UN4_CN4 - val_val_ref_psnr__MAX","12139519_240929_232250S20_UN4_CN4 - val_val_ref_psnr","12139519_240929_232250S20_UN4_CN4 - val_val_ref_psnr__MIN","12139519_240929_232250S20_UN4_CN4 - val_val_ref_psnr__MAX","12139518_240929_232231S10_UN4_CN4 - val_val_ref_psnr","12139518_240929_232231S10_UN4_CN4 - val_val_ref_psnr__MIN","12139518_240929_232231S10_UN4_CN4 - val_val_ref_psnr__MAX","12139514_240929_232129S30_UN4_CN4 - val_val_ref_psnr","12139514_240929_232129S30_UN4_CN4 - val_val_ref_psnr__MIN","12139514_240929_232129S30_UN4_CN4 - val_val_ref_psnr__MAX","12139512_240929_232056S10_UN4_CN4 - val_val_ref_psnr","12139512_240929_232056S10_UN4_CN4 - val_val_ref_psnr__MIN","12139512_240929_232056S10_UN4_CN4 - val_val_ref_psnr__MAX","12139513_240929_232052S20_UN4_CN4 - val_val_ref_psnr","12139513_240929_232052S20_UN4_CN4 - val_val_ref_psnr__MIN","12139513_240929_232052S20_UN4_CN4 - val_val_ref_psnr__MAX","12139488_240929_231736S10_UN4 - val_val_ref_psnr","12139488_240929_231736S10_UN4 - val_val_ref_psnr__MIN","12139488_240929_231736S10_UN4 - val_val_ref_psnr__MAX","12139495_240929_231734S20_UN4 - val_val_ref_psnr","12139495_240929_231734S20_UN4 - val_val_ref_psnr__MIN","12139495_240929_231734S20_UN4 - val_val_ref_psnr__MAX","12139501_240929_231732S20_UN4 - val_val_ref_psnr","12139501_240929_231732S20_UN4 - val_val_ref_psnr__MIN","12139501_240929_231732S20_UN4 - val_val_ref_psnr__MAX","12139490_240929_231736S30_UN4 - val_val_ref_psnr","12139490_240929_231736S30_UN4 - val_val_ref_psnr__MIN","12139490_240929_231736S30_UN4 - val_val_ref_psnr__MAX","12139502_240929_231732S30_UN4 - val_val_ref_psnr","12139502_240929_231732S30_UN4 - val_val_ref_psnr__MIN","12139502_240929_231732S30_UN4 - val_val_ref_psnr__MAX","12139500_240929_231732S10_UN4 - val_val_ref_psnr","12139500_240929_231732S10_UN4 - val_val_ref_psnr__MIN","12139500_240929_231732S10_UN4 - val_val_ref_psnr__MAX","12139489_240929_231736S20_UN4 - val_val_ref_psnr","12139489_240929_231736S20_UN4 - val_val_ref_psnr__MIN","12139489_240929_231736S20_UN4 - val_val_ref_psnr__MAX","12139496_240929_231736S30_UN4 - val_val_ref_psnr","12139496_240929_231736S30_UN4 - val_val_ref_psnr__MIN","12139496_240929_231736S30_UN4 - val_val_ref_psnr__MAX","12139483_240929_231732S20_UN4 - val_val_ref_psnr","12139483_240929_231732S20_UN4 - val_val_ref_psnr__MIN","12139483_240929_231732S20_UN4 - val_val_ref_psnr__MAX","12139484_240929_231732S30_UN4 - val_val_ref_psnr","12139484_240929_231732S30_UN4 - val_val_ref_psnr__MIN","12139484_240929_231732S30_UN4 - val_val_ref_psnr__MAX","12139494_240929_231730S10_UN4 - val_val_ref_psnr","12139494_240929_231730S10_UN4 - val_val_ref_psnr__MIN","12139494_240929_231730S10_UN4 - val_val_ref_psnr__MAX","12139482_240929_231728S10_UN4 - val_val_ref_psnr","12139482_240929_231728S10_UN4 - val_val_ref_psnr__MIN","12139482_240929_231728S10_UN4 - val_val_ref_psnr__MAX","12139506_240929_231707S10_UN4 - val_val_ref_psnr","12139506_240929_231707S10_UN4 - val_val_ref_psnr__MIN","12139506_240929_231707S10_UN4 - val_val_ref_psnr__MAX","12139508_240929_231705S30_UN4 - val_val_ref_psnr","12139508_240929_231705S30_UN4 - val_val_ref_psnr__MIN","12139508_240929_231705S30_UN4 - val_val_ref_psnr__MAX","12139507_240929_231705S20_UN4 - val_val_ref_psnr","12139507_240929_231705S20_UN4 - val_val_ref_psnr__MIN","12139507_240929_231705S20_UN4 - val_val_ref_psnr__MAX"
"4400","17.998645782470703","17.998645782470703","17.998645782470703","18.100143432617188","18.100143432617188","18.100143432617188","18.11605453491211","18.11605453491211","18.11605453491211","20.644067764282227","20.644067764282227","20.644067764282227","20.596458435058594","20.596458435058594","20.596458435058594","20.450767517089844","20.450767517089844","20.450767517089844","19.083646774291992","19.083646774291992","19.083646774291992","18.684003829956055","18.684003829956055","18.684003829956055","18.555561065673828","18.555561065673828","18.555561065673828","17.08106231689453","17.08106231689453","17.08106231689453","17.17302703857422","17.17302703857422","17.17302703857422","17.167720794677734","17.167720794677734","17.167720794677734","20.634559631347656","20.634559631347656","20.634559631347656","20.57666015625","20.57666015625","20.57666015625","20.612436294555664","20.612436294555664","20.612436294555664","17.10008430480957","17.10008430480957","17.10008430480957","18.475996017456055","18.475996017456055","18.475996017456055","20.535888671875","20.535888671875","20.535888671875","17.094528198242188","17.094528198242188","17.094528198242188","20.64231300354004","20.64231300354004","20.64231300354004","20.331825256347656","20.331825256347656","20.331825256347656","17.116424560546875","17.116424560546875","17.116424560546875","18.825302124023438","18.825302124023438","18.825302124023438","20.591062545776367","20.591062545776367","20.591062545776367","20.50407600402832","20.50407600402832","20.50407600402832","18.340543746948242","18.340543746948242","18.340543746948242","20.51801872253418","20.51801872253418","20.51801872253418","18.223159790039062","18.223159790039062","18.223159790039062","18.188404083251953","18.188404083251953","18.188404083251953","18.1915283203125","18.1915283203125","18.1915283203125"
"4480","17.87164878845215","17.87164878845215","17.87164878845215","18.00859260559082","18.00859260559082","18.00859260559082","18.167070388793945","18.167070388793945","18.167070388793945","20.525859832763672","20.525859832763672","20.525859832763672","20.48908805847168","20.48908805847168","20.48908805847168","20.512903213500977","20.512903213500977","20.512903213500977","19.02928924560547","19.02928924560547","19.02928924560547","18.786714553833008","18.786714553833008","18.786714553833008","18.523212432861328","18.523212432861328","18.523212432861328","17.23215675354004","17.23215675354004","17.23215675354004","17.29771614074707","17.29771614074707","17.29771614074707","17.205026626586914","17.205026626586914","17.205026626586914","20.620084762573242","20.620084762573242","20.620084762573242","20.687313079833984","20.687313079833984","20.687313079833984","20.615142822265625","20.615142822265625","20.615142822265625","17.135604858398438","17.135604858398438","17.135604858398438","18.60207748413086","18.60207748413086","18.60207748413086","20.429115295410156","20.429115295410156","20.429115295410156","17.22507095336914","17.22507095336914","17.22507095336914","20.624006271362305","20.624006271362305","20.624006271362305","20.414016723632812","20.414016723632812","20.414016723632812","17.195953369140625","17.195953369140625","17.195953369140625","18.784727096557617","18.784727096557617","18.784727096557617","20.546180725097656","20.546180725097656","20.546180725097656","20.46746826171875","20.46746826171875","20.46746826171875","18.330013275146484","18.330013275146484","18.330013275146484","20.604415893554688","20.604415893554688","20.604415893554688","18.244421005249023","18.244421005249023","18.244421005249023","18.099597930908203","18.099597930908203","18.099597930908203","18.20838737487793","18.20838737487793","18.20838737487793"
"4560","17.79909896850586","17.79909896850586","17.79909896850586","17.987411499023438","17.987411499023438","17.987411499023438","18.13690948486328","18.13690948486328","18.13690948486328","20.348241806030273","20.348241806030273","20.348241806030273","20.502696990966797","20.502696990966797","20.502696990966797","20.408031463623047","20.408031463623047","20.408031463623047","19.274972915649414","19.274972915649414","19.274972915649414","18.81166648864746","18.81166648864746","18.81166648864746","18.546236038208008","18.546236038208008","18.546236038208008","17.27478790283203","17.27478790283203","17.27478790283203","17.30101203918457","17.30101203918457","17.30101203918457","17.214927673339844","17.214927673339844","17.214927673339844","20.63336181640625","20.63336181640625","20.63336181640625","20.684146881103516","20.684146881103516","20.684146881103516","20.61730194091797","20.61730194091797","20.61730194091797","17.124332427978516","17.124332427978516","17.124332427978516","18.566667556762695","18.566667556762695","18.566667556762695","20.483638763427734","20.483638763427734","20.483638763427734","17.271453857421875","17.271453857421875","17.271453857421875","20.263111114501953","20.263111114501953","20.263111114501953","20.364459991455078","20.364459991455078","20.364459991455078","17.1883544921875","17.1883544921875","17.1883544921875","18.927467346191406","18.927467346191406","18.927467346191406","20.514751434326172","20.514751434326172","20.514751434326172","20.629026412963867","20.629026412963867","20.629026412963867","18.33392333984375","18.33392333984375","18.33392333984375","20.607128143310547","20.607128143310547","20.607128143310547","18.212806701660156","18.212806701660156","18.212806701660156","17.975929260253906","17.975929260253906","17.975929260253906","18.207761764526367","18.207761764526367","18.207761764526367"
"4640","17.758317947387695","17.758317947387695","17.758317947387695","17.99671173095703","17.99671173095703","17.99671173095703","18.112594604492188","18.112594604492188","18.112594604492188","20.43340301513672","20.43340301513672","20.43340301513672","20.62644386291504","20.62644386291504","20.62644386291504","20.42043685913086","20.42043685913086","20.42043685913086","19.073537826538086","19.073537826538086","19.073537826538086","18.641401290893555","18.641401290893555","18.641401290893555","18.59404945373535","18.59404945373535","18.59404945373535","17.280941009521484","17.280941009521484","17.280941009521484","17.228515625","17.228515625","17.228515625","17.207841873168945","17.207841873168945","17.207841873168945","20.715011596679688","20.715011596679688","20.715011596679688","20.6968994140625","20.6968994140625","20.6968994140625","20.6405086517334","20.6405086517334","20.6405086517334","17.11900520324707","17.11900520324707","17.11900520324707","18.498546600341797","18.498546600341797","18.498546600341797","20.583723068237305","20.583723068237305","20.583723068237305","17.343597412109375","17.343597412109375","17.343597412109375","20.381563186645508","20.381563186645508","20.381563186645508","20.34926414489746","20.34926414489746","20.34926414489746","17.130861282348633","17.130861282348633","17.130861282348633","18.860368728637695","18.860368728637695","18.860368728637695","20.51350212097168","20.51350212097168","20.51350212097168","20.673248291015625","20.673248291015625","20.673248291015625","18.3757266998291","18.3757266998291","18.3757266998291","20.612518310546875","20.612518310546875","20.612518310546875","18.210147857666016","18.210147857666016","18.210147857666016","18.0323429107666","18.0323429107666","18.0323429107666","18.168607711791992","18.168607711791992","18.168607711791992"
"4720","17.620853424072266","17.620853424072266","17.620853424072266","18.020109176635742","18.020109176635742","18.020109176635742","18.153057098388672","18.153057098388672","18.153057098388672","20.43352699279785","20.43352699279785","20.43352699279785","20.438173294067383","20.438173294067383","20.438173294067383","20.513214111328125","20.513214111328125","20.513214111328125","18.960914611816406","18.960914611816406","18.960914611816406","18.77428436279297","18.77428436279297","18.77428436279297","18.560348510742188","18.560348510742188","18.560348510742188","17.178749084472656","17.178749084472656","17.178749084472656","17.37209129333496","17.37209129333496","17.37209129333496","17.24666404724121","17.24666404724121","17.24666404724121","20.537120819091797","20.537120819091797","20.537120819091797","20.636659622192383","20.636659622192383","20.636659622192383","20.68609619140625","20.68609619140625","20.68609619140625","17.15260124206543","17.15260124206543","17.15260124206543","18.616138458251953","18.616138458251953","18.616138458251953","20.3240966796875","20.3240966796875","20.3240966796875","17.22315788269043","17.22315788269043","17.22315788269043","20.397655487060547","20.397655487060547","20.397655487060547","20.439516067504883","20.439516067504883","20.439516067504883","17.27051544189453","17.27051544189453","17.27051544189453","18.706581115722656","18.706581115722656","18.706581115722656","20.629554748535156","20.629554748535156","20.629554748535156","20.53374671936035","20.53374671936035","20.53374671936035","18.362586975097656","18.362586975097656","18.362586975097656","20.585153579711914","20.585153579711914","20.585153579711914","18.227386474609375","18.227386474609375","18.227386474609375","17.82259750366211","17.82259750366211","17.82259750366211","18.16472625732422","18.16472625732422","18.16472625732422"
"4800","17.746450424194336","17.746450424194336","17.746450424194336","18.02741813659668","18.02741813659668","18.02741813659668","18.22652816772461","18.22652816772461","18.22652816772461","20.252574920654297","20.252574920654297","20.252574920654297","20.568111419677734","20.568111419677734","20.568111419677734","20.49518585205078","20.49518585205078","20.49518585205078","19.096923828125","19.096923828125","19.096923828125","18.807525634765625","18.807525634765625","18.807525634765625","18.556642532348633","18.556642532348633","18.556642532348633","17.153799057006836","17.153799057006836","17.153799057006836","17.221355438232422","17.221355438232422","17.221355438232422","17.169185638427734","17.169185638427734","17.169185638427734","20.50204849243164","20.50204849243164","20.50204849243164","20.63145637512207","20.63145637512207","20.63145637512207","20.65995979309082","20.65995979309082","20.65995979309082","17.071718215942383","17.071718215942383","17.071718215942383","18.67876434326172","18.67876434326172","18.67876434326172","20.452293395996094","20.452293395996094","20.452293395996094","17.14169692993164","17.14169692993164","17.14169692993164","20.192365646362305","20.192365646362305","20.192365646362305","20.394437789916992","20.394437789916992","20.394437789916992","17.181425094604492","17.181425094604492","17.181425094604492","18.801441192626953","18.801441192626953","18.801441192626953","20.63308334350586","20.63308334350586","20.63308334350586","20.506816864013672","20.506816864013672","20.506816864013672","18.34100914001465","18.34100914001465","18.34100914001465","20.574682235717773","20.574682235717773","20.574682235717773","18.30849838256836","18.30849838256836","18.30849838256836","17.999080657958984","17.999080657958984","17.999080657958984","18.161672592163086","18.161672592163086","18.161672592163086"
"4880","18.032121658325195","18.032121658325195","18.032121658325195","17.973291397094727","17.973291397094727","17.973291397094727","18.199119567871094","18.199119567871094","18.199119567871094","20.50827980041504","20.50827980041504","20.50827980041504","20.598085403442383","20.598085403442383","20.598085403442383","20.527591705322266","20.527591705322266","20.527591705322266","18.992773056030273","18.992773056030273","18.992773056030273","18.748409271240234","18.748409271240234","18.748409271240234","18.524845123291016","18.524845123291016","18.524845123291016","17.05963706970215","17.05963706970215","17.05963706970215","17.291038513183594","17.291038513183594","17.291038513183594","17.177410125732422","17.177410125732422","17.177410125732422","20.58795738220215","20.58795738220215","20.58795738220215","20.69903564453125","20.69903564453125","20.69903564453125","20.66608428955078","20.66608428955078","20.66608428955078","17.11256980895996","17.11256980895996","17.11256980895996","18.520544052124023","18.520544052124023","18.520544052124023","20.541316986083984","20.541316986083984","20.541316986083984","17.107332229614258","17.107332229614258","17.107332229614258","20.5340576171875","20.5340576171875","20.5340576171875","20.439655303955078","20.439655303955078","20.439655303955078","17.202438354492188","17.202438354492188","17.202438354492188","18.681133270263672","18.681133270263672","18.681133270263672","20.59276008605957","20.59276008605957","20.59276008605957","20.513383865356445","20.513383865356445","20.513383865356445","18.31922721862793","18.31922721862793","18.31922721862793","20.64896583557129","20.64896583557129","20.64896583557129","18.272743225097656","18.272743225097656","18.272743225097656","18.26738739013672","18.26738739013672","18.26738739013672","18.10073471069336","18.10073471069336","18.10073471069336"
"4960","17.661720275878906","17.661720275878906","17.661720275878906","17.926284790039062","17.926284790039062","17.926284790039062","18.180633544921875","18.180633544921875","18.180633544921875","20.327388763427734","20.327388763427734","20.327388763427734","20.535717010498047","20.535717010498047","20.535717010498047","20.476442337036133","20.476442337036133","20.476442337036133","19.058788299560547","19.058788299560547","19.058788299560547","18.744400024414062","18.744400024414062","18.744400024414062","18.56383514404297","18.56383514404297","18.56383514404297","17.200132369995117","17.200132369995117","17.200132369995117","17.224472045898438","17.224472045898438","17.224472045898438","17.15537452697754","17.15537452697754","17.15537452697754","20.688228607177734","20.688228607177734","20.688228607177734","20.63519859313965","20.63519859313965","20.63519859313965","20.657712936401367","20.657712936401367","20.657712936401367","17.060348510742188","17.060348510742188","17.060348510742188","18.59264373779297","18.59264373779297","18.59264373779297","20.5346736907959","20.5346736907959","20.5346736907959","17.264671325683594","17.264671325683594","17.264671325683594","20.28118324279785","20.28118324279785","20.28118324279785","20.38640594482422","20.38640594482422","20.38640594482422","17.1203670501709","17.1203670501709","17.1203670501709","18.784591674804688","18.784591674804688","18.784591674804688","20.586305618286133","20.586305618286133","20.586305618286133","20.577144622802734","20.577144622802734","20.577144622802734","18.36268424987793","18.36268424987793","18.36268424987793","20.57469940185547","20.57469940185547","20.57469940185547","18.268213272094727","18.268213272094727","18.268213272094727","17.909008026123047","17.909008026123047","17.909008026123047","18.11715316772461","18.11715316772461","18.11715316772461"
"5040","17.73952865600586","17.73952865600586","17.73952865600586","17.996501922607422","17.996501922607422","17.996501922607422","18.16726303100586","18.16726303100586","18.16726303100586","20.3892765045166","20.3892765045166","20.3892765045166","20.61773681640625","20.61773681640625","20.61773681640625","20.50621223449707","20.50621223449707","20.50621223449707","19.1109619140625","19.1109619140625","19.1109619140625","18.774032592773438","18.774032592773438","18.774032592773438","18.559118270874023","18.559118270874023","18.559118270874023","17.157934188842773","17.157934188842773","17.157934188842773","17.25252342224121","17.25252342224121","17.25252342224121","17.207313537597656","17.207313537597656","17.207313537597656","20.593576431274414","20.593576431274414","20.593576431274414","20.738487243652344","20.738487243652344","20.738487243652344","20.636415481567383","20.636415481567383","20.636415481567383","17.11749267578125","17.11749267578125","17.11749267578125","18.58346176147461","18.58346176147461","18.58346176147461","20.55605697631836","20.55605697631836","20.55605697631836","17.148073196411133","17.148073196411133","17.148073196411133","20.34298324584961","20.34298324584961","20.34298324584961","20.42747688293457","20.42747688293457","20.42747688293457","17.18625831604004","17.18625831604004","17.18625831604004","18.800155639648438","18.800155639648438","18.800155639648438","20.591341018676758","20.591341018676758","20.591341018676758","20.683603286743164","20.683603286743164","20.683603286743164","18.354515075683594","18.354515075683594","18.354515075683594","20.685443878173828","20.685443878173828","20.685443878173828","18.244354248046875","18.244354248046875","18.244354248046875","17.992694854736328","17.992694854736328","17.992694854736328","18.138221740722656","18.138221740722656","18.138221740722656"
"5120","17.829866409301758","17.829866409301758","17.829866409301758","18.02507972717285","18.02507972717285","18.02507972717285","18.150062561035156","18.150062561035156","18.150062561035156","20.448209762573242","20.448209762573242","20.448209762573242","20.457725524902344","20.457725524902344","20.457725524902344","20.49564552307129","20.49564552307129","20.49564552307129","19.085180282592773","19.085180282592773","19.085180282592773","18.773223876953125","18.773223876953125","18.773223876953125","18.589643478393555","18.589643478393555","18.589643478393555","17.148801803588867","17.148801803588867","17.148801803588867","17.224071502685547","17.224071502685547","17.224071502685547","17.26705551147461","17.26705551147461","17.26705551147461","20.574525833129883","20.574525833129883","20.574525833129883","20.727214813232422","20.727214813232422","20.727214813232422","20.676677703857422","20.676677703857422","20.676677703857422","17.169326782226562","17.169326782226562","17.169326782226562","18.568397521972656","18.568397521972656","18.568397521972656","20.396930694580078","20.396930694580078","20.396930694580078","17.172143936157227","17.172143936157227","17.172143936157227","20.42835235595703","20.42835235595703","20.42835235595703","20.38558006286621","20.38558006286621","20.38558006286621","17.131092071533203","17.131092071533203","17.131092071533203","18.81636619567871","18.81636619567871","18.81636619567871","20.640186309814453","20.640186309814453","20.640186309814453","20.5517578125","20.5517578125","20.5517578125","18.384557723999023","18.384557723999023","18.384557723999023","20.659420013427734","20.659420013427734","20.659420013427734","18.230499267578125","18.230499267578125","18.230499267578125","18.074106216430664","18.074106216430664","18.074106216430664","18.182722091674805","18.182722091674805","18.182722091674805"
"5200","17.853939056396484","17.853939056396484","17.853939056396484","18.088809967041016","18.088809967041016","18.088809967041016","18.15015411376953","18.15015411376953","18.15015411376953","20.474124908447266","20.474124908447266","20.474124908447266","20.479618072509766","20.479618072509766","20.479618072509766","20.525449752807617","20.525449752807617","20.525449752807617","19.248615264892578","19.248615264892578","19.248615264892578","18.779979705810547","18.779979705810547","18.779979705810547","18.53175163269043","18.53175163269043","18.53175163269043","17.170368194580078","17.170368194580078","17.170368194580078","17.327791213989258","17.327791213989258","17.327791213989258","17.21009063720703","17.21009063720703","17.21009063720703","20.45929718017578","20.45929718017578","20.45929718017578","20.64238166809082","20.64238166809082","20.64238166809082","20.772457122802734","20.772457122802734","20.772457122802734","17.136123657226562","17.136123657226562","17.136123657226562","18.637727737426758","18.637727737426758","18.637727737426758","20.398008346557617","20.398008346557617","20.398008346557617","17.30645751953125","17.30645751953125","17.30645751953125","20.460205078125","20.460205078125","20.460205078125","20.41900634765625","20.41900634765625","20.41900634765625","17.271425247192383","17.271425247192383","17.271425247192383","18.91438865661621","18.91438865661621","18.91438865661621","20.722633361816406","20.722633361816406","20.722633361816406","20.54064178466797","20.54064178466797","20.54064178466797","18.333662033081055","18.333662033081055","18.333662033081055","20.571229934692383","20.571229934692383","20.571229934692383","18.229459762573242","18.229459762573242","18.229459762573242","18.01714324951172","18.01714324951172","18.01714324951172","18.228666305541992","18.228666305541992","18.228666305541992"
"5280","17.690019607543945","17.690019607543945","17.690019607543945","17.997417449951172","17.997417449951172","17.997417449951172","18.187362670898438","18.187362670898438","18.187362670898438","20.387266159057617","20.387266159057617","20.387266159057617","20.52378273010254","20.52378273010254","20.52378273010254","20.471622467041016","20.471622467041016","20.471622467041016","19.05801010131836","19.05801010131836","19.05801010131836","18.83991050720215","18.83991050720215","18.83991050720215","18.545869827270508","18.545869827270508","18.545869827270508","17.10199546813965","17.10199546813965","17.10199546813965","17.24357795715332","17.24357795715332","17.24357795715332","17.229244232177734","17.229244232177734","17.229244232177734","20.561792373657227","20.561792373657227","20.561792373657227","20.59988784790039","20.59988784790039","20.59988784790039","20.664752960205078","20.664752960205078","20.664752960205078","17.139034271240234","17.139034271240234","17.139034271240234","18.623512268066406","18.623512268066406","18.623512268066406","20.48314094543457","20.48314094543457","20.48314094543457","17.177852630615234","17.177852630615234","17.177852630615234","20.381256103515625","20.381256103515625","20.381256103515625","20.34975814819336","20.34975814819336","20.34975814819336","17.1958065032959","17.1958065032959","17.1958065032959","18.767282485961914","18.767282485961914","18.767282485961914","20.616188049316406","20.616188049316406","20.616188049316406","20.515663146972656","20.515663146972656","20.515663146972656","18.34317970275879","18.34317970275879","18.34317970275879","20.535974502563477","20.535974502563477","20.535974502563477","18.258520126342773","18.258520126342773","18.258520126342773","17.902843475341797","17.902843475341797","17.902843475341797","18.191043853759766","18.191043853759766","18.191043853759766"
"5360","17.666858673095703","17.666858673095703","17.666858673095703","18.030391693115234","18.030391693115234","18.030391693115234","18.164745330810547","18.164745330810547","18.164745330810547","20.559812545776367","20.559812545776367","20.559812545776367","20.449487686157227","20.449487686157227","20.449487686157227","20.565433502197266","20.565433502197266","20.565433502197266","19.2103214263916","19.2103214263916","19.2103214263916","18.917434692382812","18.917434692382812","18.917434692382812","18.516695022583008","18.516695022583008","18.516695022583008","17.183107376098633","17.183107376098633","17.183107376098633","17.29434585571289","17.29434585571289","17.29434585571289","17.19223403930664","17.19223403930664","17.19223403930664","20.56121826171875","20.56121826171875","20.56121826171875","20.65850830078125","20.65850830078125","20.65850830078125","20.624120712280273","20.624120712280273","20.624120712280273","17.087329864501953","17.087329864501953","17.087329864501953","18.698421478271484","18.698421478271484","18.698421478271484","20.367490768432617","20.367490768432617","20.367490768432617","17.161672592163086","17.161672592163086","17.161672592163086","20.52518653869629","20.52518653869629","20.52518653869629","20.44449234008789","20.44449234008789","20.44449234008789","17.178970336914062","17.178970336914062","17.178970336914062","18.91625213623047","18.91625213623047","18.91625213623047","20.575002670288086","20.575002670288086","20.575002670288086","20.594799041748047","20.594799041748047","20.594799041748047","18.311368942260742","18.311368942260742","18.311368942260742","20.579147338867188","20.579147338867188","20.579147338867188","18.21678352355957","18.21678352355957","18.21678352355957","17.976396560668945","17.976396560668945","17.976396560668945","18.247108459472656","18.247108459472656","18.247108459472656"
"5440","17.801727294921875","17.801727294921875","17.801727294921875","18.090133666992188","18.090133666992188","18.090133666992188","18.213558197021484","18.213558197021484","18.213558197021484","20.323030471801758","20.323030471801758","20.323030471801758","20.4769229888916","20.4769229888916","20.4769229888916","20.5435848236084","20.5435848236084","20.5435848236084","19.0428466796875","19.0428466796875","19.0428466796875","18.830764770507812","18.830764770507812","18.830764770507812","18.553848266601562","18.553848266601562","18.553848266601562","17.181983947753906","17.181983947753906","17.181983947753906","17.322689056396484","17.322689056396484","17.322689056396484","17.20684814453125","17.20684814453125","17.20684814453125","20.75166893005371","20.75166893005371","20.75166893005371","20.660972595214844","20.660972595214844","20.660972595214844","20.846153259277344","20.846153259277344","20.846153259277344","17.114517211914062","17.114517211914062","17.114517211914062","18.690584182739258","18.690584182739258","18.690584182739258","20.405900955200195","20.405900955200195","20.405900955200195","17.20315933227539","17.20315933227539","17.20315933227539","20.275156021118164","20.275156021118164","20.275156021118164","20.427003860473633","20.427003860473633","20.427003860473633","17.246728897094727","17.246728897094727","17.246728897094727","18.702091217041016","18.702091217041016","18.702091217041016","20.731157302856445","20.731157302856445","20.731157302856445","20.689884185791016","20.689884185791016","20.689884185791016","18.3447322845459","18.3447322845459","18.3447322845459","20.632381439208984","20.632381439208984","20.632381439208984","18.29517936706543","18.29517936706543","18.29517936706543","18.005962371826172","18.005962371826172","18.005962371826172","18.26219367980957","18.26219367980957","18.26219367980957"
"5520","17.72908592224121","17.72908592224121","17.72908592224121","17.98278045654297","17.98278045654297","17.98278045654297","18.109642028808594","18.109642028808594","18.109642028808594","20.45244026184082","20.45244026184082","20.45244026184082","20.4898681640625","20.4898681640625","20.4898681640625","20.451122283935547","20.451122283935547","20.451122283935547","19.156044006347656","19.156044006347656","19.156044006347656","18.71929931640625","18.71929931640625","18.71929931640625","18.56946563720703","18.56946563720703","18.56946563720703","17.18421745300293","17.18421745300293","17.18421745300293","17.24573516845703","17.24573516845703","17.24573516845703","17.237424850463867","17.237424850463867","17.237424850463867","20.48891258239746","20.48891258239746","20.48891258239746","20.681171417236328","20.681171417236328","20.681171417236328","20.684436798095703","20.684436798095703","20.684436798095703","17.148298263549805","17.148298263549805","17.148298263549805","18.52227783203125","18.52227783203125","18.52227783203125","20.440868377685547","20.440868377685547","20.440868377685547","17.179733276367188","17.179733276367188","17.179733276367188","20.381298065185547","20.381298065185547","20.381298065185547","20.32561492919922","20.32561492919922","20.32561492919922","17.165756225585938","17.165756225585938","17.165756225585938","18.826494216918945","18.826494216918945","18.826494216918945","20.608318328857422","20.608318328857422","20.608318328857422","20.568506240844727","20.568506240844727","20.568506240844727","18.36687469482422","18.36687469482422","18.36687469482422","20.625804901123047","20.625804901123047","20.625804901123047","18.21380615234375","18.21380615234375","18.21380615234375","17.861698150634766","17.861698150634766","17.861698150634766","18.184371948242188","18.184371948242188","18.184371948242188"
