"Step","12139481_240930_010246S30_UN128_CN128 - val_val_ref_ssim","12139481_240930_010246S30_UN128_CN128 - val_val_ref_ssim__MIN","12139481_240930_010246S30_UN128_CN128 - val_val_ref_ssim__MAX","12139557_240930_010100S20_UN128_CN128 - val_val_ref_ssim","12139557_240930_010100S20_UN128_CN128 - val_val_ref_ssim__MIN","12139557_240930_010100S20_UN128_CN128 - val_val_ref_ssim__MAX","12139552_240930_004322S10_UN128_CN128 - val_val_ref_ssim","12139552_240930_004322S10_UN128_CN128 - val_val_ref_ssim__MIN","12139552_240930_004322S10_UN128_CN128 - val_val_ref_ssim__MAX","12139539_240930_001813S30_UN128_CN128 - val_val_ref_ssim","12139539_240930_001813S30_UN128_CN128 - val_val_ref_ssim__MIN","12139539_240930_001813S30_UN128_CN128 - val_val_ref_ssim__MAX","12139537_240930_001549S10_UN128_CN128 - val_val_ref_ssim","12139537_240930_001549S10_UN128_CN128 - val_val_ref_ssim__MIN","12139537_240930_001549S10_UN128_CN128 - val_val_ref_ssim__MAX","12139531_240929_235839S30_UN128_CN128 - val_val_ref_ssim","12139531_240929_235839S30_UN128_CN128 - val_val_ref_ssim__MIN","12139531_240929_235839S30_UN128_CN128 - val_val_ref_ssim__MAX","12139530_240929_235839S20_UN128_CN128 - val_val_ref_ssim","12139530_240929_235839S20_UN128_CN128 - val_val_ref_ssim__MIN","12139530_240929_235839S20_UN128_CN128 - val_val_ref_ssim__MAX","12139529_240929_235239S10_UN128_CN128 - val_val_ref_ssim","12139529_240929_235239S10_UN128_CN128 - val_val_ref_ssim__MIN","12139529_240929_235239S10_UN128_CN128 - val_val_ref_ssim__MAX","12139523_240929_232850S30_UN128_CN128 - val_val_ref_ssim","12139523_240929_232850S30_UN128_CN128 - val_val_ref_ssim__MIN","12139523_240929_232850S30_UN128_CN128 - val_val_ref_ssim__MAX","12139522_240929_232403S20_UN128_CN128 - val_val_ref_ssim","12139522_240929_232403S20_UN128_CN128 - val_val_ref_ssim__MIN","12139522_240929_232403S20_UN128_CN128 - val_val_ref_ssim__MAX","12139521_240929_232338S10_UN128_CN128 - val_val_ref_ssim","12139521_240929_232338S10_UN128_CN128 - val_val_ref_ssim__MIN","12139521_240929_232338S10_UN128_CN128 - val_val_ref_ssim__MAX","12139517_240929_232222S30_UN128_CN128 - val_val_ref_ssim","12139517_240929_232222S30_UN128_CN128 - val_val_ref_ssim__MIN","12139517_240929_232222S30_UN128_CN128 - val_val_ref_ssim__MAX","12139516_240929_232149S20_UN128_CN128 - val_val_ref_ssim","12139516_240929_232149S20_UN128_CN128 - val_val_ref_ssim__MIN","12139516_240929_232149S20_UN128_CN128 - val_val_ref_ssim__MAX","12139515_240929_232133S10_UN128_CN128 - val_val_ref_ssim","12139515_240929_232133S10_UN128_CN128 - val_val_ref_ssim__MIN","12139515_240929_232133S10_UN128_CN128 - val_val_ref_ssim__MAX","12139491_240929_231730S10_UN128 - val_val_ref_ssim","12139491_240929_231730S10_UN128 - val_val_ref_ssim__MIN","12139491_240929_231730S10_UN128 - val_val_ref_ssim__MAX","12139492_240929_231730S20_UN128 - val_val_ref_ssim","12139492_240929_231730S20_UN128 - val_val_ref_ssim__MIN","12139492_240929_231730S20_UN128 - val_val_ref_ssim__MAX","12139487_240929_231736S30_UN128 - val_val_ref_ssim","12139487_240929_231736S30_UN128 - val_val_ref_ssim__MIN","12139487_240929_231736S30_UN128 - val_val_ref_ssim__MAX","12139485_240929_231732S10_UN128 - val_val_ref_ssim","12139485_240929_231732S10_UN128 - val_val_ref_ssim__MIN","12139485_240929_231732S10_UN128 - val_val_ref_ssim__MAX","12139497_240929_231734S10_UN128 - val_val_ref_ssim","12139497_240929_231734S10_UN128 - val_val_ref_ssim__MIN","12139497_240929_231734S10_UN128 - val_val_ref_ssim__MAX","12139498_240929_231734S20_UN128 - val_val_ref_ssim","12139498_240929_231734S20_UN128 - val_val_ref_ssim__MIN","12139498_240929_231734S20_UN128 - val_val_ref_ssim__MAX","12139486_240929_231732S20_UN128 - val_val_ref_ssim","12139486_240929_231732S20_UN128 - val_val_ref_ssim__MIN","12139486_240929_231732S20_UN128 - val_val_ref_ssim__MAX","12139499_240929_231732S30_UN128 - val_val_ref_ssim","12139499_240929_231732S30_UN128 - val_val_ref_ssim__MIN","12139499_240929_231732S30_UN128 - val_val_ref_ssim__MAX","12139504_240929_231707S20_UN128 - val_val_ref_ssim","12139504_240929_231707S20_UN128 - val_val_ref_ssim__MIN","12139504_240929_231707S20_UN128 - val_val_ref_ssim__MAX","12139505_240929_231707S30_UN128 - val_val_ref_ssim","12139505_240929_231707S30_UN128 - val_val_ref_ssim__MIN","12139505_240929_231707S30_UN128 - val_val_ref_ssim__MAX","12139503_240929_231707S10_UN128 - val_val_ref_ssim","12139503_240929_231707S10_UN128 - val_val_ref_ssim__MIN","12139503_240929_231707S10_UN128 - val_val_ref_ssim__MAX","12139510_240929_231705S20_UN128 - val_val_ref_ssim","12139510_240929_231705S20_UN128 - val_val_ref_ssim__MIN","12139510_240929_231705S20_UN128 - val_val_ref_ssim__MAX","12139509_240929_231705S10_UN128 - val_val_ref_ssim","12139509_240929_231705S10_UN128 - val_val_ref_ssim__MIN","12139509_240929_231705S10_UN128 - val_val_ref_ssim__MAX","12139511_240929_231657S30_UN128 - val_val_ref_ssim","12139511_240929_231657S30_UN128 - val_val_ref_ssim__MIN","12139511_240929_231657S30_UN128 - val_val_ref_ssim__MAX"
"2560","0.6252536177635193","0.6252536177635193","0.6252536177635193","0.6310082674026489","0.6310082674026489","0.6310082674026489","0.6360079050064087","0.6360079050064087","0.6360079050064087","0.6456760764122009","0.6456760764122009","0.6456760764122009","0.6343561410903931","0.6343561410903931","0.6343561410903931","0.47565892338752747","0.47565892338752747","0.47565892338752747","0.4739536643028259","0.4739536643028259","0.4739536643028259","0.4680714011192322","0.4680714011192322","0.4680714011192322","0.44842609763145447","0.44842609763145447","0.44842609763145447","0.447335809469223","0.447335809469223","0.447335809469223","0.44304054975509644","0.44304054975509644","0.44304054975509644","0.6658963561058044","0.6658963561058044","0.6658963561058044","0.6704355478286743","0.6704355478286743","0.6704355478286743","0.6688950657844543","0.6688950657844543","0.6688950657844543","0.44183555245399475","0.44183555245399475","0.44183555245399475","0.443248987197876","0.443248987197876","0.443248987197876","0.6634851694107056","0.6634851694107056","0.6634851694107056","0.667324423789978","0.667324423789978","0.667324423789978","0.4648973047733307","0.4648973047733307","0.4648973047733307","0.47075557708740234","0.47075557708740234","0.47075557708740234","0.6719050407409668","0.6719050407409668","0.6719050407409668","0.472509503364563","0.472509503364563","0.472509503364563","0.6397207975387573","0.6397207975387573","0.6397207975387573","0.6469031572341919","0.6469031572341919","0.6469031572341919","0.6271504163742065","0.6271504163742065","0.6271504163742065","0.6327915191650391","0.6327915191650391","0.6327915191650391","0.6339865922927856","0.6339865922927856","0.6339865922927856","0.6241666078567505","0.6241666078567505","0.6241666078567505"
"2640","0.626420259475708","0.626420259475708","0.626420259475708","0.636172890663147","0.636172890663147","0.636172890663147","0.6344149112701416","0.6344149112701416","0.6344149112701416","0.6447446346282959","0.6447446346282959","0.6447446346282959","0.634088397026062","0.634088397026062","0.634088397026062","0.4737536907196045","0.4737536907196045","0.4737536907196045","0.4734054207801819","0.4734054207801819","0.4734054207801819","0.46661829948425293","0.46661829948425293","0.46661829948425293","0.4453139901161194","0.4453139901161194","0.4453139901161194","0.45025870203971863","0.45025870203971863","0.45025870203971863","0.4460594654083252","0.4460594654083252","0.4460594654083252","0.6675417423248291","0.6675417423248291","0.6675417423248291","0.6720577478408813","0.6720577478408813","0.6720577478408813","0.6703359484672546","0.6703359484672546","0.6703359484672546","0.4437078535556793","0.4437078535556793","0.4437078535556793","0.4439767897129059","0.4439767897129059","0.4439767897129059","0.6638180017471313","0.6638180017471313","0.6638180017471313","0.6693223714828491","0.6693223714828491","0.6693223714828491","0.46430590748786926","0.46430590748786926","0.46430590748786926","0.4696213901042938","0.4696213901042938","0.4696213901042938","0.6726264953613281","0.6726264953613281","0.6726264953613281","0.47120219469070435","0.47120219469070435","0.47120219469070435","0.6425211429595947","0.6425211429595947","0.6425211429595947","0.6452039480209351","0.6452039480209351","0.6452039480209351","0.6287526488304138","0.6287526488304138","0.6287526488304138","0.6328402161598206","0.6328402161598206","0.6328402161598206","0.633296012878418","0.633296012878418","0.633296012878418","0.6248058676719666","0.6248058676719666","0.6248058676719666"
"2720","0.6288232207298279","0.6288232207298279","0.6288232207298279","0.6373701095581055","0.6373701095581055","0.6373701095581055","0.6333339214324951","0.6333339214324951","0.6333339214324951","0.6497275233268738","0.6497275233268738","0.6497275233268738","0.6381468772888184","0.6381468772888184","0.6381468772888184","0.47757190465927124","0.47757190465927124","0.47757190465927124","0.47424134612083435","0.47424134612083435","0.47424134612083435","0.46736395359039307","0.46736395359039307","0.46736395359039307","0.4548945426940918","0.4548945426940918","0.4548945426940918","0.44880062341690063","0.44880062341690063","0.44880062341690063","0.4432351291179657","0.4432351291179657","0.4432351291179657","0.6720624566078186","0.6720624566078186","0.6720624566078186","0.6700071692466736","0.6700071692466736","0.6700071692466736","0.670556902885437","0.670556902885437","0.670556902885437","0.44223931431770325","0.44223931431770325","0.44223931431770325","0.44764623045921326","0.44764623045921326","0.44764623045921326","0.6682671308517456","0.6682671308517456","0.6682671308517456","0.6694074869155884","0.6694074869155884","0.6694074869155884","0.46477311849594116","0.46477311849594116","0.46477311849594116","0.47109270095825195","0.47109270095825195","0.47109270095825195","0.6709136962890625","0.6709136962890625","0.6709136962890625","0.4732151925563812","0.4732151925563812","0.4732151925563812","0.6425254344940186","0.6425254344940186","0.6425254344940186","0.6471443176269531","0.6471443176269531","0.6471443176269531","0.6317744851112366","0.6317744851112366","0.6317744851112366","0.636946439743042","0.636946439743042","0.636946439743042","0.6333767771720886","0.6333767771720886","0.6333767771720886","0.6287964582443237","0.6287964582443237","0.6287964582443237"
"2800","0.6301114559173584","0.6301114559173584","0.6301114559173584","0.6350188255310059","0.6350188255310059","0.6350188255310059","0.6340125799179077","0.6340125799179077","0.6340125799179077","0.6510858535766602","0.6510858535766602","0.6510858535766602","0.6353775262832642","0.6353775262832642","0.6353775262832642","0.4776725172996521","0.4776725172996521","0.4776725172996521","0.4724026322364807","0.4724026322364807","0.4724026322364807","0.4670751690864563","0.4670751690864563","0.4670751690864563","0.45672211050987244","0.45672211050987244","0.45672211050987244","0.4546334147453308","0.4546334147453308","0.4546334147453308","0.4436466097831726","0.4436466097831726","0.4436466097831726","0.6680201888084412","0.6680201888084412","0.6680201888084412","0.672602117061615","0.672602117061615","0.672602117061615","0.6683710813522339","0.6683710813522339","0.6683710813522339","0.4402216672897339","0.4402216672897339","0.4402216672897339","0.45022252202033997","0.45022252202033997","0.45022252202033997","0.668594479560852","0.668594479560852","0.668594479560852","0.665973961353302","0.665973961353302","0.665973961353302","0.4645121097564697","0.4645121097564697","0.4645121097564697","0.47019270062446594","0.47019270062446594","0.47019270062446594","0.6719306111335754","0.6719306111335754","0.6719306111335754","0.4762168228626251","0.4762168228626251","0.4762168228626251","0.6443235278129578","0.6443235278129578","0.6443235278129578","0.6490363478660583","0.6490363478660583","0.6490363478660583","0.6298348903656006","0.6298348903656006","0.6298348903656006","0.6324207186698914","0.6324207186698914","0.6324207186698914","0.63344407081604","0.63344407081604","0.63344407081604","0.6319577097892761","0.6319577097892761","0.6319577097892761"
"2880","0.6257679462432861","0.6257679462432861","0.6257679462432861","0.6315080523490906","0.6315080523490906","0.6315080523490906","0.6338813304901123","0.6338813304901123","0.6338813304901123","0.650180459022522","0.650180459022522","0.650180459022522","0.6370643377304077","0.6370643377304077","0.6370643377304077","0.4748443365097046","0.4748443365097046","0.4748443365097046","0.47441062331199646","0.47441062331199646","0.47441062331199646","0.46517324447631836","0.46517324447631836","0.46517324447631836","0.4640180468559265","0.4640180468559265","0.4640180468559265","0.45312097668647766","0.45312097668647766","0.45312097668647766","0.4424852132797241","0.4424852132797241","0.4424852132797241","0.670172929763794","0.670172929763794","0.670172929763794","0.6736450791358948","0.6736450791358948","0.6736450791358948","0.6674906611442566","0.6674906611442566","0.6674906611442566","0.44054558873176575","0.44054558873176575","0.44054558873176575","0.44837674498558044","0.44837674498558044","0.44837674498558044","0.6703571677207947","0.6703571677207947","0.6703571677207947","0.6666319966316223","0.6666319966316223","0.6666319966316223","0.46317338943481445","0.46317338943481445","0.46317338943481445","0.4709964394569397","0.4709964394569397","0.4709964394569397","0.6737407445907593","0.6737407445907593","0.6737407445907593","0.4724290072917938","0.4724290072917938","0.4724290072917938","0.6443631649017334","0.6443631649017334","0.6443631649017334","0.647140383720398","0.647140383720398","0.647140383720398","0.630942702293396","0.630942702293396","0.630942702293396","0.6307660341262817","0.6307660341262817","0.6307660341262817","0.6330133676528931","0.6330133676528931","0.6330133676528931","0.6252272725105286","0.6252272725105286","0.6252272725105286"
"2960","0.6311116814613342","0.6311116814613342","0.6311116814613342","0.6334044933319092","0.6334044933319092","0.6334044933319092","0.6364065408706665","0.6364065408706665","0.6364065408706665","0.6505308151245117","0.6505308151245117","0.6505308151245117","0.636773407459259","0.636773407459259","0.636773407459259","0.48136961460113525","0.48136961460113525","0.48136961460113525","0.47510668635368347","0.47510668635368347","0.47510668635368347","0.46726709604263306","0.46726709604263306","0.46726709604263306","0.4596185088157654","0.4596185088157654","0.4596185088157654","0.4564909338951111","0.4564909338951111","0.4564909338951111","0.4447444677352905","0.4447444677352905","0.4447444677352905","0.6739408373832703","0.6739408373832703","0.6739408373832703","0.6747108697891235","0.6747108697891235","0.6747108697891235","0.6711169481277466","0.6711169481277466","0.6711169481277466","0.4427543580532074","0.4427543580532074","0.4427543580532074","0.45035597681999207","0.45035597681999207","0.45035597681999207","0.672797441482544","0.672797441482544","0.672797441482544","0.6681731939315796","0.6681731939315796","0.6681731939315796","0.46512019634246826","0.46512019634246826","0.46512019634246826","0.47122687101364136","0.47122687101364136","0.47122687101364136","0.6743342280387878","0.6743342280387878","0.6743342280387878","0.4775204658508301","0.4775204658508301","0.4775204658508301","0.646293580532074","0.646293580532074","0.646293580532074","0.6494266986846924","0.6494266986846924","0.6494266986846924","0.6309043169021606","0.6309043169021606","0.6309043169021606","0.6322034597396851","0.6322034597396851","0.6322034597396851","0.6348811388015747","0.6348811388015747","0.6348811388015747","0.6297799944877625","0.6297799944877625","0.6297799944877625"
"3040","0.6305301189422607","0.6305301189422607","0.6305301189422607","0.6349767446517944","0.6349767446517944","0.6349767446517944","0.6338495016098022","0.6338495016098022","0.6338495016098022","0.646102786064148","0.646102786064148","0.646102786064148","0.6354212760925293","0.6354212760925293","0.6354212760925293","0.4785293638706207","0.4785293638706207","0.4785293638706207","0.475938081741333","0.475938081741333","0.475938081741333","0.4680849611759186","0.4680849611759186","0.4680849611759186","0.456479549407959","0.456479549407959","0.456479549407959","0.4509162902832031","0.4509162902832031","0.4509162902832031","0.440616250038147","0.440616250038147","0.440616250038147","0.6734379529953003","0.6734379529953003","0.6734379529953003","0.672478437423706","0.672478437423706","0.672478437423706","0.6690183281898499","0.6690183281898499","0.6690183281898499","0.4394230842590332","0.4394230842590332","0.4394230842590332","0.4496220350265503","0.4496220350265503","0.4496220350265503","0.6753078699111938","0.6753078699111938","0.6753078699111938","0.6660064458847046","0.6660064458847046","0.6660064458847046","0.4658346474170685","0.4658346474170685","0.4658346474170685","0.47284483909606934","0.47284483909606934","0.47284483909606934","0.671421229839325","0.671421229839325","0.671421229839325","0.47697901725769043","0.47697901725769043","0.47697901725769043","0.6464306712150574","0.6464306712150574","0.6464306712150574","0.6457870602607727","0.6457870602607727","0.6457870602607727","0.6313928365707397","0.6313928365707397","0.6313928365707397","0.6325424313545227","0.6325424313545227","0.6325424313545227","0.6334455609321594","0.6334455609321594","0.6334455609321594","0.6281442642211914","0.6281442642211914","0.6281442642211914"
"3120","0.6250388026237488","0.6250388026237488","0.6250388026237488","0.636876106262207","0.636876106262207","0.636876106262207","0.6343384981155396","0.6343384981155396","0.6343384981155396","0.6384165287017822","0.6384165287017822","0.6384165287017822","0.6371824145317078","0.6371824145317078","0.6371824145317078","0.4784472584724426","0.4784472584724426","0.4784472584724426","0.47463464736938477","0.47463464736938477","0.47463464736938477","0.4673985242843628","0.4673985242843628","0.4673985242843628","0.4586724638938904","0.4586724638938904","0.4586724638938904","0.4547944962978363","0.4547944962978363","0.4547944962978363","0.4417852461338043","0.4417852461338043","0.4417852461338043","0.6670814752578735","0.6670814752578735","0.6670814752578735","0.6745590567588806","0.6745590567588806","0.6745590567588806","0.6706767678260803","0.6706767678260803","0.6706767678260803","0.4402427077293396","0.4402427077293396","0.4402427077293396","0.4476696252822876","0.4476696252822876","0.4476696252822876","0.6653127670288086","0.6653127670288086","0.6653127670288086","0.6679941415786743","0.6679941415786743","0.6679941415786743","0.4645489454269409","0.4645489454269409","0.4645489454269409","0.4710710942745209","0.4710710942745209","0.4710710942745209","0.6732162833213806","0.6732162833213806","0.6732162833213806","0.47598403692245483","0.47598403692245483","0.47598403692245483","0.6483439207077026","0.6483439207077026","0.6483439207077026","0.6454285979270935","0.6454285979270935","0.6454285979270935","0.6310049891471863","0.6310049891471863","0.6310049891471863","0.6336318850517273","0.6336318850517273","0.6336318850517273","0.633209228515625","0.633209228515625","0.633209228515625","0.6255325078964233","0.6255325078964233","0.6255325078964233"
"3200","0.6253287196159363","0.6253287196159363","0.6253287196159363","0.6314595341682434","0.6314595341682434","0.6314595341682434","0.636185884475708","0.636185884475708","0.636185884475708","0.6439802646636963","0.6439802646636963","0.6439802646636963","0.6380369067192078","0.6380369067192078","0.6380369067192078","0.4767609238624573","0.4767609238624573","0.4767609238624573","0.4727189838886261","0.4727189838886261","0.4727189838886261","0.46735745668411255","0.46735745668411255","0.46735745668411255","0.4583890438079834","0.4583890438079834","0.4583890438079834","0.45458218455314636","0.45458218455314636","0.45458218455314636","0.4450213611125946","0.4450213611125946","0.4450213611125946","0.6690660715103149","0.6690660715103149","0.6690660715103149","0.6748527884483337","0.6748527884483337","0.6748527884483337","0.6720539331436157","0.6720539331436157","0.6720539331436157","0.4423481822013855","0.4423481822013855","0.4423481822013855","0.4500921070575714","0.4500921070575714","0.4500921070575714","0.667516827583313","0.667516827583313","0.667516827583313","0.668914258480072","0.668914258480072","0.668914258480072","0.46564939618110657","0.46564939618110657","0.46564939618110657","0.47075533866882324","0.47075533866882324","0.47075533866882324","0.6749187111854553","0.6749187111854553","0.6749187111854553","0.47442084550857544","0.47442084550857544","0.47442084550857544","0.6452827453613281","0.6452827453613281","0.6452827453613281","0.6439434289932251","0.6439434289932251","0.6439434289932251","0.6333932280540466","0.6333932280540466","0.6333932280540466","0.6297262907028198","0.6297262907028198","0.6297262907028198","0.6352777481079102","0.6352777481079102","0.6352777481079102","0.6274045705795288","0.6274045705795288","0.6274045705795288"
"3280","0.6270986795425415","0.6270986795425415","0.6270986795425415","0.6335855722427368","0.6335855722427368","0.6335855722427368","0.6338279247283936","0.6338279247283936","0.6338279247283936","0.6477270126342773","0.6477270126342773","0.6477270126342773","0.635176420211792","0.635176420211792","0.635176420211792","0.4778479337692261","0.4778479337692261","0.4778479337692261","0.47650766372680664","0.47650766372680664","0.47650766372680664","0.46719837188720703","0.46719837188720703","0.46719837188720703","0.45798009634017944","0.45798009634017944","0.45798009634017944","0.45784497261047363","0.45784497261047363","0.45784497261047363","0.4440773129463196","0.4440773129463196","0.4440773129463196","0.6699504852294922","0.6699504852294922","0.6699504852294922","0.6763007640838623","0.6763007640838623","0.6763007640838623","0.6696723699569702","0.6696723699569702","0.6696723699569702","0.44193920493125916","0.44193920493125916","0.44193920493125916","0.45277079939842224","0.45277079939842224","0.45277079939842224","0.6684154272079468","0.6684154272079468","0.6684154272079468","0.6667084097862244","0.6667084097862244","0.6667084097862244","0.4645920395851135","0.4645920395851135","0.4645920395851135","0.47316163778305054","0.47316163778305054","0.47316163778305054","0.6745611429214478","0.6745611429214478","0.6745611429214478","0.47584331035614014","0.47584331035614014","0.47584331035614014","0.6492569446563721","0.6492569446563721","0.6492569446563721","0.6503938436508179","0.6503938436508179","0.6503938436508179","0.6304514408111572","0.6304514408111572","0.6304514408111572","0.6311931014060974","0.6311931014060974","0.6311931014060974","0.6331809759140015","0.6331809759140015","0.6331809759140015","0.6283978819847107","0.6283978819847107","0.6283978819847107"
"3360","0.627530038356781","0.627530038356781","0.627530038356781","0.6347857713699341","0.6347857713699341","0.6347857713699341","0.6347159147262573","0.6347159147262573","0.6347159147262573","0.6472457647323608","0.6472457647323608","0.6472457647323608","0.6353445649147034","0.6353445649147034","0.6353445649147034","0.47903797030448914","0.47903797030448914","0.47903797030448914","0.4744279980659485","0.4744279980659485","0.4744279980659485","0.46890270709991455","0.46890270709991455","0.46890270709991455","0.4577900767326355","0.4577900767326355","0.4577900767326355","0.45708295702934265","0.45708295702934265","0.45708295702934265","0.4448847770690918","0.4448847770690918","0.4448847770690918","0.6711629033088684","0.6711629033088684","0.6711629033088684","0.6739870309829712","0.6739870309829712","0.6739870309829712","0.6708582043647766","0.6708582043647766","0.6708582043647766","0.4422503411769867","0.4422503411769867","0.4422503411769867","0.45386964082717896","0.45386964082717896","0.45386964082717896","0.6708908081054688","0.6708908081054688","0.6708908081054688","0.6683197617530823","0.6683197617530823","0.6683197617530823","0.46623146533966064","0.46623146533966064","0.46623146533966064","0.4714507460594177","0.4714507460594177","0.4714507460594177","0.6726372838020325","0.6726372838020325","0.6726372838020325","0.4769775867462158","0.4769775867462158","0.4769775867462158","0.6473594903945923","0.6473594903945923","0.6473594903945923","0.6474655270576477","0.6474655270576477","0.6474655270576477","0.6300716400146484","0.6300716400146484","0.6300716400146484","0.6319866180419922","0.6319866180419922","0.6319866180419922","0.6349512934684753","0.6349512934684753","0.6349512934684753","0.6251080632209778","0.6251080632209778","0.6251080632209778"
"3440","0.6315785050392151","0.6315785050392151","0.6315785050392151","0.6329991817474365","0.6329991817474365","0.6329991817474365","0.6340946555137634","0.6340946555137634","0.6340946555137634","0.6467663049697876","0.6467663049697876","0.6467663049697876","0.6367099285125732","0.6367099285125732","0.6367099285125732","0.4817042350769043","0.4817042350769043","0.4817042350769043","0.47475236654281616","0.47475236654281616","0.47475236654281616","0.4684900641441345","0.4684900641441345","0.4684900641441345","0.4594758152961731","0.4594758152961731","0.4594758152961731","0.45177459716796875","0.45177459716796875","0.45177459716796875","0.44619274139404297","0.44619274139404297","0.44619274139404297","0.6745522022247314","0.6745522022247314","0.6745522022247314","0.6750611066818237","0.6750611066818237","0.6750611066818237","0.6711441874504089","0.6711441874504089","0.6711441874504089","0.4425157308578491","0.4425157308578491","0.4425157308578491","0.4475798010826111","0.4475798010826111","0.4475798010826111","0.6725468635559082","0.6725468635559082","0.6725468635559082","0.6700477600097656","0.6700477600097656","0.6700477600097656","0.4656844437122345","0.4656844437122345","0.4656844437122345","0.47063401341438293","0.47063401341438293","0.47063401341438293","0.6735563278198242","0.6735563278198242","0.6735563278198242","0.4792456030845642","0.4792456030845642","0.4792456030845642","0.6473692655563354","0.6473692655563354","0.6473692655563354","0.6526163220405579","0.6526163220405579","0.6526163220405579","0.6314308643341064","0.6314308643341064","0.6314308643341064","0.6327043771743774","0.6327043771743774","0.6327043771743774","0.6336869597434998","0.6336869597434998","0.6336869597434998","0.6326265931129456","0.6326265931129456","0.6326265931129456"
"3520","0.6285989284515381","0.6285989284515381","0.6285989284515381","0.634881854057312","0.634881854057312","0.634881854057312","0.6345911622047424","0.6345911622047424","0.6345911622047424","0.6473137140274048","0.6473137140274048","0.6473137140274048","0.6398475766181946","0.6398475766181946","0.6398475766181946","0.4794985055923462","0.4794985055923462","0.4794985055923462","0.4763537049293518","0.4763537049293518","0.4763537049293518","0.4684644341468811","0.4684644341468811","0.4684644341468811","0.4583449065685272","0.4583449065685272","0.4583449065685272","0.4556487202644348","0.4556487202644348","0.4556487202644348","0.444335401058197","0.444335401058197","0.444335401058197","0.6722970604896545","0.6722970604896545","0.6722970604896545","0.6738942861557007","0.6738942861557007","0.6738942861557007","0.671030580997467","0.671030580997467","0.671030580997467","0.4408145546913147","0.4408145546913147","0.4408145546913147","0.4492577016353607","0.4492577016353607","0.4492577016353607","0.6686283349990845","0.6686283349990845","0.6686283349990845","0.6687419414520264","0.6687419414520264","0.6687419414520264","0.46532177925109863","0.46532177925109863","0.46532177925109863","0.4732641577720642","0.4732641577720642","0.4732641577720642","0.6709429621696472","0.6709429621696472","0.6709429621696472","0.4780961573123932","0.4780961573123932","0.4780961573123932","0.6461135149002075","0.6461135149002075","0.6461135149002075","0.6490347385406494","0.6490347385406494","0.6490347385406494","0.6331388354301453","0.6331388354301453","0.6331388354301453","0.6340572237968445","0.6340572237968445","0.6340572237968445","0.6330726742744446","0.6330726742744446","0.6330726742744446","0.6239765286445618","0.6239765286445618","0.6239765286445618"
"3600","0.6268618702888489","0.6268618702888489","0.6268618702888489","0.637286365032196","0.637286365032196","0.637286365032196","0.6345493793487549","0.6345493793487549","0.6345493793487549","0.6515091061592102","0.6515091061592102","0.6515091061592102","0.6393882036209106","0.6393882036209106","0.6393882036209106","0.47852399945259094","0.47852399945259094","0.47852399945259094","0.4763549864292145","0.4763549864292145","0.4763549864292145","0.4679800271987915","0.4679800271987915","0.4679800271987915","0.46405500173568726","0.46405500173568726","0.46405500173568726","0.4535653293132782","0.4535653293132782","0.4535653293132782","0.4461515247821808","0.4461515247821808","0.4461515247821808","0.6739411950111389","0.6739411950111389","0.6739411950111389","0.6739716529846191","0.6739716529846191","0.6739716529846191","0.6704919934272766","0.6704919934272766","0.6704919934272766","0.4430461525917053","0.4430461525917053","0.4430461525917053","0.4489173889160156","0.4489173889160156","0.4489173889160156","0.6719610691070557","0.6719610691070557","0.6719610691070557","0.6688060164451599","0.6688060164451599","0.6688060164451599","0.4650367498397827","0.4650367498397827","0.4650367498397827","0.47241371870040894","0.47241371870040894","0.47241371870040894","0.673623263835907","0.673623263835907","0.673623263835907","0.47614026069641113","0.47614026069641113","0.47614026069641113","0.6502914428710938","0.6502914428710938","0.6502914428710938","0.6512574553489685","0.6512574553489685","0.6512574553489685","0.6338828802108765","0.6338828802108765","0.6338828802108765","0.6366570591926575","0.6366570591926575","0.6366570591926575","0.6325782537460327","0.6325782537460327","0.6325782537460327","0.6301171779632568","0.6301171779632568","0.6301171779632568"
