"Step","12139481_240930_010246S30_UN128_CN128 - val_lpips","12139481_240930_010246S30_UN128_CN128 - val_lpips__MIN","12139481_240930_010246S30_UN128_CN128 - val_lpips__MAX","12139557_240930_010100S20_UN128_CN128 - val_lpips","12139557_240930_010100S20_UN128_CN128 - val_lpips__MIN","12139557_240930_010100S20_UN128_CN128 - val_lpips__MAX","12139552_240930_004322S10_UN128_CN128 - val_lpips","12139552_240930_004322S10_UN128_CN128 - val_lpips__MIN","12139552_240930_004322S10_UN128_CN128 - val_lpips__MAX","12139539_240930_001813S30_UN128_CN128 - val_lpips","12139539_240930_001813S30_UN128_CN128 - val_lpips__MIN","12139539_240930_001813S30_UN128_CN128 - val_lpips__MAX","12139537_240930_001549S10_UN128_CN128 - val_lpips","12139537_240930_001549S10_UN128_CN128 - val_lpips__MIN","12139537_240930_001549S10_UN128_CN128 - val_lpips__MAX","12139531_240929_235839S30_UN128_CN128 - val_lpips","12139531_240929_235839S30_UN128_CN128 - val_lpips__MIN","12139531_240929_235839S30_UN128_CN128 - val_lpips__MAX","12139530_240929_235839S20_UN128_CN128 - val_lpips","12139530_240929_235839S20_UN128_CN128 - val_lpips__MIN","12139530_240929_235839S20_UN128_CN128 - val_lpips__MAX","12139529_240929_235239S10_UN128_CN128 - val_lpips","12139529_240929_235239S10_UN128_CN128 - val_lpips__MIN","12139529_240929_235239S10_UN128_CN128 - val_lpips__MAX","12139523_240929_232850S30_UN128_CN128 - val_lpips","12139523_240929_232850S30_UN128_CN128 - val_lpips__MIN","12139523_240929_232850S30_UN128_CN128 - val_lpips__MAX","12139522_240929_232403S20_UN128_CN128 - val_lpips","12139522_240929_232403S20_UN128_CN128 - val_lpips__MIN","12139522_240929_232403S20_UN128_CN128 - val_lpips__MAX","12139521_240929_232338S10_UN128_CN128 - val_lpips","12139521_240929_232338S10_UN128_CN128 - val_lpips__MIN","12139521_240929_232338S10_UN128_CN128 - val_lpips__MAX","12139517_240929_232222S30_UN128_CN128 - val_lpips","12139517_240929_232222S30_UN128_CN128 - val_lpips__MIN","12139517_240929_232222S30_UN128_CN128 - val_lpips__MAX","12139516_240929_232149S20_UN128_CN128 - val_lpips","12139516_240929_232149S20_UN128_CN128 - val_lpips__MIN","12139516_240929_232149S20_UN128_CN128 - val_lpips__MAX","12139515_240929_232133S10_UN128_CN128 - val_lpips","12139515_240929_232133S10_UN128_CN128 - val_lpips__MIN","12139515_240929_232133S10_UN128_CN128 - val_lpips__MAX","12139491_240929_231730S10_UN128 - val_lpips","12139491_240929_231730S10_UN128 - val_lpips__MIN","12139491_240929_231730S10_UN128 - val_lpips__MAX","12139492_240929_231730S20_UN128 - val_lpips","12139492_240929_231730S20_UN128 - val_lpips__MIN","12139492_240929_231730S20_UN128 - val_lpips__MAX","12139487_240929_231736S30_UN128 - val_lpips","12139487_240929_231736S30_UN128 - val_lpips__MIN","12139487_240929_231736S30_UN128 - val_lpips__MAX","12139485_240929_231732S10_UN128 - val_lpips","12139485_240929_231732S10_UN128 - val_lpips__MIN","12139485_240929_231732S10_UN128 - val_lpips__MAX","12139497_240929_231734S10_UN128 - val_lpips","12139497_240929_231734S10_UN128 - val_lpips__MIN","12139497_240929_231734S10_UN128 - val_lpips__MAX","12139498_240929_231734S20_UN128 - val_lpips","12139498_240929_231734S20_UN128 - val_lpips__MIN","12139498_240929_231734S20_UN128 - val_lpips__MAX","12139486_240929_231732S20_UN128 - val_lpips","12139486_240929_231732S20_UN128 - val_lpips__MIN","12139486_240929_231732S20_UN128 - val_lpips__MAX","12139499_240929_231732S30_UN128 - val_lpips","12139499_240929_231732S30_UN128 - val_lpips__MIN","12139499_240929_231732S30_UN128 - val_lpips__MAX","12139504_240929_231707S20_UN128 - val_lpips","12139504_240929_231707S20_UN128 - val_lpips__MIN","12139504_240929_231707S20_UN128 - val_lpips__MAX","12139505_240929_231707S30_UN128 - val_lpips","12139505_240929_231707S30_UN128 - val_lpips__MIN","12139505_240929_231707S30_UN128 - val_lpips__MAX","12139503_240929_231707S10_UN128 - val_lpips","12139503_240929_231707S10_UN128 - val_lpips__MIN","12139503_240929_231707S10_UN128 - val_lpips__MAX","12139510_240929_231705S20_UN128 - val_lpips","12139510_240929_231705S20_UN128 - val_lpips__MIN","12139510_240929_231705S20_UN128 - val_lpips__MAX","12139509_240929_231705S10_UN128 - val_lpips","12139509_240929_231705S10_UN128 - val_lpips__MIN","12139509_240929_231705S10_UN128 - val_lpips__MAX","12139511_240929_231657S30_UN128 - val_lpips","12139511_240929_231657S30_UN128 - val_lpips__MIN","12139511_240929_231657S30_UN128 - val_lpips__MAX"
"2160","0.17080886662006378","0.17080886662006378","0.17080886662006378","0.1374789923429489","0.1374789923429489","0.1374789923429489","0.11412551254034042","0.11412551254034042","0.11412551254034042","0.2052077353000641","0.2052077353000641","0.2052077353000641","0.15089061856269836","0.15089061856269836","0.15089061856269836","0.11221438646316528","0.11221438646316528","0.11221438646316528","0.09784495085477829","0.09784495085477829","0.09784495085477829","0.08002711832523346","0.08002711832523346","0.08002711832523346","0.13928347826004028","0.13928347826004028","0.13928347826004028","0.11931382119655609","0.11931382119655609","0.11931382119655609","0.10107813775539398","0.10107813775539398","0.10107813775539398","0.188500314950943","0.188500314950943","0.188500314950943","0.1634928435087204","0.1634928435087204","0.1634928435087204","0.13551968336105347","0.13551968336105347","0.13551968336105347","0.105524443089962","0.105524443089962","0.105524443089962","0.12716230750083923","0.12716230750083923","0.12716230750083923","0.2062254250049591","0.2062254250049591","0.2062254250049591","0.14367859065532684","0.14367859065532684","0.14367859065532684","0.08464227616786957","0.08464227616786957","0.08464227616786957","0.10813505947589874","0.10813505947589874","0.10813505947589874","0.1770726889371872","0.1770726889371872","0.1770726889371872","0.11981308460235596","0.11981308460235596","0.11981308460235596","0.1885867416858673","0.1885867416858673","0.1885867416858673","0.22266831994056702","0.22266831994056702","0.22266831994056702","0.16167373955249786","0.16167373955249786","0.16167373955249786","0.14831025898456573","0.14831025898456573","0.14831025898456573","0.12148837000131607","0.12148837000131607","0.12148837000131607","0.18268808722496033","0.18268808722496033","0.18268808722496033"
"2240","0.16265152394771576","0.16265152394771576","0.16265152394771576","0.14067935943603516","0.14067935943603516","0.14067935943603516","0.11522036790847778","0.11522036790847778","0.11522036790847778","0.21947439014911652","0.21947439014911652","0.21947439014911652","0.1511436402797699","0.1511436402797699","0.1511436402797699","0.1208958625793457","0.1208958625793457","0.1208958625793457","0.09984681755304337","0.09984681755304337","0.09984681755304337","0.08039149641990662","0.08039149641990662","0.08039149641990662","0.14184117317199707","0.14184117317199707","0.14184117317199707","0.1182536855340004","0.1182536855340004","0.1182536855340004","0.09964976459741592","0.09964976459741592","0.09964976459741592","0.19252550601959229","0.19252550601959229","0.19252550601959229","0.1626954823732376","0.1626954823732376","0.1626954823732376","0.1311313807964325","0.1311313807964325","0.1311313807964325","0.10507217794656754","0.10507217794656754","0.10507217794656754","0.12713247537612915","0.12713247537612915","0.12713247537612915","0.20541027188301086","0.20541027188301086","0.20541027188301086","0.1398954838514328","0.1398954838514328","0.1398954838514328","0.08390329033136368","0.08390329033136368","0.08390329033136368","0.11002687364816666","0.11002687364816666","0.11002687364816666","0.17459480464458466","0.17459480464458466","0.17459480464458466","0.12547169625759125","0.12547169625759125","0.12547169625759125","0.1878175288438797","0.1878175288438797","0.1878175288438797","0.22826533019542694","0.22826533019542694","0.22826533019542694","0.1614827960729599","0.1614827960729599","0.1614827960729599","0.14962974190711975","0.14962974190711975","0.14962974190711975","0.12090931087732315","0.12090931087732315","0.12090931087732315","0.17448952794075012","0.17448952794075012","0.17448952794075012"
"2320","0.16038532555103302","0.16038532555103302","0.16038532555103302","0.1380617469549179","0.1380617469549179","0.1380617469549179","0.11520382016897202","0.11520382016897202","0.11520382016897202","0.2002296894788742","0.2002296894788742","0.2002296894788742","0.15115998685359955","0.15115998685359955","0.15115998685359955","0.11312272399663925","0.11312272399663925","0.11312272399663925","0.09848703444004059","0.09848703444004059","0.09848703444004059","0.08008891344070435","0.08008891344070435","0.08008891344070435","0.13786949217319489","0.13786949217319489","0.13786949217319489","0.11858846992254257","0.11858846992254257","0.11858846992254257","0.10092471539974213","0.10092471539974213","0.10092471539974213","0.19210481643676758","0.19210481643676758","0.19210481643676758","0.16296666860580444","0.16296666860580444","0.16296666860580444","0.1350509524345398","0.1350509524345398","0.1350509524345398","0.10683582723140717","0.10683582723140717","0.10683582723140717","0.12655951082706451","0.12655951082706451","0.12655951082706451","0.2028196156024933","0.2028196156024933","0.2028196156024933","0.14460982382297516","0.14460982382297516","0.14460982382297516","0.08600327372550964","0.08600327372550964","0.08600327372550964","0.10758394002914429","0.10758394002914429","0.10758394002914429","0.17680588364601135","0.17680588364601135","0.17680588364601135","0.12013326585292816","0.12013326585292816","0.12013326585292816","0.19240106642246246","0.19240106642246246","0.19240106642246246","0.212916299700737","0.212916299700737","0.212916299700737","0.16119207441806793","0.16119207441806793","0.16119207441806793","0.14867496490478516","0.14867496490478516","0.14867496490478516","0.12102081626653671","0.12102081626653671","0.12102081626653671","0.17023596167564392","0.17023596167564392","0.17023596167564392"
"2400","0.16551612317562103","0.16551612317562103","0.16551612317562103","0.141987606883049","0.141987606883049","0.141987606883049","0.11579623073339462","0.11579623073339462","0.11579623073339462","0.20492663979530334","0.20492663979530334","0.20492663979530334","0.15202432870864868","0.15202432870864868","0.15202432870864868","0.1092357188463211","0.1092357188463211","0.1092357188463211","0.09650182723999023","0.09650182723999023","0.09650182723999023","0.08098610490560532","0.08098610490560532","0.08098610490560532","0.1338653266429901","0.1338653266429901","0.1338653266429901","0.11973967403173447","0.11973967403173447","0.11973967403173447","0.09997694194316864","0.09997694194316864","0.09997694194316864","0.18500880897045135","0.18500880897045135","0.18500880897045135","0.16258278489112854","0.16258278489112854","0.16258278489112854","0.13389278948307037","0.13389278948307037","0.13389278948307037","0.10585103183984756","0.10585103183984756","0.10585103183984756","0.1290452778339386","0.1290452778339386","0.1290452778339386","0.203461691737175","0.203461691737175","0.203461691737175","0.1412150114774704","0.1412150114774704","0.1412150114774704","0.08460687100887299","0.08460687100887299","0.08460687100887299","0.10614295303821564","0.10614295303821564","0.10614295303821564","0.17365460097789764","0.17365460097789764","0.17365460097789764","0.11827186495065689","0.11827186495065689","0.11827186495065689","0.18717089295387268","0.18717089295387268","0.18717089295387268","0.22094762325286865","0.22094762325286865","0.22094762325286865","0.16044612228870392","0.16044612228870392","0.16044612228870392","0.14967980980873108","0.14967980980873108","0.14967980980873108","0.12063608318567276","0.12063608318567276","0.12063608318567276","0.17342229187488556","0.17342229187488556","0.17342229187488556"
"2480","0.15856316685676575","0.15856316685676575","0.15856316685676575","0.14265823364257812","0.14265823364257812","0.14265823364257812","0.11303536593914032","0.11303536593914032","0.11303536593914032","0.19887278974056244","0.19887278974056244","0.19887278974056244","0.15287016332149506","0.15287016332149506","0.15287016332149506","0.11030934005975723","0.11030934005975723","0.11030934005975723","0.10122331231832504","0.10122331231832504","0.10122331231832504","0.07913961261510849","0.07913961261510849","0.07913961261510849","0.13333095610141754","0.13333095610141754","0.13333095610141754","0.12462558597326279","0.12462558597326279","0.12462558597326279","0.10176815092563629","0.10176815092563629","0.10176815092563629","0.18559670448303223","0.18559670448303223","0.18559670448303223","0.16281509399414062","0.16281509399414062","0.16281509399414062","0.13080249726772308","0.13080249726772308","0.13080249726772308","0.10681136697530746","0.10681136697530746","0.10681136697530746","0.1311490535736084","0.1311490535736084","0.1311490535736084","0.20358052849769592","0.20358052849769592","0.20358052849769592","0.13781139254570007","0.13781139254570007","0.13781139254570007","0.08390775322914124","0.08390775322914124","0.08390775322914124","0.10887826979160309","0.10887826979160309","0.10887826979160309","0.17536410689353943","0.17536410689353943","0.17536410689353943","0.11691053956747055","0.11691053956747055","0.11691053956747055","0.19076032936573029","0.19076032936573029","0.19076032936573029","0.20926448702812195","0.20926448702812195","0.20926448702812195","0.16089491546154022","0.16089491546154022","0.16089491546154022","0.14854100346565247","0.14854100346565247","0.14854100346565247","0.11853758245706558","0.11853758245706558","0.11853758245706558","0.17259114980697632","0.17259114980697632","0.17259114980697632"
"2560","0.1623544692993164","0.1623544692993164","0.1623544692993164","0.1342439204454422","0.1342439204454422","0.1342439204454422","0.11235253512859344","0.11235253512859344","0.11235253512859344","0.20114271342754364","0.20114271342754364","0.20114271342754364","0.1541406512260437","0.1541406512260437","0.1541406512260437","0.1119173914194107","0.1119173914194107","0.1119173914194107","0.09441754221916199","0.09441754221916199","0.09441754221916199","0.07919572293758392","0.07919572293758392","0.07919572293758392","0.13025949895381927","0.13025949895381927","0.13025949895381927","0.11516056954860687","0.11516056954860687","0.11516056954860687","0.098467156291008","0.098467156291008","0.098467156291008","0.18770352005958557","0.18770352005958557","0.18770352005958557","0.16453054547309875","0.16453054547309875","0.16453054547309875","0.13170871138572693","0.13170871138572693","0.13170871138572693","0.10462743043899536","0.10462743043899536","0.10462743043899536","0.12451761960983276","0.12451761960983276","0.12451761960983276","0.19724507629871368","0.19724507629871368","0.19724507629871368","0.1405094563961029","0.1405094563961029","0.1405094563961029","0.0829305499792099","0.0829305499792099","0.0829305499792099","0.10392161458730698","0.10392161458730698","0.10392161458730698","0.17040710151195526","0.17040710151195526","0.17040710151195526","0.11993608623743057","0.11993608623743057","0.11993608623743057","0.18922115862369537","0.18922115862369537","0.18922115862369537","0.21935462951660156","0.21935462951660156","0.21935462951660156","0.1618218570947647","0.1618218570947647","0.1618218570947647","0.1445445716381073","0.1445445716381073","0.1445445716381073","0.1174447312951088","0.1174447312951088","0.1174447312951088","0.17086157202720642","0.17086157202720642","0.17086157202720642"
"2640","0.15330752730369568","0.15330752730369568","0.15330752730369568","0.1404021680355072","0.1404021680355072","0.1404021680355072","0.11304762214422226","0.11304762214422226","0.11304762214422226","0.19508862495422363","0.19508862495422363","0.19508862495422363","0.1503930240869522","0.1503930240869522","0.1503930240869522","0.1092468649148941","0.1092468649148941","0.1092468649148941","0.09068252891302109","0.09068252891302109","0.09068252891302109","0.07883761823177338","0.07883761823177338","0.07883761823177338","0.12787187099456787","0.12787187099456787","0.12787187099456787","0.11617817729711533","0.11617817729711533","0.11617817729711533","0.0993623286485672","0.0993623286485672","0.0993623286485672","0.18247249722480774","0.18247249722480774","0.18247249722480774","0.16066284477710724","0.16066284477710724","0.16066284477710724","0.13140705227851868","0.13140705227851868","0.13140705227851868","0.10529402643442154","0.10529402643442154","0.10529402643442154","0.12324831634759903","0.12324831634759903","0.12324831634759903","0.1987077295780182","0.1987077295780182","0.1987077295780182","0.1391952782869339","0.1391952782869339","0.1391952782869339","0.08430854976177216","0.08430854976177216","0.08430854976177216","0.10023815929889679","0.10023815929889679","0.10023815929889679","0.17190633714199066","0.17190633714199066","0.17190633714199066","0.11717347055673599","0.11717347055673599","0.11717347055673599","0.18303270637989044","0.18303270637989044","0.18303270637989044","0.215246319770813","0.215246319770813","0.215246319770813","0.16116531193256378","0.16116531193256378","0.16116531193256378","0.1464325487613678","0.1464325487613678","0.1464325487613678","0.11812210083007812","0.11812210083007812","0.11812210083007812","0.1663796603679657","0.1663796603679657","0.1663796603679657"
"2720","0.15837159752845764","0.15837159752845764","0.15837159752845764","0.13836757838726044","0.13836757838726044","0.13836757838726044","0.11332261562347412","0.11332261562347412","0.11332261562347412","0.19294919073581696","0.19294919073581696","0.19294919073581696","0.15189778804779053","0.15189778804779053","0.15189778804779053","0.1111074835062027","0.1111074835062027","0.1111074835062027","0.09458146244287491","0.09458146244287491","0.09458146244287491","0.07850830256938934","0.07850830256938934","0.07850830256938934","0.13324880599975586","0.13324880599975586","0.13324880599975586","0.11436965316534042","0.11436965316534042","0.11436965316534042","0.10002676397562027","0.10002676397562027","0.10002676397562027","0.1741412729024887","0.1741412729024887","0.1741412729024887","0.15889210999011993","0.15889210999011993","0.15889210999011993","0.12989836931228638","0.12989836931228638","0.12989836931228638","0.10583142191171646","0.10583142191171646","0.10583142191171646","0.12503735721111298","0.12503735721111298","0.12503735721111298","0.192344069480896","0.192344069480896","0.192344069480896","0.13814330101013184","0.13814330101013184","0.13814330101013184","0.08267255127429962","0.08267255127429962","0.08267255127429962","0.10420075803995132","0.10420075803995132","0.10420075803995132","0.16857680678367615","0.16857680678367615","0.16857680678367615","0.11833616346120834","0.11833616346120834","0.11833616346120834","0.1887664645910263","0.1887664645910263","0.1887664645910263","0.21027445793151855","0.21027445793151855","0.21027445793151855","0.16116206347942352","0.16116206347942352","0.16116206347942352","0.14944720268249512","0.14944720268249512","0.14944720268249512","0.12018926441669464","0.12018926441669464","0.12018926441669464","0.16823889315128326","0.16823889315128326","0.16823889315128326"
"2800","0.15586921572685242","0.15586921572685242","0.15586921572685242","0.13317805528640747","0.13317805528640747","0.13317805528640747","0.11114372313022614","0.11114372313022614","0.11114372313022614","0.20405825972557068","0.20405825972557068","0.20405825972557068","0.14964322745800018","0.14964322745800018","0.14964322745800018","0.11026470363140106","0.11026470363140106","0.11026470363140106","0.09587817639112473","0.09587817639112473","0.09587817639112473","0.07695826888084412","0.07695826888084412","0.07695826888084412","0.12857072055339813","0.12857072055339813","0.12857072055339813","0.11833969503641129","0.11833969503641129","0.11833969503641129","0.0995744913816452","0.0995744913816452","0.0995744913816452","0.17855583131313324","0.17855583131313324","0.17855583131313324","0.16289690136909485","0.16289690136909485","0.16289690136909485","0.1301242560148239","0.1301242560148239","0.1301242560148239","0.1043204814195633","0.1043204814195633","0.1043204814195633","0.1282128393650055","0.1282128393650055","0.1282128393650055","0.19161318242549896","0.19161318242549896","0.19161318242549896","0.13752637803554535","0.13752637803554535","0.13752637803554535","0.0811581164598465","0.0811581164598465","0.0811581164598465","0.10578832775354385","0.10578832775354385","0.10578832775354385","0.16863295435905457","0.16863295435905457","0.16863295435905457","0.11682286113500595","0.11682286113500595","0.11682286113500595","0.1922072172164917","0.1922072172164917","0.1922072172164917","0.21629281342029572","0.21629281342029572","0.21629281342029572","0.15689009428024292","0.15689009428024292","0.15689009428024292","0.14387105405330658","0.14387105405330658","0.14387105405330658","0.11766574531793594","0.11766574531793594","0.11766574531793594","0.17024359107017517","0.17024359107017517","0.17024359107017517"
"2880","0.15985360741615295","0.15985360741615295","0.15985360741615295","0.13374856114387512","0.13374856114387512","0.13374856114387512","0.11197147518396378","0.11197147518396378","0.11197147518396378","0.2049582451581955","0.2049582451581955","0.2049582451581955","0.1472383439540863","0.1472383439540863","0.1472383439540863","0.1071193590760231","0.1071193590760231","0.1071193590760231","0.09832684695720673","0.09832684695720673","0.09832684695720673","0.07527279853820801","0.07527279853820801","0.07527279853820801","0.13199052214622498","0.13199052214622498","0.13199052214622498","0.11485805362462997","0.11485805362462997","0.11485805362462997","0.09731204807758331","0.09731204807758331","0.09731204807758331","0.1810244619846344","0.1810244619846344","0.1810244619846344","0.15879665315151215","0.15879665315151215","0.15879665315151215","0.12842358648777008","0.12842358648777008","0.12842358648777008","0.10325674712657928","0.10325674712657928","0.10325674712657928","0.12254365533590317","0.12254365533590317","0.12254365533590317","0.1934080570936203","0.1934080570936203","0.1934080570936203","0.1369931697845459","0.1369931697845459","0.1369931697845459","0.08043359220027924","0.08043359220027924","0.08043359220027924","0.10627323389053345","0.10627323389053345","0.10627323389053345","0.17120300233364105","0.17120300233364105","0.17120300233364105","0.11257480084896088","0.11257480084896088","0.11257480084896088","0.17904655635356903","0.17904655635356903","0.17904655635356903","0.21617941558361053","0.21617941558361053","0.21617941558361053","0.1571303904056549","0.1571303904056549","0.1571303904056549","0.14641037583351135","0.14641037583351135","0.14641037583351135","0.11816203594207764","0.11816203594207764","0.11816203594207764","0.16682270169258118","0.16682270169258118","0.16682270169258118"
"2960","0.1575957089662552","0.1575957089662552","0.1575957089662552","0.13562928140163422","0.13562928140163422","0.13562928140163422","0.1130378246307373","0.1130378246307373","0.1130378246307373","0.1992550641298294","0.1992550641298294","0.1992550641298294","0.14391431212425232","0.14391431212425232","0.14391431212425232","0.10977457463741302","0.10977457463741302","0.10977457463741302","0.09150652587413788","0.09150652587413788","0.09150652587413788","0.07544110715389252","0.07544110715389252","0.07544110715389252","0.1337231695652008","0.1337231695652008","0.1337231695652008","0.12067575752735138","0.12067575752735138","0.12067575752735138","0.09872337430715561","0.09872337430715561","0.09872337430715561","0.18200546503067017","0.18200546503067017","0.18200546503067017","0.16104307770729065","0.16104307770729065","0.16104307770729065","0.1295531839132309","0.1295531839132309","0.1295531839132309","0.10404948890209198","0.10404948890209198","0.10404948890209198","0.12823602557182312","0.12823602557182312","0.12823602557182312","0.19403143227100372","0.19403143227100372","0.19403143227100372","0.13807222247123718","0.13807222247123718","0.13807222247123718","0.07916690409183502","0.07916690409183502","0.07916690409183502","0.10031585395336151","0.10031585395336151","0.10031585395336151","0.1699834167957306","0.1699834167957306","0.1699834167957306","0.11687134206295013","0.11687134206295013","0.11687134206295013","0.184743270277977","0.184743270277977","0.184743270277977","0.20710161328315735","0.20710161328315735","0.20710161328315735","0.15523405373096466","0.15523405373096466","0.15523405373096466","0.149545356631279","0.149545356631279","0.149545356631279","0.11873415857553482","0.11873415857553482","0.11873415857553482","0.16743096709251404","0.16743096709251404","0.16743096709251404"
"3040","0.15902504324913025","0.15902504324913025","0.15902504324913025","0.13484780490398407","0.13484780490398407","0.13484780490398407","0.10805591195821762","0.10805591195821762","0.10805591195821762","0.19287154078483582","0.19287154078483582","0.19287154078483582","0.14756128191947937","0.14756128191947937","0.14756128191947937","0.11563988775014877","0.11563988775014877","0.11563988775014877","0.09186980128288269","0.09186980128288269","0.09186980128288269","0.07644112408161163","0.07644112408161163","0.07644112408161163","0.12759406864643097","0.12759406864643097","0.12759406864643097","0.11189854145050049","0.11189854145050049","0.11189854145050049","0.09679894149303436","0.09679894149303436","0.09679894149303436","0.1743449568748474","0.1743449568748474","0.1743449568748474","0.1585383266210556","0.1585383266210556","0.1585383266210556","0.12798483669757843","0.12798483669757843","0.12798483669757843","0.10178210586309433","0.10178210586309433","0.10178210586309433","0.12208320200443268","0.12208320200443268","0.12208320200443268","0.1924145519733429","0.1924145519733429","0.1924145519733429","0.13515403866767883","0.13515403866767883","0.13515403866767883","0.0823235884308815","0.0823235884308815","0.0823235884308815","0.09980487078428268","0.09980487078428268","0.09980487078428268","0.16682274639606476","0.16682274639606476","0.16682274639606476","0.11952532827854156","0.11952532827854156","0.11952532827854156","0.18237462639808655","0.18237462639808655","0.18237462639808655","0.20225146412849426","0.20225146412849426","0.20225146412849426","0.15861010551452637","0.15861010551452637","0.15861010551452637","0.1436830759048462","0.1436830759048462","0.1436830759048462","0.11542031913995743","0.11542031913995743","0.11542031913995743","0.1665889322757721","0.1665889322757721","0.1665889322757721"
"3120","0.1590098738670349","0.1590098738670349","0.1590098738670349","0.13525912165641785","0.13525912165641785","0.13525912165641785","0.10931084305047989","0.10931084305047989","0.10931084305047989","0.18652208149433136","0.18652208149433136","0.18652208149433136","0.1485747992992401","0.1485747992992401","0.1485747992992401","0.10779953002929688","0.10779953002929688","0.10779953002929688","0.09289751201868057","0.09289751201868057","0.09289751201868057","0.0757238045334816","0.0757238045334816","0.0757238045334816","0.12755517661571503","0.12755517661571503","0.12755517661571503","0.11402048915624619","0.11402048915624619","0.11402048915624619","0.0957982987165451","0.0957982987165451","0.0957982987165451","0.17595848441123962","0.17595848441123962","0.17595848441123962","0.15869241952896118","0.15869241952896118","0.15869241952896118","0.12884065508842468","0.12884065508842468","0.12884065508842468","0.10163964331150055","0.10163964331150055","0.10163964331150055","0.1239195466041565","0.1239195466041565","0.1239195466041565","0.18806767463684082","0.18806767463684082","0.18806767463684082","0.13761815428733826","0.13761815428733826","0.13761815428733826","0.08147432655096054","0.08147432655096054","0.08147432655096054","0.10256047546863556","0.10256047546863556","0.10256047546863556","0.1660168468952179","0.1660168468952179","0.1660168468952179","0.11334061622619629","0.11334061622619629","0.11334061622619629","0.1808696687221527","0.1808696687221527","0.1808696687221527","0.2042001187801361","0.2042001187801361","0.2042001187801361","0.1569390892982483","0.1569390892982483","0.1569390892982483","0.14196260273456573","0.14196260273456573","0.14196260273456573","0.11461587995290756","0.11461587995290756","0.11461587995290756","0.1681540310382843","0.1681540310382843","0.1681540310382843"
"3200","0.15577943623065948","0.15577943623065948","0.15577943623065948","0.13525351881980896","0.13525351881980896","0.13525351881980896","0.11201874911785126","0.11201874911785126","0.11201874911785126","0.19143232703208923","0.19143232703208923","0.19143232703208923","0.14599165320396423","0.14599165320396423","0.14599165320396423","0.10551148653030396","0.10551148653030396","0.10551148653030396","0.09091556072235107","0.09091556072235107","0.09091556072235107","0.07586292922496796","0.07586292922496796","0.07586292922496796","0.12719325721263885","0.12719325721263885","0.12719325721263885","0.11196334660053253","0.11196334660053253","0.11196334660053253","0.09639699757099152","0.09639699757099152","0.09639699757099152","0.18105074763298035","0.18105074763298035","0.18105074763298035","0.1594274640083313","0.1594274640083313","0.1594274640083313","0.1305098980665207","0.1305098980665207","0.1305098980665207","0.1014656275510788","0.1014656275510788","0.1014656275510788","0.12088301032781601","0.12088301032781601","0.12088301032781601","0.19246236979961395","0.19246236979961395","0.19246236979961395","0.13739575445652008","0.13739575445652008","0.13739575445652008","0.0810961201786995","0.0810961201786995","0.0810961201786995","0.10143715143203735","0.10143715143203735","0.10143715143203735","0.16861459612846375","0.16861459612846375","0.16861459612846375","0.11319470405578613","0.11319470405578613","0.11319470405578613","0.18347975611686707","0.18347975611686707","0.18347975611686707","0.2011103630065918","0.2011103630065918","0.2011103630065918","0.15785381197929382","0.15785381197929382","0.15785381197929382","0.145612433552742","0.145612433552742","0.145612433552742","0.11913435161113739","0.11913435161113739","0.11913435161113739","0.1649913638830185","0.1649913638830185","0.1649913638830185"
"3280","0.1492689996957779","0.1492689996957779","0.1492689996957779","0.13313494622707367","0.13313494622707367","0.13313494622707367","0.11053182184696198","0.11053182184696198","0.11053182184696198","0.18822535872459412","0.18822535872459412","0.18822535872459412","0.14777109026908875","0.14777109026908875","0.14777109026908875","0.10297244787216187","0.10297244787216187","0.10297244787216187","0.09203895181417465","0.09203895181417465","0.09203895181417465","0.0756630003452301","0.0756630003452301","0.0756630003452301","0.12819388508796692","0.12819388508796692","0.12819388508796692","0.1134234219789505","0.1134234219789505","0.1134234219789505","0.09501996636390686","0.09501996636390686","0.09501996636390686","0.17317073047161102","0.17317073047161102","0.17317073047161102","0.15509191155433655","0.15509191155433655","0.15509191155433655","0.1277613639831543","0.1277613639831543","0.1277613639831543","0.10172583907842636","0.10172583907842636","0.10172583907842636","0.12068657577037811","0.12068657577037811","0.12068657577037811","0.18543928861618042","0.18543928861618042","0.18543928861618042","0.13732296228408813","0.13732296228408813","0.13732296228408813","0.08000920712947845","0.08000920712947845","0.08000920712947845","0.09933198988437653","0.09933198988437653","0.09933198988437653","0.16346043348312378","0.16346043348312378","0.16346043348312378","0.10944745689630508","0.10944745689630508","0.10944745689630508","0.18265214562416077","0.18265214562416077","0.18265214562416077","0.20762231945991516","0.20762231945991516","0.20762231945991516","0.15797631442546844","0.15797631442546844","0.15797631442546844","0.14367032051086426","0.14367032051086426","0.14367032051086426","0.11688371747732162","0.11688371747732162","0.11688371747732162","0.1624467670917511","0.1624467670917511","0.1624467670917511"
