"Step","12139481_240930_010246S30_UN128_CN128 - val_val_ref_psnr","12139481_240930_010246S30_UN128_CN128 - val_val_ref_psnr__MIN","12139481_240930_010246S30_UN128_CN128 - val_val_ref_psnr__MAX","12139557_240930_010100S20_UN128_CN128 - val_val_ref_psnr","12139557_240930_010100S20_UN128_CN128 - val_val_ref_psnr__MIN","12139557_240930_010100S20_UN128_CN128 - val_val_ref_psnr__MAX","12139552_240930_004322S10_UN128_CN128 - val_val_ref_psnr","12139552_240930_004322S10_UN128_CN128 - val_val_ref_psnr__MIN","12139552_240930_004322S10_UN128_CN128 - val_val_ref_psnr__MAX","12139539_240930_001813S30_UN128_CN128 - val_val_ref_psnr","12139539_240930_001813S30_UN128_CN128 - val_val_ref_psnr__MIN","12139539_240930_001813S30_UN128_CN128 - val_val_ref_psnr__MAX","12139537_240930_001549S10_UN128_CN128 - val_val_ref_psnr","12139537_240930_001549S10_UN128_CN128 - val_val_ref_psnr__MIN","12139537_240930_001549S10_UN128_CN128 - val_val_ref_psnr__MAX","12139531_240929_235839S30_UN128_CN128 - val_val_ref_psnr","12139531_240929_235839S30_UN128_CN128 - val_val_ref_psnr__MIN","12139531_240929_235839S30_UN128_CN128 - val_val_ref_psnr__MAX","12139530_240929_235839S20_UN128_CN128 - val_val_ref_psnr","12139530_240929_235839S20_UN128_CN128 - val_val_ref_psnr__MIN","12139530_240929_235839S20_UN128_CN128 - val_val_ref_psnr__MAX","12139529_240929_235239S10_UN128_CN128 - val_val_ref_psnr","12139529_240929_235239S10_UN128_CN128 - val_val_ref_psnr__MIN","12139529_240929_235239S10_UN128_CN128 - val_val_ref_psnr__MAX","12139523_240929_232850S30_UN128_CN128 - val_val_ref_psnr","12139523_240929_232850S30_UN128_CN128 - val_val_ref_psnr__MIN","12139523_240929_232850S30_UN128_CN128 - val_val_ref_psnr__MAX","12139522_240929_232403S20_UN128_CN128 - val_val_ref_psnr","12139522_240929_232403S20_UN128_CN128 - val_val_ref_psnr__MIN","12139522_240929_232403S20_UN128_CN128 - val_val_ref_psnr__MAX","12139521_240929_232338S10_UN128_CN128 - val_val_ref_psnr","12139521_240929_232338S10_UN128_CN128 - val_val_ref_psnr__MIN","12139521_240929_232338S10_UN128_CN128 - val_val_ref_psnr__MAX","12139517_240929_232222S30_UN128_CN128 - val_val_ref_psnr","12139517_240929_232222S30_UN128_CN128 - val_val_ref_psnr__MIN","12139517_240929_232222S30_UN128_CN128 - val_val_ref_psnr__MAX","12139516_240929_232149S20_UN128_CN128 - val_val_ref_psnr","12139516_240929_232149S20_UN128_CN128 - val_val_ref_psnr__MIN","12139516_240929_232149S20_UN128_CN128 - val_val_ref_psnr__MAX","12139515_240929_232133S10_UN128_CN128 - val_val_ref_psnr","12139515_240929_232133S10_UN128_CN128 - val_val_ref_psnr__MIN","12139515_240929_232133S10_UN128_CN128 - val_val_ref_psnr__MAX","12139491_240929_231730S10_UN128 - val_val_ref_psnr","12139491_240929_231730S10_UN128 - val_val_ref_psnr__MIN","12139491_240929_231730S10_UN128 - val_val_ref_psnr__MAX","12139492_240929_231730S20_UN128 - val_val_ref_psnr","12139492_240929_231730S20_UN128 - val_val_ref_psnr__MIN","12139492_240929_231730S20_UN128 - val_val_ref_psnr__MAX","12139487_240929_231736S30_UN128 - val_val_ref_psnr","12139487_240929_231736S30_UN128 - val_val_ref_psnr__MIN","12139487_240929_231736S30_UN128 - val_val_ref_psnr__MAX","12139485_240929_231732S10_UN128 - val_val_ref_psnr","12139485_240929_231732S10_UN128 - val_val_ref_psnr__MIN","12139485_240929_231732S10_UN128 - val_val_ref_psnr__MAX","12139497_240929_231734S10_UN128 - val_val_ref_psnr","12139497_240929_231734S10_UN128 - val_val_ref_psnr__MIN","12139497_240929_231734S10_UN128 - val_val_ref_psnr__MAX","12139498_240929_231734S20_UN128 - val_val_ref_psnr","12139498_240929_231734S20_UN128 - val_val_ref_psnr__MIN","12139498_240929_231734S20_UN128 - val_val_ref_psnr__MAX","12139486_240929_231732S20_UN128 - val_val_ref_psnr","12139486_240929_231732S20_UN128 - val_val_ref_psnr__MIN","12139486_240929_231732S20_UN128 - val_val_ref_psnr__MAX","12139499_240929_231732S30_UN128 - val_val_ref_psnr","12139499_240929_231732S30_UN128 - val_val_ref_psnr__MIN","12139499_240929_231732S30_UN128 - val_val_ref_psnr__MAX","12139504_240929_231707S20_UN128 - val_val_ref_psnr","12139504_240929_231707S20_UN128 - val_val_ref_psnr__MIN","12139504_240929_231707S20_UN128 - val_val_ref_psnr__MAX","12139505_240929_231707S30_UN128 - val_val_ref_psnr","12139505_240929_231707S30_UN128 - val_val_ref_psnr__MIN","12139505_240929_231707S30_UN128 - val_val_ref_psnr__MAX","12139503_240929_231707S10_UN128 - val_val_ref_psnr","12139503_240929_231707S10_UN128 - val_val_ref_psnr__MIN","12139503_240929_231707S10_UN128 - val_val_ref_psnr__MAX","12139510_240929_231705S20_UN128 - val_val_ref_psnr","12139510_240929_231705S20_UN128 - val_val_ref_psnr__MIN","12139510_240929_231705S20_UN128 - val_val_ref_psnr__MAX","12139509_240929_231705S10_UN128 - val_val_ref_psnr","12139509_240929_231705S10_UN128 - val_val_ref_psnr__MIN","12139509_240929_231705S10_UN128 - val_val_ref_psnr__MAX","12139511_240929_231657S30_UN128 - val_val_ref_psnr","12139511_240929_231657S30_UN128 - val_val_ref_psnr__MIN","12139511_240929_231657S30_UN128 - val_val_ref_psnr__MAX"
"4400","17.844985961914062","17.844985961914062","17.844985961914062","18.01163673400879","18.01163673400879","18.01163673400879","18.09514045715332","18.09514045715332","18.09514045715332","20.408174514770508","20.408174514770508","20.408174514770508","20.481163024902344","20.481163024902344","20.481163024902344","19.275096893310547","19.275096893310547","19.275096893310547","18.988296508789062","18.988296508789062","18.988296508789062","18.690793991088867","18.690793991088867","18.690793991088867","16.994901657104492","16.994901657104492","16.994901657104492","17.075902938842773","17.075902938842773","17.075902938842773","17.17511749267578","17.17511749267578","17.17511749267578","20.4792423248291","20.4792423248291","20.4792423248291","20.677797317504883","20.677797317504883","20.677797317504883","20.65625","20.65625","20.65625","17.17959976196289","17.17959976196289","17.17959976196289","17.11695098876953","17.11695098876953","17.11695098876953","20.370779037475586","20.370779037475586","20.370779037475586","20.57291030883789","20.57291030883789","20.57291030883789","18.581281661987305","18.581281661987305","18.581281661987305","18.8835391998291","18.8835391998291","18.8835391998291","20.657611846923828","20.657611846923828","20.657611846923828","19.236356735229492","19.236356735229492","19.236356735229492","20.652374267578125","20.652374267578125","20.652374267578125","20.58450698852539","20.58450698852539","20.58450698852539","20.433034896850586","20.433034896850586","20.433034896850586","18.100753784179688","18.100753784179688","18.100753784179688","18.160842895507812","18.160842895507812","18.160842895507812","17.906822204589844","17.906822204589844","17.906822204589844"
"4480","17.84264373779297","17.84264373779297","17.84264373779297","17.925201416015625","17.925201416015625","17.925201416015625","18.130464553833008","18.130464553833008","18.130464553833008","20.35967254638672","20.35967254638672","20.35967254638672","20.56094741821289","20.56094741821289","20.56094741821289","19.241424560546875","19.241424560546875","19.241424560546875","19.08243179321289","19.08243179321289","19.08243179321289","18.69781494140625","18.69781494140625","18.69781494140625","17.106843948364258","17.106843948364258","17.106843948364258","17.168880462646484","17.168880462646484","17.168880462646484","17.200037002563477","17.200037002563477","17.200037002563477","20.57036018371582","20.57036018371582","20.57036018371582","20.637083053588867","20.637083053588867","20.637083053588867","20.750341415405273","20.750341415405273","20.750341415405273","17.193506240844727","17.193506240844727","17.193506240844727","17.22138023376465","17.22138023376465","17.22138023376465","20.460203170776367","20.460203170776367","20.460203170776367","20.662172317504883","20.662172317504883","20.662172317504883","18.570608139038086","18.570608139038086","18.570608139038086","19.01183319091797","19.01183319091797","19.01183319091797","20.618558883666992","20.618558883666992","20.618558883666992","19.19369125366211","19.19369125366211","19.19369125366211","20.5659236907959","20.5659236907959","20.5659236907959","20.5279598236084","20.5279598236084","20.5279598236084","20.503324508666992","20.503324508666992","20.503324508666992","17.987682342529297","17.987682342529297","17.987682342529297","18.223800659179688","18.223800659179688","18.223800659179688","17.837112426757812","17.837112426757812","17.837112426757812"
"4560","17.72624397277832","17.72624397277832","17.72624397277832","17.936542510986328","17.936542510986328","17.936542510986328","18.0739803314209","18.0739803314209","18.0739803314209","20.20050621032715","20.20050621032715","20.20050621032715","20.557830810546875","20.557830810546875","20.557830810546875","19.42255973815918","19.42255973815918","19.42255973815918","19.087324142456055","19.087324142456055","19.087324142456055","18.687358856201172","18.687358856201172","18.687358856201172","17.14682960510254","17.14682960510254","17.14682960510254","17.180057525634766","17.180057525634766","17.180057525634766","17.22857666015625","17.22857666015625","17.22857666015625","20.535308837890625","20.535308837890625","20.535308837890625","20.680744171142578","20.680744171142578","20.680744171142578","20.74852752685547","20.74852752685547","20.74852752685547","17.226806640625","17.226806640625","17.226806640625","17.210845947265625","17.210845947265625","17.210845947265625","20.52228546142578","20.52228546142578","20.52228546142578","20.663803100585938","20.663803100585938","20.663803100585938","18.57847023010254","18.57847023010254","18.57847023010254","18.983545303344727","18.983545303344727","18.983545303344727","20.620098114013672","20.620098114013672","20.620098114013672","19.344097137451172","19.344097137451172","19.344097137451172","20.58843994140625","20.58843994140625","20.58843994140625","20.31873893737793","20.31873893737793","20.31873893737793","20.508729934692383","20.508729934692383","20.508729934692383","18.012258529663086","18.012258529663086","18.012258529663086","18.168262481689453","18.168262481689453","18.168262481689453","17.669282913208008","17.669282913208008","17.669282913208008"
"4640","17.63069725036621","17.63069725036621","17.63069725036621","17.929018020629883","17.929018020629883","17.929018020629883","18.079954147338867","18.079954147338867","18.079954147338867","20.2415828704834","20.2415828704834","20.2415828704834","20.514001846313477","20.514001846313477","20.514001846313477","19.341827392578125","19.341827392578125","19.341827392578125","18.979307174682617","18.979307174682617","18.979307174682617","18.765731811523438","18.765731811523438","18.765731811523438","17.15472984313965","17.15472984313965","17.15472984313965","17.104900360107422","17.104900360107422","17.104900360107422","17.196990966796875","17.196990966796875","17.196990966796875","20.607450485229492","20.607450485229492","20.607450485229492","20.670875549316406","20.670875549316406","20.670875549316406","20.754837036132812","20.754837036132812","20.754837036132812","17.206531524658203","17.206531524658203","17.206531524658203","17.161117553710938","17.161117553710938","17.161117553710938","20.538623809814453","20.538623809814453","20.538623809814453","20.6787166595459","20.6787166595459","20.6787166595459","18.64855194091797","18.64855194091797","18.64855194091797","18.928131103515625","18.928131103515625","18.928131103515625","20.60437774658203","20.60437774658203","20.60437774658203","19.26213264465332","19.26213264465332","19.26213264465332","20.708858489990234","20.708858489990234","20.708858489990234","20.391231536865234","20.391231536865234","20.391231536865234","20.468473434448242","20.468473434448242","20.468473434448242","18.008615493774414","18.008615493774414","18.008615493774414","18.151893615722656","18.151893615722656","18.151893615722656","17.77274513244629","17.77274513244629","17.77274513244629"
"4720","17.580699920654297","17.580699920654297","17.580699920654297","17.95608139038086","17.95608139038086","17.95608139038086","18.103609085083008","18.103609085083008","18.103609085083008","20.289833068847656","20.289833068847656","20.289833068847656","20.607345581054688","20.607345581054688","20.607345581054688","19.219364166259766","19.219364166259766","19.219364166259766","19.060216903686523","19.060216903686523","19.060216903686523","18.70527458190918","18.70527458190918","18.70527458190918","17.05242156982422","17.05242156982422","17.05242156982422","17.238759994506836","17.238759994506836","17.238759994506836","17.24637794494629","17.24637794494629","17.24637794494629","20.583356857299805","20.583356857299805","20.583356857299805","20.737499237060547","20.737499237060547","20.737499237060547","20.700571060180664","20.700571060180664","20.700571060180664","17.260433197021484","17.260433197021484","17.260433197021484","17.295974731445312","17.295974731445312","17.295974731445312","20.547725677490234","20.547725677490234","20.547725677490234","20.621482849121094","20.621482849121094","20.621482849121094","18.63144302368164","18.63144302368164","18.63144302368164","19.017114639282227","19.017114639282227","19.017114639282227","20.721345901489258","20.721345901489258","20.721345901489258","19.17305564880371","19.17305564880371","19.17305564880371","20.51131820678711","20.51131820678711","20.51131820678711","20.440885543823242","20.440885543823242","20.440885543823242","20.573673248291016","20.573673248291016","20.573673248291016","18.00560760498047","18.00560760498047","18.00560760498047","18.17990493774414","18.17990493774414","18.17990493774414","17.649614334106445","17.649614334106445","17.649614334106445"
"4800","17.57775115966797","17.57775115966797","17.57775115966797","17.947357177734375","17.947357177734375","17.947357177734375","18.179710388183594","18.179710388183594","18.179710388183594","20.152973175048828","20.152973175048828","20.152973175048828","20.567825317382812","20.567825317382812","20.567825317382812","19.270809173583984","19.270809173583984","19.270809173583984","19.07836151123047","19.07836151123047","19.07836151123047","18.73044204711914","18.73044204711914","18.73044204711914","17.059261322021484","17.059261322021484","17.059261322021484","17.125762939453125","17.125762939453125","17.125762939453125","17.167659759521484","17.167659759521484","17.167659759521484","20.473142623901367","20.473142623901367","20.473142623901367","20.710681915283203","20.710681915283203","20.710681915283203","20.728120803833008","20.728120803833008","20.728120803833008","17.165149688720703","17.165149688720703","17.165149688720703","17.17085838317871","17.17085838317871","17.17085838317871","20.408893585205078","20.408893585205078","20.408893585205078","20.662294387817383","20.662294387817383","20.662294387817383","18.60809326171875","18.60809326171875","18.60809326171875","19.006664276123047","19.006664276123047","19.006664276123047","20.71795082092285","20.71795082092285","20.71795082092285","19.229612350463867","19.229612350463867","19.229612350463867","20.637418746948242","20.637418746948242","20.637418746948242","20.261486053466797","20.261486053466797","20.261486053466797","20.514568328857422","20.514568328857422","20.514568328857422","17.98038101196289","17.98038101196289","17.98038101196289","18.26546859741211","18.26546859741211","18.26546859741211","17.644546508789062","17.644546508789062","17.644546508789062"
"4880","17.994644165039062","17.994644165039062","17.994644165039062","17.913633346557617","17.913633346557617","17.913633346557617","18.121610641479492","18.121610641479492","18.121610641479492","20.35268783569336","20.35268783569336","20.35268783569336","20.581586837768555","20.581586837768555","20.581586837768555","19.184310913085938","19.184310913085938","19.184310913085938","19.01311683654785","19.01311683654785","19.01311683654785","18.69044303894043","18.69044303894043","18.69044303894043","16.923254013061523","16.923254013061523","16.923254013061523","17.19697380065918","17.19697380065918","17.19697380065918","17.216629028320312","17.216629028320312","17.216629028320312","20.44051742553711","20.44051742553711","20.44051742553711","20.700172424316406","20.700172424316406","20.700172424316406","20.77193260192871","20.77193260192871","20.77193260192871","17.203113555908203","17.203113555908203","17.203113555908203","17.21591567993164","17.21591567993164","17.21591567993164","20.551280975341797","20.551280975341797","20.551280975341797","20.706682205200195","20.706682205200195","20.706682205200195","18.574499130249023","18.574499130249023","18.574499130249023","18.928462982177734","18.928462982177734","18.928462982177734","20.71141815185547","20.71141815185547","20.71141815185547","19.16680908203125","19.16680908203125","19.16680908203125","20.59467124938965","20.59467124938965","20.59467124938965","20.495298385620117","20.495298385620117","20.495298385620117","20.5557918548584","20.5557918548584","20.5557918548584","17.93976402282715","17.93976402282715","17.93976402282715","18.218536376953125","18.218536376953125","18.218536376953125","17.927352905273438","17.927352905273438","17.927352905273438"
"4960","17.585695266723633","17.585695266723633","17.585695266723633","17.87158966064453","17.87158966064453","17.87158966064453","18.120620727539062","18.120620727539062","18.120620727539062","20.164676666259766","20.164676666259766","20.164676666259766","20.559154510498047","20.559154510498047","20.559154510498047","19.225299835205078","19.225299835205078","19.225299835205078","19.00689697265625","19.00689697265625","19.00689697265625","18.715003967285156","18.715003967285156","18.715003967285156","17.05657196044922","17.05657196044922","17.05657196044922","17.175813674926758","17.175813674926758","17.175813674926758","17.18580436706543","17.18580436706543","17.18580436706543","20.559310913085938","20.559310913085938","20.559310913085938","20.693510055541992","20.693510055541992","20.693510055541992","20.696582794189453","20.696582794189453","20.696582794189453","17.168846130371094","17.168846130371094","17.168846130371094","17.177101135253906","17.177101135253906","17.177101135253906","20.539892196655273","20.539892196655273","20.539892196655273","20.62843132019043","20.62843132019043","20.62843132019043","18.646398544311523","18.646398544311523","18.646398544311523","18.98033905029297","18.98033905029297","18.98033905029297","20.68651580810547","20.68651580810547","20.68651580810547","19.26323127746582","19.26323127746582","19.26323127746582","20.56725311279297","20.56725311279297","20.56725311279297","20.29104995727539","20.29104995727539","20.29104995727539","20.52037239074707","20.52037239074707","20.52037239074707","17.934555053710938","17.934555053710938","17.934555053710938","18.216636657714844","18.216636657714844","18.216636657714844","17.651687622070312","17.651687622070312","17.651687622070312"
"5040","17.713592529296875","17.713592529296875","17.713592529296875","17.902856826782227","17.902856826782227","17.902856826782227","18.096166610717773","18.096166610717773","18.096166610717773","20.237552642822266","20.237552642822266","20.237552642822266","20.551021575927734","20.551021575927734","20.551021575927734","19.270980834960938","19.270980834960938","19.270980834960938","19.122264862060547","19.122264862060547","19.122264862060547","18.725351333618164","18.725351333618164","18.725351333618164","17.051252365112305","17.051252365112305","17.051252365112305","17.158451080322266","17.158451080322266","17.158451080322266","17.20822525024414","17.20822525024414","17.20822525024414","20.508594512939453","20.508594512939453","20.508594512939453","20.710962295532227","20.710962295532227","20.710962295532227","20.79875373840332","20.79875373840332","20.79875373840332","17.212207794189453","17.212207794189453","17.212207794189453","17.19991111755371","17.19991111755371","17.19991111755371","20.50579071044922","20.50579071044922","20.50579071044922","20.73201560974121","20.73201560974121","20.73201560974121","18.652183532714844","18.652183532714844","18.652183532714844","19.027385711669922","19.027385711669922","19.027385711669922","20.659881591796875","20.659881591796875","20.659881591796875","19.180713653564453","19.180713653564453","19.180713653564453","20.601295471191406","20.601295471191406","20.601295471191406","20.39858055114746","20.39858055114746","20.39858055114746","20.53848648071289","20.53848648071289","20.53848648071289","17.921499252319336","17.921499252319336","17.921499252319336","18.194561004638672","18.194561004638672","18.194561004638672","17.762907028198242","17.762907028198242","17.762907028198242"
"5120","17.781957626342773","17.781957626342773","17.781957626342773","17.923694610595703","17.923694610595703","17.923694610595703","18.079368591308594","18.079368591308594","18.079368591308594","20.24817657470703","20.24817657470703","20.24817657470703","20.527814865112305","20.527814865112305","20.527814865112305","19.219730377197266","19.219730377197266","19.219730377197266","19.045669555664062","19.045669555664062","19.045669555664062","18.76993751525879","18.76993751525879","18.76993751525879","17.012741088867188","17.012741088867188","17.012741088867188","17.080127716064453","17.080127716064453","17.080127716064453","17.244216918945312","17.244216918945312","17.244216918945312","20.533950805664062","20.533950805664062","20.533950805664062","20.675973892211914","20.675973892211914","20.675973892211914","20.774324417114258","20.774324417114258","20.774324417114258","17.23748016357422","17.23748016357422","17.23748016357422","17.158435821533203","17.158435821533203","17.158435821533203","20.44821548461914","20.44821548461914","20.44821548461914","20.7222900390625","20.7222900390625","20.7222900390625","18.697463989257812","18.697463989257812","18.697463989257812","18.955480575561523","18.955480575561523","18.955480575561523","20.66464614868164","20.66464614868164","20.66464614868164","19.21449089050293","19.21449089050293","19.21449089050293","20.492877960205078","20.492877960205078","20.492877960205078","20.37152671813965","20.37152671813965","20.37152671813965","20.484682083129883","20.484682083129883","20.484682083129883","17.99289894104004","17.99289894104004","17.99289894104004","18.169429779052734","18.169429779052734","18.169429779052734","17.769512176513672","17.769512176513672","17.769512176513672"
"5200","17.78705406188965","17.78705406188965","17.78705406188965","17.92076873779297","17.92076873779297","17.92076873779297","18.09458351135254","18.09458351135254","18.09458351135254","20.31534194946289","20.31534194946289","20.31534194946289","20.576541900634766","20.576541900634766","20.576541900634766","19.44623374938965","19.44623374938965","19.44623374938965","19.073862075805664","19.073862075805664","19.073862075805664","18.706361770629883","18.706361770629883","18.706361770629883","16.993885040283203","16.993885040283203","16.993885040283203","17.226787567138672","17.226787567138672","17.226787567138672","17.21929168701172","17.21929168701172","17.21929168701172","20.41190528869629","20.41190528869629","20.41190528869629","20.808591842651367","20.808591842651367","20.808591842651367","20.69455337524414","20.69455337524414","20.69455337524414","17.19926643371582","17.19926643371582","17.19926643371582","17.281517028808594","17.281517028808594","17.281517028808594","20.353124618530273","20.353124618530273","20.353124618530273","20.61407470703125","20.61407470703125","20.61407470703125","18.607969284057617","18.607969284057617","18.607969284057617","18.998271942138672","18.998271942138672","18.998271942138672","20.776378631591797","20.776378631591797","20.776378631591797","19.374244689941406","19.374244689941406","19.374244689941406","20.489717483520508","20.489717483520508","20.489717483520508","20.42255973815918","20.42255973815918","20.42255973815918","20.53548812866211","20.53548812866211","20.53548812866211","18.04966926574707","18.04966926574707","18.04966926574707","18.203100204467773","18.203100204467773","18.203100204467773","17.7714900970459","17.7714900970459","17.7714900970459"
"5280","17.700233459472656","17.700233459472656","17.700233459472656","17.837520599365234","17.837520599365234","17.837520599365234","18.127168655395508","18.127168655395508","18.127168655395508","20.311279296875","20.311279296875","20.311279296875","20.548791885375977","20.548791885375977","20.548791885375977","19.253437042236328","19.253437042236328","19.253437042236328","19.095977783203125","19.095977783203125","19.095977783203125","18.74332046508789","18.74332046508789","18.74332046508789","17.02630043029785","17.02630043029785","17.02630043029785","17.12558364868164","17.12558364868164","17.12558364868164","17.212923049926758","17.212923049926758","17.212923049926758","20.410696029663086","20.410696029663086","20.410696029663086","20.696643829345703","20.696643829345703","20.696643829345703","20.649816513061523","20.649816513061523","20.649816513061523","17.22382354736328","17.22382354736328","17.22382354736328","17.158153533935547","17.158153533935547","17.158153533935547","20.37734031677246","20.37734031677246","20.37734031677246","20.583572387695312","20.583572387695312","20.583572387695312","18.65538215637207","18.65538215637207","18.65538215637207","18.990135192871094","18.990135192871094","18.990135192871094","20.66039276123047","20.66039276123047","20.66039276123047","19.23354721069336","19.23354721069336","19.23354721069336","20.578128814697266","20.578128814697266","20.578128814697266","20.334640502929688","20.334640502929688","20.334640502929688","20.490142822265625","20.490142822265625","20.490142822265625","17.9578857421875","17.9578857421875","17.9578857421875","18.223419189453125","18.223419189453125","18.223419189453125","17.693052291870117","17.693052291870117","17.693052291870117"
"5360","17.648235321044922","17.648235321044922","17.648235321044922","17.904489517211914","17.904489517211914","17.904489517211914","18.067882537841797","18.067882537841797","18.067882537841797","20.45807647705078","20.45807647705078","20.45807647705078","20.621349334716797","20.621349334716797","20.621349334716797","19.39763069152832","19.39763069152832","19.39763069152832","19.161083221435547","19.161083221435547","19.161083221435547","18.709613800048828","18.709613800048828","18.709613800048828","17.02483558654785","17.02483558654785","17.02483558654785","17.136096954345703","17.136096954345703","17.136096954345703","17.138896942138672","17.138896942138672","17.138896942138672","20.543140411376953","20.543140411376953","20.543140411376953","20.671926498413086","20.671926498413086","20.671926498413086","20.722400665283203","20.722400665283203","20.722400665283203","17.166671752929688","17.166671752929688","17.166671752929688","17.177513122558594","17.177513122558594","17.177513122558594","20.420804977416992","20.420804977416992","20.420804977416992","20.620197296142578","20.620197296142578","20.620197296142578","18.61827278137207","18.61827278137207","18.61827278137207","19.07530975341797","19.07530975341797","19.07530975341797","20.64379119873047","20.64379119873047","20.64379119873047","19.316341400146484","19.316341400146484","19.316341400146484","20.47907257080078","20.47907257080078","20.47907257080078","20.523460388183594","20.523460388183594","20.523460388183594","20.571529388427734","20.571529388427734","20.571529388427734","18.004507064819336","18.004507064819336","18.004507064819336","18.171756744384766","18.171756744384766","18.171756744384766","17.688581466674805","17.688581466674805","17.688581466674805"
"5440","17.74013900756836","17.74013900756836","17.74013900756836","17.985454559326172","17.985454559326172","17.985454559326172","18.157316207885742","18.157316207885742","18.157316207885742","20.237464904785156","20.237464904785156","20.237464904785156","20.578840255737305","20.578840255737305","20.578840255737305","19.264423370361328","19.264423370361328","19.264423370361328","19.112974166870117","19.112974166870117","19.112974166870117","18.717071533203125","18.717071533203125","18.717071533203125","16.981224060058594","16.981224060058594","16.981224060058594","17.183258056640625","17.183258056640625","17.183258056640625","17.17963218688965","17.17963218688965","17.17963218688965","20.64339828491211","20.64339828491211","20.64339828491211","20.8525447845459","20.8525447845459","20.8525447845459","20.747756958007812","20.747756958007812","20.747756958007812","17.196977615356445","17.196977615356445","17.196977615356445","17.267444610595703","17.267444610595703","17.267444610595703","20.53501319885254","20.53501319885254","20.53501319885254","20.70189666748047","20.70189666748047","20.70189666748047","18.63722801208496","18.63722801208496","18.63722801208496","19.057897567749023","19.057897567749023","19.057897567749023","20.817861557006836","20.817861557006836","20.817861557006836","19.265382766723633","19.265382766723633","19.265382766723633","20.52307891845703","20.52307891845703","20.52307891845703","20.27946662902832","20.27946662902832","20.27946662902832","20.543283462524414","20.543283462524414","20.543283462524414","18.0740966796875","18.0740966796875","18.0740966796875","18.252262115478516","18.252262115478516","18.252262115478516","17.778675079345703","17.778675079345703","17.778675079345703"
"5520","17.71291160583496","17.71291160583496","17.71291160583496","17.878955841064453","17.878955841064453","17.878955841064453","18.079063415527344","18.079063415527344","18.079063415527344","20.296401977539062","20.296401977539062","20.296401977539062","20.475006103515625","20.475006103515625","20.475006103515625","19.358400344848633","19.358400344848633","19.358400344848633","19.072294235229492","19.072294235229492","19.072294235229492","18.749685287475586","18.749685287475586","18.749685287475586","17.028812408447266","17.028812408447266","17.028812408447266","17.13765525817871","17.13765525817871","17.13765525817871","17.185997009277344","17.185997009277344","17.185997009277344","20.369388580322266","20.369388580322266","20.369388580322266","20.701156616210938","20.701156616210938","20.701156616210938","20.747901916503906","20.747901916503906","20.747901916503906","17.233688354492188","17.233688354492188","17.233688354492188","17.192485809326172","17.192485809326172","17.192485809326172","20.353517532348633","20.353517532348633","20.353517532348633","20.681842803955078","20.681842803955078","20.681842803955078","18.682565689086914","18.682565689086914","18.682565689086914","18.95685386657715","18.95685386657715","18.95685386657715","20.658287048339844","20.658287048339844","20.658287048339844","19.282489776611328","19.282489776611328","19.282489776611328","20.546504974365234","20.546504974365234","20.546504974365234","20.3421630859375","20.3421630859375","20.3421630859375","20.454891204833984","20.454891204833984","20.454891204833984","17.930856704711914","17.930856704711914","17.930856704711914","18.169092178344727","18.169092178344727","18.169092178344727","17.664474487304688","17.664474487304688","17.664474487304688"
"5600","17.788440704345703","17.788440704345703","17.788440704345703","17.843692779541016","17.843692779541016","17.843692779541016","18.071073532104492","18.071073532104492","18.071073532104492","20.337352752685547","20.337352752685547","20.337352752685547","20.544105529785156","20.544105529785156","20.544105529785156","19.40570640563965","19.40570640563965","19.40570640563965","19.104713439941406","19.104713439941406","19.104713439941406","18.739276885986328","18.739276885986328","18.739276885986328","16.93263816833496","16.93263816833496","16.93263816833496","17.200157165527344","17.200157165527344","17.200157165527344","17.156661987304688","17.156661987304688","17.156661987304688","20.498353958129883","20.498353958129883","20.498353958129883","20.773231506347656","20.773231506347656","20.773231506347656","20.660776138305664","20.660776138305664","20.660776138305664","17.1700496673584","17.1700496673584","17.1700496673584","17.247331619262695","17.247331619262695","17.247331619262695","20.47942352294922","20.47942352294922","20.47942352294922","20.573627471923828","20.573627471923828","20.573627471923828","18.65460205078125","18.65460205078125","18.65460205078125","18.96171760559082","18.96171760559082","18.96171760559082","20.72501564025879","20.72501564025879","20.72501564025879","19.34239387512207","19.34239387512207","19.34239387512207","20.533937454223633","20.533937454223633","20.533937454223633","20.40436553955078","20.40436553955078","20.40436553955078","20.52802276611328","20.52802276611328","20.52802276611328","17.9243106842041","17.9243106842041","17.9243106842041","18.142963409423828","18.142963409423828","18.142963409423828","17.785606384277344","17.785606384277344","17.785606384277344"
